security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,incremental_roe_basis,cash_roe0,owner_earnings0,v_zero_growth,incremental_roe_used,ame_path,nopat_ps,roic0,incremental_roic,reinvestment_rate,wacc,cost_of_debt,tax_rate,net_debt_ps,fin_net_debt_ps,minority_book_ps,ev_ps,owner_earnings_true_ps,roic_path,minority_share,minority_share_basis,roic_nopat_mode,roic_g_source,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout,v_bear,v_bull,valuation_quality_score,valuation_quality_notes,bps_operating,external_equity_ps,external_equity_cum_ps,shares_est,bps_basis_date,equity_anchor_mode,peak_weight,growth_trust,trough_weight,ttm_factor,growth_damp,maintenance_ratio,maintenance_raw_ratio,maintenance_status,maintenance_intervals,maintenance_positive_intervals,maintenance_net_reinvestment,maintenance_growth_allowance,maintenance_nopat_total,cash_blocked,wc_aggregation,wc_first_period,wc_last_period,wc_start,wc_end,wc_change,wc_financing_start,wc_financing_end,wc_conflict_years,minority_claim_status,minority_claim_event,minority_fixed_claim_ps,minority_dividend_floor_ps
000938,紫光股份,L2,2004-09-30,2004-10-31,2004-10-31,ok,,0.1200,0.0378,weightavg_ttm,3.1410,0.1593,0.0507,0.0248,,0.024785,lift2(孰高),,5,0.3994,-1.0598,raw,,,2.1752,,,0.2011,0.0548,-0.0330,1.7510,0.0830,0.0439,0.1254,0.2483,-0.0758,0.3244,1.8919,0.5265,growth,0.0856,earnings,trough_median,none,,,,0.0000,,tier,,,,0.1000,0.0300,0.0548,1.6435,1.4792,1.8079,0.20,1.3148,8.17,13.70,0.4968,0.4530,0.7277,1.9278,62,hist12/cv5/term20/path20/legs5,2.5222,0.0002,0.6186,206062750,2004-10-31,shares_ref|shares_backfill,0.000,1.00,1.000,1.1748,1.0000,0.000000,,off,0,0,,,,,operating,1999-12-31,2003-12-31,123561618.2600,188130097.1300,64568478.8700,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2004-12-31,2005-04-30,2005-04-30,ok,,0.1250,0.0395,weightavg_ttm,3.1820,0.1461,0.0459,0.0331,,0.033090,lift2(孰高),,5,0.3630,-1.8980,n/a,,,1.8412,,,0.2291,0.0548,-0.0561,-0.1283,0.0866,0.0580,0.0662,0.7235,0.4051,0.3184,2.0370,-0.1909,growth,0.1778,earnings,"blend(λ=1.0,w=0.00,v=0.58)",trailing,,,,0.0000,,tier,,,,0.1000,0.0300,0.0548,1.3136,1.1822,1.4449,0.20,1.0508,5.73,10.51,0.4753,0.4530,0.3206,1.5845,69,hist12/cv5/term20/path20/legs12,2.6617,0.0000,0.5203,206079786,2005-04-30,annual_row|shares_backfill,0.000,1.00,0.582,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2000-12-31,2004-12-31,363779468.5000,293177737.0900,-70601731.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2005-03-31,2005-04-30,2005-04-30,ok,,0.1300,0.0413,weightavg_ttm,3.1950,0.1583,0.0495,0.0331,,0.033090,lift2(孰高),,5,0.3630,-1.8980,n/a,,,1.9579,,,0.2416,0.0548,-0.0561,-0.1283,0.0866,0.0580,0.0662,0.7275,0.4071,0.3200,2.1483,-0.1918,growth,0.1778,earnings,"blend(λ=1.0,w=0.00,v=0.46)",trailing,,,,0.0000,,tier,,,,0.1000,0.0300,0.0548,1.4208,1.2787,1.5629,0.20,1.1366,5.88,10.93,0.4753,0.4530,0.3736,1.7066,69,hist12/cv5/term20/path20/legs12,2.6750,-0.0004,0.5203,206079786,2005-04-30,shares_ref|shares_backfill,0.000,1.00,0.460,1.0466,1.0000,0.000000,,off,0,0,,,,,operating,2000-12-31,2004-12-31,363779468.5000,293177737.0900,-70601731.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2005-06-30,2005-08-31,2005-08-31,ok,,0.1430,0.0449,weightavg_ttm,3.1800,0.1805,0.0568,0.0331,,0.033090,lift2(孰高),,5,0.3630,-1.8980,n/a,,,2.2362,,,0.2707,0.0548,-0.0561,-0.1283,0.0866,0.0580,0.0662,0.7611,0.4048,0.3182,2.4071,-0.1908,growth,0.1778,earnings,"blend(λ=1.0,w=0.00,v=0.24)",trailing,,,,0.0000,,tier,,,,0.1000,0.0300,0.0548,1.6460,1.4814,1.8106,0.20,1.3168,6.08,11.51,0.4753,0.4530,0.4727,1.9663,69,hist12/cv5/term20/path20/legs12,2.6599,-0.0002,0.5203,206079786,2005-08-31,shares_ref|shares_backfill,0.000,1.00,0.236,1.1440,1.0000,0.000000,,off,0,0,,,,,operating,2000-12-31,2004-12-31,363779468.5000,293177737.0900,-70601731.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2005-09-30,2005-10-31,2005-10-31,ok,,0.1420,0.0442,eps_over_bps,3.2130,0.1776,0.0553,0.0331,,0.033090,lift2(孰高),,5,0.3630,-1.8980,n/a,,,2.2308,,,0.2705,0.0548,-0.0561,-0.1283,0.0866,0.0580,0.0662,0.7641,0.4097,0.3220,2.4053,-0.1931,growth,0.1778,earnings,"blend(λ=1.0,w=0.00,v=0.26)",trailing,,,,0.0000,,tier,,,,0.1000,0.0300,0.0548,1.6412,1.4771,1.8053,0.20,1.3129,6.07,11.56,0.4753,0.4530,0.4687,1.9612,69,hist12/cv5/term20/path20/legs12,2.6922,0.0004,0.5203,206079786,2005-10-31,shares_ref|shares_backfill,0.000,1.00,0.257,1.1342,1.0000,0.000000,,off,0,0,,,,,operating,2000-12-31,2004-12-31,363779468.5000,293177737.0900,-70601731.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2005-12-31,2006-04-30,2006-04-30,rejected,薄权益：每股净负债 0.76 ≥ 50% × 每股企业价值 1.11，股权价值为两大数之差不可估（OI-091）,0.0110,0.0035,weightavg_ttm,3.1440,0.0518,0.0165,0.0165,,0.016480,normalized,,5,0.4441,0.4922,n/a,,,0.3517,,,0.1016,0.0248,0.0419,2.2293,0.0912,0.0757,0.2500,0.7627,0.3924,0.3703,,0.1542,,0.1904,earnings,trough_median,,,,,,,tier,,,,0.1000,0.0300,0.1200,,,,0.20,,,,,,,,,,3.1791,0.0000,-0.0351,195090102,2006-04-30,annual_row|shares_backfill,0.000,0.50,1.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2001-12-31,2005-12-31,113590993.9700,310005370.4800,196414376.5100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2006-03-31,2006-04-30,2006-04-30,rejected,薄权益：每股净负债 0.79 ≥ 50% × 每股企业价值 1.12，股权价值为两大数之差不可估（OI-091）,0.0177,0.0054,weightavg_ttm,3.1430,0.0518,0.0165,0.0165,,0.016480,normalized,,5,0.4441,0.4922,n/a,,,0.3321,,,0.1023,0.0248,0.0419,2.2293,0.0912,0.0757,0.2500,0.7895,0.3950,0.3727,,0.1552,,0.1904,earnings,trough_median,,,,,,,tier,,,,0.1000,0.0300,0.1200,,,,0.20,,,,,,,,,,3.1999,-0.0218,-0.0351,195090102,2006-04-30,shares_ref|shares_backfill,0.000,0.50,1.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2001-12-31,2005-12-31,113590993.9700,310005370.4800,196414376.5100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2006-06-30,2006-08-31,2006-08-31,rejected,薄权益：每股净负债 0.80 ≥ 50% × 每股企业价值 1.13，股权价值为两大数之差不可估（OI-091）,-0.0160,-0.0053,weightavg_ttm,3.1640,0.0521,0.0165,0.0165,,0.016480,normalized,,5,0.4441,0.4922,n/a,,,0.3329,,,0.1030,0.0248,0.0419,2.2293,0.0912,0.0757,0.2500,0.7967,0.3978,0.3754,,0.1563,,0.1904,earnings,trough_median,,,,,,,tier,,,,0.1000,0.0300,0.1200,,,,0.20,,,,,,,,,,3.2226,-0.0235,-0.0351,195090102,2006-08-31,shares_ref|shares_backfill,0.000,0.50,1.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2001-12-31,2005-12-31,113590993.9700,310005370.4800,196414376.5100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2006-09-30,2006-10-31,2006-10-31,rejected,薄权益：每股净负债 0.80 ≥ 50% × 每股企业价值 1.14，股权价值为两大数之差不可估（OI-091）,-0.0330,-0.0104,eps_over_bps,3.1800,0.0524,0.0165,0.0165,,0.016480,normalized,,5,0.4441,0.4922,n/a,,,0.3342,,,0.1035,0.0248,0.0419,2.2293,0.0912,0.0757,0.2500,0.8013,0.3998,0.3773,,0.1571,,0.1904,earnings,trough_median,,,,,,,tier,,,,0.1000,0.0300,0.1200,,,,0.20,,,,,,,,,,3.2392,-0.0242,-0.0351,195090102,2006-10-31,shares_ref|shares_backfill,0.000,0.50,1.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2001-12-31,2005-12-31,113590993.9700,310005370.4800,196414376.5100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2006-12-31,2007-04-30,2007-04-30,rejected,薄权益：每股净负债 0.96 ≥ 50% × 每股企业价值 1.40，股权价值为两大数之差不可估（OI-091）,0.0500,0.0174,weightavg_ttm,3.0130,0.0524,0.0174,0.0174,,0.017400,normalized,,5,0.3765,,n/a,,,1.6384,,,0.2487,0.0548,1.5436,0.3276,0.0949,0.0958,0.1677,0.9591,0.5680,0.3912,1.3980,0.9973,,0.2012,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.1886,,0.1310,,tier,,,,0.1000,0.0300,0.0548,,,,0.20,,,,,,,,,,3.0552,0.0000,-0.0422,212072108,2007-04-30,annual_row|shares_backfill,0.000,0.50,0.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2002-12-31,2006-12-31,267732393.1900,97462044.9300,-170270348.2600,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2007-03-31,2007-04-30,2007-04-30,rejected,薄权益：每股净负债 0.88 ≥ 50% × 每股企业价值 1.42，股权价值为两大数之差不可估（OI-091）,0.0503,0.0161,eps_over_bps,3.1210,0.0528,0.0174,0.0174,,0.017400,normalized,,5,0.3765,,n/a,,,1.7498,,,0.2518,0.0548,1.5436,0.3276,0.0949,0.0958,0.1677,0.8772,0.5717,0.3937,1.4154,1.0037,,0.2012,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.2195,,0.1310,,tier,,,,0.1000,0.0300,0.0548,,,,0.20,,,,,,,,,,3.0750,0.0882,-0.0422,212072108,2007-04-30,shares_ref|shares_backfill,0.000,0.50,0.000,1.0119,1.0000,0.000000,,off,0,0,,,,,operating,2002-12-31,2006-12-31,267732393.1900,97462044.9300,-170270348.2600,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2007-06-30,2007-08-31,2007-08-31,rejected,薄权益：每股净负债 0.88 ≥ 50% × 每股企业价值 1.46，股权价值为两大数之差不可估（OI-091）,0.0540,0.0191,weightavg_ttm,3.1450,0.0632,0.0207,0.0174,,0.017400,lift2(孰高),,5,0.3765,,n/a,,,1.8189,,,0.2604,0.0548,1.5436,0.3276,0.0949,0.0958,0.1677,0.8843,0.5761,0.3967,1.4638,1.0115,,0.2012,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.2369,,0.1310,,tier,,,,0.1000,0.0300,0.0548,,,,0.20,,,,,,,,,,3.0987,0.0885,-0.0422,212072108,2007-08-31,shares_ref|shares_backfill,0.000,0.50,0.000,1.0647,1.0000,0.000000,,off,0,0,,,,,operating,2002-12-31,2006-12-31,267732393.1900,97462044.9300,-170270348.2600,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2007-09-30,2007-10-31,2007-10-31,rejected,薄权益：每股净负债 0.89 ≥ 50% × 每股企业价值 1.57，股权价值为两大数之差不可估（OI-091）,0.0610,0.0193,eps_over_bps,3.1680,0.0649,0.0211,0.0174,,0.017400,lift2(孰高),,5,0.3765,,n/a,,,1.9753,,,0.2793,0.0548,1.5436,0.3276,0.0949,0.0958,0.1677,0.8907,0.5802,0.3996,1.5701,1.0188,,0.2012,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.1832,,0.1310,,tier,,,,0.1000,0.0300,0.0548,,,,0.20,,,,,,,,,,3.1211,0.0891,-0.0422,212072108,2007-10-31,shares_ref|shares_backfill,0.000,0.50,0.000,1.1988,1.0000,0.000000,,off,0,0,,,,,operating,2002-12-31,2006-12-31,267732393.1900,97462044.9300,-170270348.2600,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2007-12-31,2008-04-30,2008-04-30,rejected,薄权益：每股净负债 1.71 ≥ 50% × 每股企业价值 1.98，股权价值为两大数之差不可估（OI-091）,0.0730,0.0232,weightavg_ttm,3.1730,0.0736,0.0232,0.0232,,0.023200,normalized,,5,0.3501,-1.8125,n/a,,,0.9797,,,0.2551,0.0594,0.0357,1.6165,0.0948,0.1124,0.2542,1.7116,0.9332,0.7784,1.9766,0.2992,,0.2588,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.1655,,0.0357,,tier,,,,0.1000,0.0300,0.0594,,,,0.20,,,,,,,,,,3.0660,0.0000,0.1070,206054560,2008-04-30,annual_row|shares_backfill,0.000,0.50,0.000,1.0000,0.9967,0.000000,,off,0,0,,,,,operating,2003-12-31,2007-12-31,188130097.1300,69346364.7200,-118783732.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2008-03-31,2008-04-30,2008-04-30,rejected,薄权益：每股净负债 1.07 ≥ 50% × 每股企业价值 2.09，股权价值为两大数之差不可估（OI-091）,0.1820,0.0453,eps_over_bps,4.0170,0.2226,0.0674,0.0232,,0.023200,lift2(孰高),,5,0.3501,-1.8125,n/a,,,1.7755,,,0.2695,0.0594,0.0357,1.6165,0.0948,0.1124,0.2542,1.0678,0.9723,0.8110,2.0883,0.3118,,0.2588,earnings,cyclical_median,capital,,0.1134,,0.0357,,tier,,,,0.1000,0.0300,0.0594,,,,0.20,,,,,,,,,,3.1946,0.7155,0.1070,206054560,2008-04-30,shares_ref|shares_backfill,1.000,0.50,0.000,2.4851,0.9967,0.000000,,off,0,0,,,,,operating,2003-12-31,2007-12-31,188130097.1300,69346364.7200,-118783732.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2008-06-30,2008-08-31,2008-08-31,ok,,0.1700,0.0483,weightavg_ttm,3.9940,0.2386,0.0733,0.0232,,0.023200,lift2(孰高),,5,0.3501,-1.8125,n/a,,,1.7837,,,0.2656,0.0594,0.0357,1.6165,0.0948,0.1124,0.2542,1.0181,0.9581,0.7992,2.0578,0.3072,growth,0.2588,earnings,cyclical_median,capital,,0.0583,,0.0357,,tier,,,,0.1000,0.0300,0.0594,1.0397,0.9357,1.1437,0.20,0.8318,3.91,6.12,0.5655,0.4178,0.1507,1.1739,66,hist12/cv12/term20/path10/legs12,3.1479,0.7392,0.1070,206054560,2008-08-31,shares_ref|shares_backfill,1.000,0.50,0.000,2.3331,0.9967,0.000000,,off,0,0,,,,,operating,2003-12-31,2007-12-31,188130097.1300,69346364.7200,-118783732.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2008-09-30,2008-10-31,2008-10-31,ok,,0.1600,0.0399,eps_over_bps,4.0070,0.1852,0.0567,0.0232,,0.023200,lift2(孰高),,5,0.3501,-1.8125,n/a,,,1.7879,,,0.2667,0.0594,0.0357,1.6165,0.0948,0.1124,0.2542,1.0255,0.9621,0.8025,2.0663,0.3085,growth,0.2588,earnings,cyclical_median,capital,,0.0402,,0.0357,,tier,,,,0.1000,0.0300,0.0594,1.0408,0.9368,1.1449,0.20,0.8327,3.90,6.51,0.5655,0.4178,0.1481,1.1756,66,hist12/cv12/term20/path10/legs12,3.1610,0.7391,0.1070,206054560,2008-10-31,shares_ref|shares_backfill,1.000,0.50,0.000,2.1963,0.9967,0.000000,,off,0,0,,,,,operating,2003-12-31,2007-12-31,188130097.1300,69346364.7200,-118783732.4100,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2008-12-31,2009-04-30,2009-04-30,rejected,薄权益：每股净负债 2.17 ≥ 50% × 每股企业价值 2.31，股权价值为两大数之差不可估（OI-091）,0.1490,0.0396,weightavg_ttm,3.5900,0.2010,0.0560,0.0232,,0.023200,lift2(孰高),,9,0.2807,0.0588,n/a,,,1.1839,,,0.3355,0.0647,0.0828,1.3303,0.1001,0.1200,0.1649,2.1687,0.8978,1.2709,2.3145,0.4481,,0.2985,earnings,"blend(λ=0.5,w=0.22,v=0.00)",capital,,,,0.0828,,tier,,,,0.1000,0.0300,0.0647,,,,0.20,,,,,,,,,,3.9059,0.0000,-0.3159,206069000,2009-04-30,annual_row,0.217,0.50,0.000,1.0000,1.0000,0.000000,,off,0,0,,,,,operating,2004-12-31,2008-12-31,293177737.0900,27095887.5100,-266081849.5800,0.0000,0.0000,0,,,0.0000,0.0000
000938,紫光股份,L2,2009-03-31,2009-04-30,2009-04-30,rejected,股权价值 -0.20 ≤ 0：净负债 2.18 超过企业价值 1.98，按 §6.5.2.4 判无法估值,0.0440,0.0122,eps_over_bps,3.6136,0.0838,0.0232,0.0232,,0.023200,normalized,,9,0.2807,0.0588,n/a,,,0.6897,,,0.2874,0.0647,0.0828,1.3303,0.1001,0.1200,0.1649,2.1821,0.9033,1.2787,1.9825,0.4509,,0.2985,earnings,trough_median,capital,,,,0.0828,,tier,,,,0.1000,0.0300,0.0647,,,,0.20,,,,,,,,,,3.9297,-0.0002,-0.3159,206069000,2009-04-30,shares_ref,0.000,0.50,1.000,0.2951,0.2951,0.000000,,off,0,0,,,,,operating,2004-12-31,2008-12-31,293177737.0900,27095887.5100,-266081849.5800,0.0000,0.0000,0,,,0.0000,0.0000
