group,start,signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held,classification,return20,return60,min20,next_sale_date,next_sale_price,next_sale_reason
full,2009-11-01,2014-10-13,2014-10-14,600660,10.1700,10.2790,10.2505,0,0,0.7546,600031,0.5812,chop:repeat-flat;gap=-0.01060;run=2;slope=0.002780352177942591;cross=5,,110800,假摔,0.12475247524752464,0.2841584158415842,-0.002970297029702862,2014-10-15,10.210,换仓·减一档：让位给600031
full,2009-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,1772400,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2010-11-01,2014-10-13,2014-10-14,600660,10.1700,10.2790,10.2505,0,0,0.7546,600031,0.5812,chop:repeat-flat;gap=-0.01060;run=2;slope=0.002780352177942591;cross=5,,69200,假摔,0.12475247524752464,0.2841584158415842,-0.002970297029702862,2014-10-15,10.210,换仓·减一档：让位给600031
full,2011-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,403800,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2012-05-01,2014-10-13,2014-10-14,600660,10.1700,10.2790,10.2505,0,0,0.7546,600031,0.5812,chop:repeat-flat;gap=-0.01060;run=2;slope=0.002780352177942591;cross=5,,76000,假摔,0.12475247524752464,0.2841584158415842,-0.002970297029702862,2014-10-15,10.210,换仓·减一档：让位给600031
full,2012-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,2109700,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-16,10.470,换仓·减一档：让位给002532
full,2013-05-01,2013-08-27,2013-08-28,601398,3.9000,3.9185,3.9180,0,0,0.9903,600309,0.7431,chop:repeat-flat;gap=-0.00472;run=1;slope=0.0001276161306789092;cross=4,,359200,中间,-0.005154639175257714,-0.020618556701030966,-0.0077319587628865705,2013-08-30,3.900,换仓·减一档：让位给000338
full,2013-05-01,2013-08-28,2013-08-29,601398,3.8800,3.9180,3.9180,0,0,0.9852,600309,0.7257,chop:repeat-flat;gap=-0.00970;run=2;slope=-1.1102230246251565e-16;cross=4,,359200,中间,-0.0025839793281654533,0.0,-0.0051679586563307955,2013-08-30,3.900,换仓·减一档：让位给000338
full,2013-05-01,2013-09-05,2013-09-06,601398,3.9100,3.9185,3.9160,0,0,1.0508,600031,0.4814,chop:repeat-flat;gap=-0.00217;run=1;slope=0.0006384065372828651;cross=6,600585,254500,中间,-0.017902813299232823,-0.02813299232736577,-0.017902813299232823,2013-09-18,3.910,换仓·减一档：让位给600031
full,2013-05-01,2013-09-06,2013-09-09,601398,3.9100,3.9185,3.9155,0,0,1.0508,600031,0.4808,chop:repeat-flat;gap=-0.00217;run=2;slope=0.0007661856723280014;cross=5,,254500,走坏,-0.05392156862745101,-0.07352941176470595,-0.05882352941176472,2013-09-18,3.910,换仓·减一档：让位给600031
full,2013-05-01,2024-11-20,2024-11-21,600919,9.0200,9.0205,9.0035,0,0,0.8304,002236,0.6167,chop:repeat-flat;gap=-0.00006;run=1;slope=0.001888154606541903;cross=5,,130600,假摔,0.028761061946902755,0.03829646017699129,-0.030973451327433565,2025-02-21,9.170,换仓：让位给空间更大的002236
full,2013-05-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,6200000,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2013-05-01,2025-07-21,2025-07-22,601229,10.8700,10.9855,10.9560,0,0,0.8058,000792,0.6168,chop:repeat-flat;gap=-0.01051;run=1;slope=0.0026925885359618817;cross=7,601328,1718700,走坏,-0.0699626865671642,-0.0727611940298507,-0.0699626865671642,2025-07-23,10.690,换仓·减一档：让位给000792
full,2013-11-01,2015-11-13,2015-11-16,000858,25.7500,26.0770,26.0325,0,0,1.0466,000792,0.6908,chop:repeat-flat;gap=-0.01254;run=2;slope=0.0017094017094017033;cross=4,,46000,中间,-0.02808112324492973,-0.06240249609984405,-0.06279251170046796,2015-11-17,25.910,换仓·减一档：让位给000792
full,2013-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,1743700,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2014-05-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,366200,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓：让位给空间更大的002466
full,2014-11-01,2024-11-14,2024-11-15,601818,3.4600,3.4630,3.4750,0,0,0.8654,002236,0.6282,chop:repeat-flat;gap=-0.00087;run=1;slope=-0.0034532374100719743;cross=5,,100,假摔,0.07826086956521738,0.14318840579710135,0.020289855072463725,2025-02-25,3.740,换仓：让位给空间更大的000933
full,2014-11-01,2024-11-15,2024-11-18,601818,3.4500,3.4600,3.4750,0,0,0.8629,002236,0.6361,chop:repeat-flat;gap=-0.00289;run=2;slope=-0.004316546762589968;cross=5,600919,100,假摔,0.03611111111111098,0.09277777777777785,-0.022222222222222254,2025-02-25,3.740,换仓：让位给空间更大的000933
full,2014-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,3296400,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2015-05-01,2024-11-20,2024-11-21,600919,9.0200,9.0205,9.0035,0,0,0.8304,000338,0.6339,chop:repeat-flat;gap=-0.00006;run=1;slope=0.001888154606541903;cross=5,,850300,假摔,0.028761061946902755,0.03829646017699129,-0.030973451327433565,2025-01-23,9.590,换仓·减一档：让位给000933
full,2015-05-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,4162200,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2015-05-01,2025-07-21,2025-07-22,601229,10.8700,10.9855,10.9560,0,0,0.8058,000792,0.6168,chop:repeat-flat;gap=-0.01051;run=1;slope=0.0026925885359618817;cross=7,601328,760900,走坏,-0.0699626865671642,-0.0727611940298507,-0.0699626865671642,2025-07-23,10.690,换仓·减一档：让位给000792
full,2015-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,3628500,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2016-05-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,8417100,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
full,2016-05-01,2025-07-21,2025-07-22,601229,10.8700,10.9855,10.9560,0,0,0.8058,000792,0.6168,chop:repeat-flat;gap=-0.01051;run=1;slope=0.0026925885359618817;cross=7,601328,1718300,走坏,-0.0699626865671642,-0.0727611940298507,-0.0699626865671642,2025-07-23,10.690,换仓·减一档：让位给000792
A,2009-11-01,2021-03-08,2021-03-09,601818,4.1200,4.1460,4.1375,0,0,1.0731,600897,0.7694,chop:repeat-flat;gap=-0.00627;run=2;slope=0.0020543806646526885;cross=6,,1444200,中间,-0.017199017199017286,-0.05405405405405406,-0.017199017199017286,2021-03-10,4.030,换仓·减一档：让位给600897
A,2009-11-01,2021-03-22,2021-03-23,601818,4.1300,4.1430,4.1530,0,0,1.0757,600016,0.7864,chop:repeat-flat;gap=-0.00314;run=2;slope=-0.002407897905128742;cross=7,600000,526200,走坏,-0.048661800486618056,-0.07785888077858882,-0.05352798053527985,2021-03-31,4.080,换仓·减一档：让位给600016
A,2009-11-01,2025-03-24,2025-03-25,601229,9.3100,9.3575,9.3580,0,0,0.7997,000661,0.6105,chop:repeat-flat;gap=-0.00508;run=2;slope=-5.3430220132710815e-05;cross=4,,2150900,假摔,0.10180275715800646,0.17391304347826098,0.0010604453870626251,2025-06-10,10.630,换仓·减一档：让位给002466
