arm,year,base,candidate,delta,partial
WJ_WK3DP3,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_WK3DP3,2012,0.007224672978833224,-0.001545946654260777,-0.008770619633094001,False
WJ_WK3DP3,2013,0.03488294427488747,0.03904254245071859,0.004159598175831114,False
WJ_WK3DP3,2014,0.6745091508374697,0.6896485212877927,0.015139370450323097,False
WJ_WK3DP3,2015,-0.35791085855784044,-0.3268570876918757,0.031053770865964725,False
WJ_WK3DP3,2016,0.021988077571886366,0.007305889053212056,-0.01468218851867431,False
WJ_WK3DP3,2017,1.1772218716720815,1.2039340673194614,0.02671219564737992,False
WJ_WK3DP3,2018,-0.1919327520260875,-0.20475774949616232,-0.012824997470074817,False
WJ_WK3DP3,2019,1.8505306607386958,1.9026554317923812,0.052124771053685404,False
WJ_WK3DP3,2020,0.00762018894763683,0.32908026637345156,0.3214600774258147,False
WJ_WK3DP3,2021,0.6346917729461874,0.7094255655480985,0.07473379260191115,False
WJ_WK3DP3,2022,0.3367576473967864,0.35641560011527806,0.01965795271849169,False
WJ_WK3DP3,2023,0.43686886941310665,0.35884436359127503,-0.07802450582183162,False
WJ_WK3DP3,2024,0.5638222869310128,0.41058877418827633,-0.15323351274273644,False
WJ_WK3DP3,2025,1.1736174838416553,1.1409608016159,-0.03265668222575524,False
WJ_WK3DP3,2026,0.585391996861421,0.47617542334143703,-0.10921657351998393,True
WJ_FLAT,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_FLAT,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_FLAT,2013,0.03488294427488747,0.03117947694044565,-0.0037034673344418234,False
WJ_FLAT,2014,0.6745091508374697,0.6755166636217071,0.0010075127842374965,False
WJ_FLAT,2015,-0.35791085855784044,-0.3560188553839325,0.001892003173907919,False
WJ_FLAT,2016,0.021988077571886366,0.00032848460365864085,-0.021659592968227726,False
WJ_FLAT,2017,1.1772218716720815,1.1578233183674835,-0.019398553304597943,False
WJ_FLAT,2018,-0.1919327520260875,-0.23402843067839196,-0.04209567865230446,False
WJ_FLAT,2019,1.8505306607386958,2.074650651417956,0.22411999067926036,False
WJ_FLAT,2020,0.00762018894763683,0.012900457645622865,0.005280268697986035,False
WJ_FLAT,2021,0.6346917729461874,0.626723548296571,-0.00796822464961644,False
WJ_FLAT,2022,0.3367576473967864,0.2937969916611649,-0.04296065573562147,False
WJ_FLAT,2023,0.43686886941310665,0.4308893415624422,-0.005979527850664468,False
WJ_FLAT,2024,0.5638222869310128,0.5887387961013766,0.02491650917036381,False
WJ_FLAT,2025,1.1736174838416553,1.2300492720726894,0.05643178823103412,False
WJ_FLAT,2026,0.585391996861421,0.5614206740438192,-0.023971322817601726,True
WJ_FS04,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_FS04,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_FS04,2013,0.03488294427488747,0.03117947694044565,-0.0037034673344418234,False
WJ_FS04,2014,0.6745091508374697,0.6755166636217071,0.0010075127842374965,False
WJ_FS04,2015,-0.35791085855784044,-0.3560188553839325,0.001892003173907919,False
WJ_FS04,2016,0.021988077571886366,0.00032848460365864085,-0.021659592968227726,False
WJ_FS04,2017,1.1772218716720815,1.1578233183674835,-0.019398553304597943,False
WJ_FS04,2018,-0.1919327520260875,-0.23402843067839196,-0.04209567865230446,False
WJ_FS04,2019,1.8505306607386958,2.074650651417956,0.22411999067926036,False
WJ_FS04,2020,0.00762018894763683,0.012900457645622865,0.005280268697986035,False
WJ_FS04,2021,0.6346917729461874,0.626723548296571,-0.00796822464961644,False
WJ_FS04,2022,0.3367576473967864,0.2937969916611649,-0.04296065573562147,False
WJ_FS04,2023,0.43686886941310665,0.4308893415624422,-0.005979527850664468,False
WJ_FS04,2024,0.5638222869310128,0.5887387961013766,0.02491650917036381,False
WJ_FS04,2025,1.1736174838416553,1.2249532283658788,0.051335744524223514,False
WJ_FS04,2026,0.585391996861421,0.5239454409227344,-0.06144655593868653,True
