arm,year,base,candidate,delta,partial
WJ_RF5X3,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF5X3,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF5X3,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF5X3,2014,0.6745091508374697,0.6528928466640069,-0.02161630417346272,False
WJ_RF5X3,2015,-0.35791085855784044,-0.3470333269119438,0.010877531645896665,False
WJ_RF5X3,2016,0.021988077571886366,-0.0025492357943596167,-0.024537313366245983,False
WJ_RF5X3,2017,1.1772218716720815,1.1182879343390404,-0.058933937333041087,False
WJ_RF5X3,2018,-0.1919327520260875,-0.24808112963289375,-0.05614837760680624,False
WJ_RF5X3,2019,1.8505306607386958,1.8872807732903167,0.03675011255162097,False
WJ_RF5X3,2020,0.00762018894763683,0.009580848376359752,0.0019606594287229218,False
WJ_RF5X3,2021,0.6346917729461874,0.596333444639588,-0.038358328306599354,False
WJ_RF5X3,2022,0.3367576473967864,0.19120090129085043,-0.14555674610593594,False
WJ_RF5X3,2023,0.43686886941310665,0.4773844146744579,0.04051554526135126,False
WJ_RF5X3,2024,0.5638222869310128,0.5331662574134259,-0.030656029517586836,False
WJ_RF5X3,2025,1.1736174838416553,0.9981558906763452,-0.17546159316531007,False
WJ_RF5X3,2026,0.585391996861421,0.4121126640073538,-0.17327933285406716,True
WJ_RF5X5,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF5X5,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF5X5,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF5X5,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF5X5,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF5X5,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF5X5,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF5X5,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF5X5,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF5X5,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF5X5,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF5X5,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF5X5,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF5X5,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF5X5,2025,1.1736174838416553,1.1736174838416553,0.0,False
WJ_RF5X5,2026,0.585391996861421,0.585391996861421,0.0,True
