arm,year,base,candidate,delta,partial
WJ_RF5,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF5,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF5,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF5,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF5,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF5,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF5,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF5,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF5,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF5,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF5,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF5,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF5,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF5,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF5,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF5,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF3,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF3,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF3,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF3,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF3,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF3,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF3,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF3,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF3,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF3,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF3,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF3,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF3,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF3,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF3,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF3,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF4,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF4,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF4,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF4,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF4,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF4,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF4,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF4,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF4,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF4,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF4,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF4,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF4,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF4,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF4,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF4,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF6,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF6,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF6,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF6,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF6,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF6,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF6,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF6,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF6,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF6,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF6,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF6,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF6,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF6,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF6,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF6,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF7,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF7,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF7,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF7,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF7,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF7,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF7,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF7,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF7,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF7,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF7,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF7,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF7,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF7,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF7,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF7,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF5S04,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF5S04,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF5S04,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF5S04,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF5S04,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF5S04,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF5S04,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF5S04,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF5S04,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF5S04,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF5S04,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF5S04,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF5S04,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF5S04,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF5S04,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF5S04,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
WJ_RF5S06,2011,-0.033666526666666696,-0.033666526666666696,0.0,True
WJ_RF5S06,2012,0.007224672978833224,0.007224672978833224,0.0,False
WJ_RF5S06,2013,0.03488294427488747,0.03488294427488747,0.0,False
WJ_RF5S06,2014,0.6745091508374697,0.6745091508374697,0.0,False
WJ_RF5S06,2015,-0.35791085855784044,-0.35791085855784044,0.0,False
WJ_RF5S06,2016,0.021988077571886366,0.021988077571886366,0.0,False
WJ_RF5S06,2017,1.1772218716720815,1.1772218716720815,0.0,False
WJ_RF5S06,2018,-0.1919327520260875,-0.1919327520260875,0.0,False
WJ_RF5S06,2019,1.8505306607386958,1.8505306607386958,0.0,False
WJ_RF5S06,2020,0.00762018894763683,0.00762018894763683,0.0,False
WJ_RF5S06,2021,0.6346917729461874,0.6346917729461874,0.0,False
WJ_RF5S06,2022,0.3367576473967864,0.3367576473967864,0.0,False
WJ_RF5S06,2023,0.43686886941310665,0.43686886941310665,0.0,False
WJ_RF5S06,2024,0.5638222869310128,0.5638222869310128,0.0,False
WJ_RF5S06,2025,1.1736174838416553,1.2063348897206385,0.0327174058789832,False
WJ_RF5S06,2026,0.585391996861421,0.5349952094996615,-0.050396787361759454,True
