arm,signal_date,exec_date,source,trigger,base_matched,base_amount,classification,source20,source60,min20,recovery_days,trigger20,trigger60,basket20,basket60,source_minus_basket20,source_minus_basket60,next_sale,next_sale_reason,next_source,reason,same_day_source_sale,gap,run,slope5,crosses,source_pv,trigger_pv,base_buy_basket
WJ_WK3DP3,2013-08-30,2013-09-02,600066,000338,True,117942.0,假摔,0.02350307778399552,0.011191941801902638,0.022943480693900398,0,0.025627883136852825,0.09379805228088145,-0.0437869048203217,-0.07630403847097512,0.06728998260431722,0.08749598027287776,2013-10-08,换仓·减一档：让位给600188,,连续2日<3,False,-0.02331620843448723,2,0.004935890162260259,4,0.8616,0.4879,000933:118372;000338:3902
WJ_WK3DP3,2013-09-18,2013-09-23,600066,600031,True,125202.0,走坏,-0.09488666315234562,-0.0801265155508698,-0.09488666315234562,0,-0.08975979772439946,-0.18836915297092294,-0.06702898550724623,-0.13224637681159412,-0.027857677645099388,0.05211986126072432,2013-10-08,换仓·减一档：让位给600188,,连续1日<3,False,-0.006008537016398474,1,0.012441850862946913,3,0.9104,0.5041,000933:93288
WJ_WK3DP3,2013-09-27,2013-09-30,600066,600188,True,130640.0,走坏,-0.1092391304347825,-0.05760869565217386,-0.1309782608695651,,-0.04056603773584899,-0.1754716981132075,-0.058769059818507274,-0.13710722884128648,-0.05047007061627523,0.07949853318911262,2013-10-08,换仓·减一档：让位给600188,,连续2日<3,False,-0.011641975640581448,2,0.011201435523775505,4,0.9154,0.5498,000933:15921;601988:278
WJ_WK3DP3,2013-10-15,2013-10-16,601988,600031,True,2240.0,中间,-0.0071428571428571175,-0.1071428571428571,-0.0071428571428571175,1,-0.08586525759577279,-0.21400264200792607,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,600066,连续1日<3,False,-0.0057020669992887685,1,0.013362224629830166,1,1.0168,0.5125,
WJ_WK3DP3,2013-10-16,2013-10-17,601988,600585,False,0,中间,-0.007117437722419906,-0.11387900355871883,-0.01067615658362997,0,-0.016260162601625994,-0.04815509693558473,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,,连续2日<3,False,-0.001248439450688199,2,0.009360936093609329,1,1.0204,0.7363,
WJ_WK3DP3,2013-10-18,2013-10-21,601988,600585,False,0,中间,-0.007017543859649145,-0.11929824561403524,-0.024561403508772006,0,0.059673366834170904,-0.033291457286432125,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,,连续1日<3,False,-0.0005354274495822375,1,0.0032229185317815823,3,1.0204,0.734,
WJ_WK3DP3,2013-10-22,2013-10-23,002024,601088,True,131776.0,中间,0.033450704225352235,-0.17253521126760551,-0.13820422535211274,18,-0.002983293556085953,-0.1348448687350836,-0.08626429295122293,-0.21032952187967371,0.11971499717657516,0.0377943106120682,2013-10-24,换仓·减一档：让位给002128,600066,连续1日<3,False,-0.004452288315750952,1,0.0820276897704093,1,1.427,0.5614,000933:41172;601988:282
WJ_WK3DP3,2013-11-25,2013-11-26,601988,600585,False,0,走坏,-0.05357142857142849,-0.10357142857142854,-0.06428571428571417,3,0.005360333531864159,-0.12805241215008922,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,,连续1日<3,False,-0.0005335230304122085,1,0.002495988589766407,5,1.0578,0.6567,
WJ_WK3DP3,2013-12-10,2013-12-11,601988,601088,False,0,走坏,-0.10394265232974909,-0.10752688172043001,-0.10394265232974909,,-0.12431776834445118,-0.2007277137659187,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,,连续1日<3,False,-1.5543122344752192e-15,1,0.002844950213371167,4,1.0947,0.5424,
WJ_WK3DP3,2013-12-11,2013-12-12,601988,601857,False,0,走坏,-0.10752688172043001,-0.11469534050179209,-0.10752688172043001,,-0.059925093632958726,-0.05867665418227208,nan,nan,nan,nan,2013-12-18,换仓：让位给空间更大的600066,,连续2日<3,False,-0.01081368551675388,2,0.00195381882770862,4,1.0831,0.9223,
WJ_WK3DP3,2014-02-25,2014-02-26,600897,002304,False,0,中间,-0.00694444444444442,0.011805555555555625,-0.039583333333333304,4,0.008420208500400816,0.08299919807538103,nan,nan,nan,nan,2014-02-27,换仓·减一档：让位给002304,,连续1日<3,False,-0.021137560845503556,1,0.017194017702716557,4,0.8812,0.5894,
WJ_WK3DP3,2014-04-15,2014-04-16,002304,601088,True,131500.0,假摔,0.06178707224334601,0.013434429657794622,-0.009695817490494307,1,-0.013698630136986245,0.010273972602739656,-0.01355627539461114,0.011440447881363796,0.07534334763795715,0.0019939817764308265,2014-04-17,换仓·减一档：让位给601088,,连续2日<3,False,-0.008719335741713463,2,0.003054448871181892,3,0.6053,0.4437,601088:52560;600660:847
WJ_WK3DP3,2014-04-18,2014-04-21,600000,000338,False,0,中间,-0.011328527291452284,-0.006179196704428458,-0.019567456230690117,1,-0.0022844089091949016,0.07652769845802387,nan,nan,nan,nan,2014-04-22,换仓：让位给空间更大的000338,,连续2日<3,False,-0.008616320324378979,2,0.0241370360757851,1,0.9632,0.5192,
WJ_WK3DP3,2014-06-03,2014-06-04,600660,000333,True,132825.0,假摔,0.04347826086956519,0.2186335403726707,-0.006211180124223725,5,0.11431870669745958,0.27655889145496526,-0.0013710946280063151,0.10498988536749827,0.044849355497571505,0.11364365500517241,2014-09-19,换仓·减一档：让位给600031,,连续1日<3,False,-0.0014829461196201876,1,0.009985022466300286,3,0.6591,0.4487,002128:88578;601939:402
WJ_WK3DP3,2014-06-04,2014-06-05,600660,000333,True,135270.0,假摔,0.04691358024691361,0.2148148148148148,-0.012345679012345623,4,0.11835334476843906,0.24642652944539756,-0.0007232715588281269,0.1030602686775987,0.04763685180574174,0.1117545461372161,2014-09-19,换仓·减一档：让位给600031,,连续2日<3,False,-0.005988763351233994,2,0.007902924704418446,2,0.6566,0.4408,002128:135604;601088:33074
WJ_WK3DP3,2014-07-09,2014-07-10,601398,600066,True,1035.0,假摔,0.020289855072463725,0.017391304347825987,-0.008695652173913104,0,0.09658762290341238,0.08964719491035278,nan,nan,nan,nan,2014-08-18,换仓：让位给空间更大的600031,,连续1日<3,False,-0.00363875786965151,1,0.0020215643258849614,3,0.8432,0.6704,
WJ_WK3DP3,2014-07-10,2014-07-11,601988,600066,True,1020.0,假摔,0.05490196078431375,0.04705882352941182,0.0039215686274509665,2,0.09048723897911848,0.10208816705336443,nan,nan,nan,nan,2014-07-14,换仓：让位给空间更大的600066,,连续2日<3,False,-0.010710808179164255,2,0.003321610003907738,7,0.8362,0.6639,
WJ_WK3DP3,2014-07-21,2014-07-22,601398,000568,False,0,假摔,0.026239067055393583,0.020408163265306145,0.002915451895043608,0,0.1408855664174813,0.021851638872915302,0.12601287138617487,0.0810630564540332,-0.09977380433078128,-0.06065489318872705,2014-08-18,换仓：让位给空间更大的600031,,连续1日<3,False,-0.0020426028596440826,1,-7.148598947548379e-05,5,0.8432,0.5989,601088:28917;600188:682;601939:390
WJ_WK3DP3,2014-08-08,2014-08-11,601398,600031,True,712.0,假摔,0.008426966292134797,0.0702247191011236,-0.03370786516853941,0,0.0,0.08056042031523636,nan,nan,nan,nan,2014-08-18,换仓：让位给空间更大的600031,,连续1日<3,False,-0.001848428835489968,1,0.008315412186379989,3,0.8965,0.5532,
WJ_WK3DP3,2014-08-12,2014-08-13,000651,600031,True,165368.0,中间,-0.0033863867253640656,-0.016593294954283855,-0.04707077548256011,15,0.015929203539823078,0.1079646017699114,-0.030973451327433565,0.06858407079646023,0.0275870646020695,-0.08517736575074408,2014-08-15,换仓·减一档：让位给600031,,连续1日<3,False,-0.003197482616850822,1,0.017034016414597675,2,0.7499,0.5522,000933:122944
WJ_WK3DP3,2014-08-13,2014-08-14,601398,600031,False,0,中间,0.017094017094017033,0.07692307692307687,-0.019943019943019946,13,0.044642857142857206,0.11785714285714288,0.00917431192660545,0.09174311926605494,0.007919705167411584,-0.014820042342978068,2014-08-18,换仓：让位给空间更大的600031,,连续1日<3,False,-0.0049610205527994555,1,0.005128935745832619,5,0.8965,0.5513,000933:120336
WJ_WK3DP3,2014-08-14,2014-08-15,601398,600031,False,0,中间,0.014204545454545414,0.06534090909090917,-0.022727272727272707,12,0.03900709219858167,0.12234042553191493,0.0293841957898174,0.06326763868143044,-0.015179650335271987,0.0020732704094787308,2014-08-18,换仓：让位给空间更大的600031,000651,连续2日<3,False,-0.0058065429825804316,2,0.004981497295758697,5,0.8965,0.5464,000933:163812;601088:1549
WJ_WK3DP3,2014-08-19,2014-08-20,601939,600031,True,126790.0,假摔,0.004889975550122383,0.019559902200489088,-0.022004889975550057,10,0.023090586145648295,0.08880994671403197,0.020642201834862428,0.04816513761467878,-0.015752226284740045,-0.02860523541418969,2014-08-22,换仓：让位给空间更大的600188,000651,连续1日<3,False,-0.00133966630130411,1,0.01245376078914906,1,0.9135,0.5513,000933:115976
WJ_WK3DP3,2014-08-20,2014-08-21,601288,600031,False,0,假摔,0.008064516129032251,0.03629032258064502,-0.028225806451612878,9,0.03046594982078843,0.11827956989247324,0.029816513761467878,0.05504587155963292,-0.021751997632435627,-0.0187555489789879,2014-08-25,换仓：让位给空间更大的000792,000651,连续1日<3,False,-0.0015974440894565012,1,0.014586709886547755,1,0.9441,0.5493,000933:146932
WJ_WK3DP3,2014-08-21,2014-08-22,601288,600188,False,0,中间,-0.012096774193548265,0.032258064516129004,-0.028225806451612878,8,0.0964797913950457,0.2451108213820079,-0.0022831050228310223,0.08904109589041087,-0.009813669170717243,-0.05678303137428187,2014-08-25,换仓：让位给空间更大的000792,601939,连续2日<3,False,-0.01116427432216871,2,0.013538088502727863,1,0.9366,0.6418,000933:9198
WJ_WK3DP3,2014-08-25,2014-08-26,601988,000792,False,0,假摔,0.00746268656716409,0.1380597014925371,-0.018656716417910557,5,0.000556792873051215,0.21102449888641428,nan,nan,nan,nan,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续1日<3,False,-0.0007401924500385348,1,0.008585293019783613,3,0.9208,0.6676,
WJ_WK3DP3,2014-08-26,2014-08-27,601988,000792,False,0,假摔,0.011235955056179803,0.15355805243445708,-0.014981273408239737,4,0.010061486864169966,0.24930128563443277,nan,nan,nan,nan,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续2日<3,False,-0.007407407407408861,2,0.005586592178770777,3,0.914,0.6646,
WJ_WK3DP3,2014-09-16,2014-09-17,600660,600031,True,160480.0,假摔,0.054835493519441725,0.23728813559322037,-0.006979062811565129,2,-0.012006861063464935,0.44425385934819883,0.020594965675057253,0.3249427917620138,0.03424052784438447,-0.08765465616879342,2014-09-19,换仓·减一档：让位给600031,,连续1日<3,False,-0.015584927993683828,1,0.00321607045668193,3,0.7405,0.5501,000933:62491
WJ_WK3DP3,2014-09-17,2014-09-18,600660,600031,True,161352.0,假摔,0.034136546184738936,0.24297188755020072,0.010040160642570184,1,-0.0190972222222221,0.5121527777777779,-0.024944744524684755,0.28306168520335206,0.059081290709423695,-0.04008979765315135,2014-09-19,换仓·减一档：让位给600031,,连续2日<3,False,-0.010604192355114006,2,0.0012345679012346622,3,0.7442,0.5657,000933:161980;601088:6100;002128:778;601398:356
WJ_WK3DP3,2014-09-22,2014-09-23,601988,600188,True,536.0,中间,-0.014925373134328401,0.3880597014925373,-0.026119402985074758,1,-0.007109004739336289,0.42772511848341255,nan,nan,nan,nan,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续1日<3,False,-0.010744720266767094,1,0.0007415647015200921,2,0.906,0.6918,
WJ_WK3DP3,2014-09-23,2014-09-24,601988,600188,False,0,中间,-0.0037037037037037646,0.32222222222222197,-0.03333333333333344,0,-0.012687427912341342,0.43137254901960786,-0.02417582417582409,0.2373626373626374,0.020472120472120325,0.08485958485958456,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续2日<3,False,-0.006671608598963763,2,0.0,2,0.9094,0.6942,000933:25480
WJ_WK3DP3,2014-09-25,2014-09-26,601988,600031,False,0,中间,0.040892193308550207,0.4200743494423791,-0.029739776951672847,18,0.03460207612456756,0.7335640138408304,0.024766806046960466,0.3475394017368929,0.01612538726158974,0.07253494770548619,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续1日<3,False,-0.00018515089798343265,1,0.00037043897017952077,4,0.9162,0.5598,000933:5863;601398:355
WJ_WK3DP3,2014-09-26,2014-09-29,601988,600031,False,0,中间,0.03731343283582067,0.43656716417910446,-0.026119402985074758,17,0.046312178387650116,0.7530017152658663,0.015256142604785564,0.3151116107274769,0.022057290231035108,0.12145555345162756,2014-09-30,换仓：让位给空间更大的600031（同日对冲 100 股）,,连续2日<3,False,-0.0049935269095633394,2,0.000925583117364015,4,0.9128,0.5608,000933:30887;601288:248
WJ_WK3DP3,2014-10-10,2014-10-13,600660,600031,False,0,假摔,0.10914454277286123,0.2694198623402164,-0.009832841691248762,4,0.06677796327212016,0.6444073455759598,nan,nan,nan,nan,2014-10-15,换仓·减一档：让位给600031,,连续1日<3,False,-0.009179659041232413,1,0.0066001760046936475,5,0.7568,0.5657,
WJ_WK3DP3,2014-10-13,2014-10-14,600660,600031,False,0,假摔,0.12475247524752464,0.2841584158415842,-0.002970297029702862,3,0.03523489932885915,0.5738255033557049,nan,nan,nan,nan,2014-10-15,换仓·减一档：让位给600031,,连续2日<3,False,-0.010604144372017399,2,0.002780352177942591,5,0.7546,0.5812,
WJ_WK3DP3,2014-11-20,2014-11-21,601818,600031,True,293.0,假摔,0.48464163822525586,0.39590443686006815,0.0034129692832762792,0,0.5352564102564101,0.3141025641025639,nan,nan,nan,nan,2015-01-20,换仓：让位给空间更大的000651,,连续1日<3,False,-0.002424662279183032,1,0.02158527954706302,2,1.0226,0.59,
WJ_WK3DP3,2014-12-24,2014-12-25,601818,000568,False,0,假摔,0.03782505910165468,0.14893617021276584,0.011820330969267046,0,-0.06866952789699565,0.2064854554124942,nan,nan,nan,nan,2015-01-20,换仓：让位给空间更大的000651,,连续1日<3,False,-0.011499877660876345,1,0.08566874750962938,1,1.3736,0.6943,
WJ_WK3DP3,2015-01-19,2015-01-20,601288,600066,True,357.0,走坏,-0.07282913165266103,0.13165266106442575,-0.09803921568627438,1,0.14308877178759616,0.31657884069720277,nan,nan,nan,nan,2015-01-29,换仓：让位给空间更大的000792,,连续1日<3,False,-0.02055455924955152,1,0.04618271034781363,1,1.1947,0.9043,
WJ_WK3DP3,2015-01-20,2015-01-21,601288,000651,False,0,走坏,-0.12732095490716178,0.06366047745358094,-0.1458885941644562,0,-0.061475409836065587,0.11657559198542788,nan,nan,nan,nan,2015-01-29,换仓：让位给空间更大的000792,,连续2日<3,False,-0.019500137324910627,2,0.04162494635960523,1,1.2015,0.9128,
WJ_WK3DP3,2015-01-26,2015-01-27,601288,000792,False,0,走坏,-0.10497237569060769,0.11049723756906071,-0.11049723756906071,19,0.14766512410601607,0.23348758939840142,nan,nan,nan,nan,2015-01-29,换仓：让位给空间更大的000792,,连续1日<3,False,-0.0013458950201882258,1,0.02496896123603265,3,1.2486,0.8615,
WJ_WK3DP3,2015-01-27,2015-01-28,601288,000792,False,0,走坏,-0.1005586592178771,0.1061452513966481,-0.1005586592178771,18,0.19145299145299144,0.22564102564102573,nan,nan,nan,nan,2015-01-29,换仓：让位给空间更大的000792,,连续2日<3,False,-0.027665860864893754,2,0.02252128536116449,3,1.2183,0.8604,
WJ_WK3DP3,2015-04-29,2015-04-30,600031,000792,True,9342.0,中间,0.30732177263969174,-0.30462427745664744,-0.0818882466281311,12,0.06485355648535562,-0.2585076708507671,nan,nan,nan,nan,2015-07-02,跌破建仓日MA60止损,000338,连续2日<3,False,-0.029036004645762836,2,0.03232458874874111,1,1.1904,0.7915,
WJ_WK3DP3,2015-11-13,2015-11-16,601398,000792,True,102765.0,假摔,0.0,-0.12903225806451624,-0.021505376344086113,0,-0.10393580435613303,-0.30301872372946137,nan,nan,nan,nan,2015-12-02,换仓：让位给空间更大的000651,,连续1日<3,False,-0.0035741362504059238,1,0.012057437246519864,3,0.9599,0.6908,
WJ_WK3DP3,2015-11-18,2015-11-19,002304,000338,True,175446.0,假摔,0.0027700831024930483,-0.09372114496768236,-0.03816558941212689,9,-0.025590551181102317,-0.26476377952755914,-0.04635142798226619,-0.27332070316527485,0.04912151108475924,0.1795995581975925,2015-11-23,换仓·减一档：让位给000338,,连续1日<3,False,-0.0006098549471597048,1,0.02061092158237665,1,1.2068,0.6289,000338:180848;000792:127645;000651:1875
WJ_WK3DP3,2015-11-19,2015-11-20,002304,000338,True,174636.0,假摔,0.035868893011750114,-0.07359307359307365,-0.03370439084724808,8,-0.062200956937798924,-0.26794258373205737,-0.04813057402854264,-0.2580361274167355,0.08399946704029276,0.18444305382366183,2015-11-23,换仓·减一档：让位给000338,,连续2日<3,False,-0.0005921391603936899,2,0.01955418956744004,1,1.2115,0.6358,000338:179740;000792:150600;601288:323
WJ_WK3DP3,2016-03-28,2016-03-29,601288,600031,True,315.0,中间,-0.00952380952380949,0.006349206349206327,-0.012698412698412764,1,-0.014440433212996373,-0.10649819494584833,nan,nan,nan,nan,2016-04-11,换仓：让位给空间更大的000792,,连续1日<3,False,-0.005210800568451024,1,0.016043638697256446,1,0.8822,0.6591,
WJ_WK3DP3,2016-03-29,2016-03-30,601288,600031,False,0,中间,-0.02187500000000009,-0.009375000000000022,-0.028125000000000067,0,-0.04585537918871252,-0.12522045855379194,-0.027800387071101662,-0.11657351637817213,0.005925387071101573,0.10719851637817211,2016-04-11,换仓：让位给空间更大的000792,,连续2日<3,False,-0.007717750826901959,2,0.015352630737246242,1,0.8822,0.6463,600585:54153;600031:1134
WJ_WK3DP3,2016-07-27,2016-07-28,002128,000338,True,143290.0,假摔,0.02857142857142847,0.15527950310559002,-0.011180124223602594,0,0.020454545454545503,0.10795454545454541,0.020454545454545503,0.10795454545454541,0.008116883116882967,0.04732495765104461,2022-02-08,换仓·减一档：让位给600585,,连续1日<3,False,-0.012854112067890777,1,0.019790009545020748,1,0.8121,0.6202,000338:29920
WJ_WK3DP3,2016-07-28,2016-07-29,601288,000338,True,622.0,假摔,0.02893890675241173,0.019292604501607746,0.0,0,0.011415525114155223,0.1187214611872145,nan,nan,nan,nan,2016-10-11,换仓：让位给空间更大的000651（同日对冲 100 股）,,连续1日<3,False,-0.0013337027324796802,1,0.007693706093934605,1,0.9455,0.6451,
WJ_WK3DP3,2016-07-29,2016-08-01,002128,600585,True,146494.0,假摔,0.0,0.09234507897934385,-0.008505467800729027,0,0.061759201497192606,0.05739238927011847,0.05474423640636951,0.07883381308263121,-0.05474423640636951,0.013511265896712643,2022-02-08,换仓·减一档：让位给600585,,连续1日<3,False,-0.01277440158749965,1,0.015939015939016032,3,0.8172,0.6365,600585:145873;000338:43150;601288:312
WJ_WK3DP3,2016-08-03,2016-08-04,601009,600585,False,0,假摔,0.07852882703777331,0.05168986083499005,0.01888667992047699,1,0.043209876543209846,0.08950617283950613,nan,nan,nan,nan,2016-09-21,换仓·减一档：让位给000651,,连续1日<3,False,-0.0024198725862998316,1,0.016465036895738194,1,0.9858,0.6521,
WJ_WK3DP3,2016-08-04,2016-08-05,601009,600585,False,0,假摔,0.04571984435797671,0.031128404669260812,-0.0029182879377431803,0,0.048377219840783914,0.08022045315370496,nan,nan,nan,nan,2016-09-21,换仓·减一档：让位给000651,,连续2日<3,False,-0.00862281350086147,2,0.014699265036748121,1,0.9819,0.6509,
WJ_WK3DP3,2016-09-21,2016-09-22,600309,000651,False,0,假摔,0.07657430730478576,0.08916876574307309,-0.03677581863979851,4,0.030804597701149516,0.11080459770114937,nan,nan,nan,nan,2016-09-26,换仓：让位给空间更大的000651,601009,连续1日<3,False,-0.02824127110624275,1,0.005181865972413435,3,1.0402,0.7683,
WJ_WK3DP3,2016-09-22,2016-09-23,600309,000651,False,0,假摔,0.08744280630401624,0.09913573970513467,-0.027961362480935503,3,0.04477611940298498,0.10960820895522372,nan,nan,nan,nan,2016-09-26,换仓：让位给空间更大的000651,601009,连续2日<3,False,-0.011872464345274003,2,0.005053158223889964,2,1.0584,0.7596,
WJ_WK3DP3,2016-10-12,2016-10-13,601939,000651,False,0,假摔,0.029069767441860295,0.05813953488372081,-0.00387596899224818,4,0.3860444041685547,0.15043044857272325,nan,nan,nan,nan,2017-06-21,换仓：让位给空间更大的600066,,连续1日<3,False,-0.0034628703347449052,1,-0.004691239827668725,3,0.9377,0.7753,
WJ_WK3DP3,2016-10-13,2016-10-14,601939,000651,False,0,假摔,0.03100775193798455,0.060077519379844846,-0.00387596899224818,3,0.3108477666362808,0.1513217866909753,nan,nan,nan,nan,2017-06-21,换仓：让位给空间更大的600066,,连续2日<3,False,-0.00597187439799729,2,-0.005174396320429153,2,0.9341,0.7708,
WJ_WK3DP3,2017-06-16,2017-06-19,601939,600066,True,79077.0,假摔,0.10897226753670486,0.18401305057096273,0.006525285481239873,3,0.018796992481203034,0.010808270676691656,0.16934801016088064,0.2912785774767146,-0.06037574262417578,-0.10726552690575186,2017-06-21,换仓：让位给空间更大的600066,,连续2日<3,False,-0.01552320437545307,2,0.004605688429217825,1,1.2351,1.042,000338:113376
WJ_WK3DP3,2018-10-19,2018-10-22,601225,002152,True,354650.0,走坏,-0.06820809248554915,-0.10057803468208093,-0.07398843930635846,0,-0.019323671497584516,-0.07246376811594202,-0.019323671497584516,-0.07246376811594202,-0.04888442098796464,-0.028114266566138912,2018-11-06,换仓·减一档：让位给002152,,连续2日<3,False,-0.010859301227573614,2,0.011642486118574213,3,1.4388,0.9865,002152:288765
WJ_WK3DP3,2018-10-23,2018-10-24,601225,002152,False,0,走坏,-0.06651108518086346,-0.06884480746791133,-0.07234539089848313,0,-0.013201320132013028,-0.05940594059405935,nan,nan,nan,nan,2018-11-06,换仓·减一档：让位给002152,,连续1日<3,False,-0.0047532421806237846,1,0.013741820345032796,5,1.456,1.0111,
WJ_WK3DP3,2018-11-02,2018-11-05,601225,002152,True,329672.0,走坏,-0.07015457788347201,-0.017835909631391256,-0.10463733650416174,,0.010101010101009944,-0.10437710437710435,0.010101010101009944,-0.10437710437710436,-0.08025558798448196,0.0865411947457131,2018-11-06,换仓·减一档：让位给002152,,连续2日<3,False,-0.0021768547390721427,2,-0.008227331077138467,9,1.5443,0.9757,002152:330264
WJ_WK3DP3,2019-07-08,2019-07-09,600016,601225,False,0,中间,-0.03511705685618738,0.026755852842809347,-0.03511705685618738,3,0.03723986856516981,0.0010952902519167917,nan,nan,nan,nan,2019-07-12,换仓·减一档：让位给601225,,连续1日<3,False,-0.0023279015630184308,1,0.009653319902627189,1,0.9589,0.744,
WJ_WK3DP3,2019-07-09,2019-07-10,600016,601225,False,0,中间,-0.04013377926421413,0.021739130434782483,-0.04013377926421413,2,0.04950495049504955,0.0066006600660066805,nan,nan,nan,nan,2019-07-12,换仓·减一档：让位给601225,,连续2日<3,False,-0.006025348015789356,2,0.007747068676716928,1,0.9557,0.7432,
WJ_WK3DP3,2019-07-15,2019-07-16,600016,601225,False,0,中间,-0.033333333333333326,0.03833333333333333,-0.043333333333333335,7,0.01255707762557079,0.007990867579908745,nan,nan,nan,nan,2019-07-18,换仓·减一档：让位给601225（同日对冲 100 股）,,连续1日<3,False,-0.0032754260126860446,1,0.00261888925839715,3,0.9605,0.7386,
WJ_WK3DP3,2019-07-17,2019-07-18,000651,601225,False,0,走坏,-0.02941176470588236,0.09007352941176472,-0.05441176470588238,,0.00790960451977396,-0.03050847457627115,nan,nan,nan,nan,2019-07-24,换仓·减一档：让位给600566,600016,连续2日<3,False,-0.02289118846032967,2,0.019538528992655735,1,1.1884,0.7487,
