date,net_assets,unit_nav,return_pct,debt,cash,opening_capital,opening_coal_shares
2026-08-28,2802617.34,1.0,0.0,1877806.66,0.0,2802617.34,10100
2026-08-31,2789755.213253014,0.9954106732433954,-0.4589326756604617,1858040.1992626472,701.4125156609716,2802617.34,10100
2026-09-01,2837089.7366147283,1.0123000725510136,1.2300072551013619,1888362.2633852717,3.637978807091713e-12,2802617.34,10100
2026-09-02,2767883.660781253,0.9876066993795355,-1.239330062046451,1888543.3392187469,0.0,2802617.34,10100
2026-09-03,2758178.6966343415,0.9841438776776931,-1.5856122322306931,1837073.4660111717,298.1626455135265,2802617.34,10100
2026-09-04,2843575.3269947246,1.0146141916736748,1.4614191673674837,1893425.6730052757,0.0,2802617.34,10100
2026-09-07,2810834.7085370105,1.0029320337171006,0.29320337171006017,1872116.4381694093,193.14670641983923,2802617.34,10100
2026-09-08,2805798.0866923914,1.0011349200788116,0.11349200788115521,1868798.124887913,193.21158030467222,2802617.34,10100
2026-09-09,2808022.4460521974,1.0019285922394947,0.19285922394947086,1869794.5539478029,0.0,2802617.34,10100
2026-09-10,2775254.4036640106,0.9902366491688126,-0.9763350831187401,1848379.204355551,417.6080195613904,2802617.34,10100
2026-09-11,2711315.4606024968,0.9674226380839052,-3.257736191609484,1805793.173773783,562.6343762799515,2802617.34,10100
2026-09-14,2710919.155733877,0.9672812328114251,-3.2718767188574915,1805898.9505786821,360.1063125592191,2802617.34,10100
2026-09-15,2665602.9873413555,0.9511120013770256,-4.888799862297444,1805712.0126586442,0.0,2802617.34,10100
2026-09-16,2645035.836874388,0.9437734503114108,-5.62265496885892,1805885.1631256116,0.0,2802617.34,10100
2026-09-17,2624512.669803952,0.9364505929318028,-6.354940706819723,1806058.3301960484,0.0,2802617.34,10100
2026-09-18,2645961.8861284535,0.9441038733202349,-5.589612667976507,1803004.1138715467,0.0,2802617.34,10100
