security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
000338,潍柴动力,2020-11-03,2020-12-25,52,10,1,1516225.00,1391688.00,0.00,-0.082136,0.157778,0.157778,15.3723,60,0.5736,0.7984,27.8577,27.4955,28.2199,跌破建仓日MA60止损
601818,,2020-11-04,2021-03-09,125,11,8,1225758.00,1225528.00,0.00,-0.000188,0.142222,0.112841,3.8563,60,0.9636,0.0275,4.1305,4.0768,4.1842,换仓：让位给空间更大的600897
002128,电投能源,2020-11-10,2021-01-11,62,17,1,2047860.00,1908249.00,0.00,-0.068174,0.161052,0.177920,10.2975,60,0.4587,1.1842,23.1092,22.8088,23.4096,跌破建仓日MA60止损
002466,天齐锂业,2020-11-16,2021-09-29,317,16,15,1737104.00,4374870.00,0.00,1.518485,0.513357,0.489092,21.9518,60,0.3652,1.9666,67.3128,66.4377,68.1879,涨幅≥125%清空
601088,中国神华,2020-12-29,2021-01-05,7,1,1,146205.00,142965.00,0.00,-0.022161,0.021076,0.021076,17.7518,60,0.5500,0.8687,33.7302,33.2917,34.1687,跌破建仓日MA60止损
000338,潍柴动力,2021-01-19,2021-10-28,282,22,7,4252280.00,3613415.30,66927.30,-0.150241,0.398850,0.360848,16.2363,60,0.6727,0.4857,27.8577,27.4955,28.2199,跌破建仓日MA60止损
002128,电投能源,2021-03-22,2021-03-24,2,1,1,51450.00,47775.00,0.00,-0.071429,0.037512,0.037512,10.1002,60,0.4474,1.2009,23.1092,22.8088,23.4096,跌破建仓日MA60止损
600016,,2021-03-30,2021-03-31,1,1,1,527.00,505.00,0.00,-0.041746,0.000000,0.000000,5.1923,60,0.7477,0.3298,7.0078,6.9167,7.0989,跌破建仓日MA60止损
002128,电投能源,2021-03-30,2021-04-02,3,1,1,67670.00,66397.00,0.00,-0.018812,0.018812,0.018812,9.9890,60,0.4453,1.2880,23.1092,22.8088,23.4096,跌破建仓日MA60止损
601328,,2021-04-06,2021-07-30,115,7,1,4380.00,4137.30,285.30,-0.055411,0.076193,0.072313,4.2838,60,0.7939,0.2545,6.1094,6.0300,6.1888,跌破建仓日MA60止损
601088,中国神华,2021-04-06,2024-03-19,1078,23,11,4469696.00,6807136.00,568224.00,0.522953,0.210088,0.259215,11.3627,60,0.6674,0.5198,29.6367,29.2514,30.0220,换仓：让位给空间更大的000001
002128,电投能源,2021-04-09,2021-07-08,90,13,1,831639.00,763584.00,0.00,-0.081832,0.205811,0.214181,9.8893,60,0.4448,1.2414,23.1092,22.8088,23.4096,跌破建仓日MA60止损
600585,,2021-09-02,2021-10-14,42,11,1,2476832.00,2208627.00,0.00,-0.108286,0.185298,0.179992,40.4548,60,0.4810,1.0703,89.7252,88.5588,90.8916,跌破建仓日MA60止损
601328,,2021-09-22,2024-11-21,1156,55,11,6343018.00,10373696.70,1204173.70,0.635451,0.193026,0.182531,3.3340,60,0.6878,0.4703,6.5428,6.4577,6.6279,换仓：让位给空间更大的000792
600015,,2021-10-14,2021-10-21,7,1,1,292670.00,296296.00,0.00,0.012389,0.003540,0.003540,5.6270,60,0.9204,0.0922,6.1711,6.0909,6.2513,换仓：让位给空间更大的601169
601229,,2021-10-14,2021-10-28,14,2,1,293177.00,287676.00,0.00,-0.018763,0.027888,0.027888,7.3253,60,0.9097,0.0993,8.2008,8.0942,8.3074,跌破建仓日MA60止损
600897,,2021-10-15,2021-10-25,10,1,1,123525.00,119550.00,0.00,-0.032180,0.043217,0.043217,15.9946,60,0.8039,0.2877,21.2083,20.9326,21.4840,跌破建仓日MA60止损
601818,,2021-10-18,2021-11-02,15,4,1,499837.00,491114.00,0.00,-0.017452,0.031519,0.031528,3.3993,60,0.7990,0.2516,4.3054,4.2494,4.3614,跌破建仓日MA60止损
601169,,2021-10-28,2021-11-30,33,2,1,507410.00,502824.00,0.00,-0.009038,0.020134,0.020134,4.3928,60,0.7219,0.3947,6.1506,6.0706,6.2306,跌破建仓日MA60止损
000338,潍柴动力,2021-12-16,2022-01-21,36,4,2,263284.00,253019.00,0.00,-0.038988,0.144958,0.111870,16.5727,60,0.6860,0.3486,25.3798,25.0499,25.7097,跌破建仓日MA60止损
601988,,2021-12-24,2021-12-29,5,1,1,305.00,305.00,0.00,0.000000,0.006515,0.006515,3.0590,60,0.7495,0.3387,4.0829,4.0298,4.1360,跌破建仓日MA60止损
600585,,2021-12-24,2022-01-14,21,4,1,196428.00,183582.00,0.00,-0.065398,0.111465,0.117263,39.1062,60,0.4485,1.2281,93.0885,91.8783,94.2987,跌破建仓日MA60止损
601169,,2022-01-10,2022-03-09,58,9,1,309925.00,305800.00,0.00,-0.013310,0.059829,0.054863,4.4362,60,0.7211,0.3837,6.2822,6.2005,6.3639,跌破建仓日MA60止损
601988,,2022-01-18,2022-03-15,56,6,1,89348.00,87870.00,0.00,-0.016542,0.053125,0.043434,3.0670,60,0.7490,0.3222,4.1253,4.0717,4.1789,跌破建仓日MA60止损
600585,,2022-01-20,2022-01-28,8,3,1,343623.00,317601.00,0.00,-0.075728,0.064424,0.063989,39.4043,60,0.4613,1.1816,93.0885,91.8783,94.2987,跌破建仓日MA60止损
600585,,2022-02-08,2022-03-08,28,8,1,617158.00,565500.00,0.00,-0.083703,0.115245,0.117676,39.8235,60,0.4530,1.2180,93.0885,91.8783,94.2987,跌破建仓日MA60止损
601288,农业银行,2022-04-11,2022-06-06,56,13,1,973415.00,951119.00,0.00,-0.022905,0.032362,0.029487,3.0023,60,0.7177,0.4069,4.3193,4.2631,4.3755,跌破建仓日MA60止损
600176,中国巨石,2022-06-06,2022-07-11,35,1,1,411312.00,373674.00,0.00,-0.091507,0.128014,0.128014,15.3045,60,0.8676,0.1333,18.9493,18.7030,19.1956,跌破建仓日MA60止损
600066,宇通客车,2022-06-06,2022-07-11,35,1,1,412148.00,402781.00,0.00,-0.022727,0.138186,0.138186,7.7200,60,0.9123,0.1290,9.4381,9.3154,9.5608,换仓：让位给空间更大的000338
601825,,2022-06-08,2022-08-03,56,18,1,5034752.00,4874652.00,25440.00,-0.031799,0.045669,0.046161,6.0665,60,0.5530,0.8027,11.8079,11.6544,11.9614,跌破建仓日MA60止损
601398,工商银行,2022-07-08,2022-07-13,5,3,1,89352.00,87574.66,58.66,-0.019891,0.019956,0.024646,4.4217,60,0.7823,0.2756,6.0844,6.0053,6.1635,跌破建仓日MA60止损
000338,潍柴动力,2022-07-11,2022-07-15,4,2,1,784377.00,755482.00,0.00,-0.036838,0.040453,0.040453,11.9432,60,0.6981,0.4866,18.5086,18.2680,18.7492,跌破建仓日MA60止损
000651,格力电器,2022-07-15,2022-08-02,18,1,1,84250.00,79650.00,0.00,-0.054599,0.071137,0.071137,32.5647,60,0.8753,0.1587,39.0487,38.5411,39.5563,跌破建仓日MA60止损
600919,江苏银行,2022-07-21,2023-01-03,166,14,10,3851496.00,4034512.00,0.00,0.047518,0.106299,0.065982,6.7575,60,0.8882,0.1704,8.2979,8.1900,8.4058,换仓：让位给空间更大的601988
601288,农业银行,2022-07-27,2022-08-03,7,4,2,1233165.00,1216118.00,0.00,-0.013824,0.017544,0.017284,2.8181,60,0.6667,0.5106,4.2900,4.2342,4.3458,跌破建仓日MA60止损
002833,,2022-08-02,2022-08-31,29,5,1,1992413.00,1868616.00,0.00,-0.062134,0.138856,0.138856,15.3571,60,0.9733,0.0609,16.6025,16.3867,16.8183,跌破建仓日MA60止损
601288,农业银行,2022-08-05,2022-10-27,83,24,1,3212928.00,3161200.00,0.00,-0.016100,0.027778,0.029048,2.8162,60,0.6577,0.5203,4.3482,4.2917,4.4047,跌破建仓日MA60止损
600016,,2022-08-08,2022-08-09,1,1,1,411279.00,409013.00,0.00,-0.005510,0.000000,0.000000,3.6409,60,0.8217,0.2338,4.4786,4.4204,4.5368,跌破建仓日MA60止损
600938,中国海油,2022-09-09,2022-09-27,18,2,1,97522.00,93574.00,0.00,-0.040483,0.097647,0.087059,15.9578,60,0.5579,0.7815,28.9857,28.6089,29.3625,跌破建仓日MA60止损
600938,中国海油,2022-10-11,2022-10-31,20,8,1,2598870.00,2413119.21,28779.21,-0.071474,0.111245,0.096648,15.1231,60,0.5703,0.7357,28.9857,28.6089,29.3625,跌破建仓日MA60止损
600938,中国海油,2022-11-07,2022-12-19,42,3,1,467161.00,436335.00,0.00,-0.065986,0.107289,0.107289,15.4443,60,0.5902,0.6251,26.6682,26.3215,27.0149,跌破建仓日MA60止损
600066,宇通客车,2022-11-25,2022-12-23,28,1,1,136864.00,134134.00,0.00,-0.019947,0.075282,0.075282,7.4072,60,0.7932,0.2657,9.5178,9.3941,9.6415,跌破建仓日MA60止损
601825,,2022-11-25,2024-02-05,437,12,2,799349.00,861519.20,46888.20,0.077776,0.090299,0.085397,5.1572,60,0.4743,1.0902,12.0604,11.9036,12.2172,换仓：让位给空间更大的601166
601288,农业银行,2022-12-19,2023-08-30,254,20,1,8269.00,9492.40,444.40,0.147950,0.123393,0.135558,2.6110,60,0.6850,0.4699,4.2334,4.1784,4.2884,换仓：让位给空间更大的000933
000338,潍柴动力,2022-12-19,2024-03-22,459,19,5,1899533.00,2619521.00,39744.00,0.379034,0.135593,0.146974,9.7285,60,0.5145,0.9841,21.0319,20.7585,21.3053,换仓：让位给空间更大的000001
601077,,2023-03-23,2023-04-03,11,1,1,366.00,366.00,0.00,0.000000,0.016438,0.016438,3.5892,60,0.7105,0.4075,5.1513,5.0843,5.2183,移出股票库·逐步清仓
600938,中国海油,2023-04-04,2024-07-19,472,4,1,468757.00,799868.28,35898.28,0.706360,0.118976,0.178696,14.6255,60,0.5576,0.7516,31.6335,31.2223,32.0447,换仓：让位给空间更大的601229
601916,,2023-05-04,2023-06-27,54,3,1,2706.20,2458.40,147.00,-0.091568,0.146417,0.154361,2.5577,60,0.7009,0.3819,4.3944,4.3373,4.4515,跌破建仓日MA60止损
002128,电投能源,2023-05-04,2026-08-28,1212,56,10,17662043.00,25619720.00,1394689.00,0.450552,0.350877,0.339576,10.0180,60,0.4272,1.2817,31.5335,31.1236,31.9434,回测截止清算
000792,盐湖股份,2023-08-07,2023-08-14,7,3,1,488168.00,474892.00,0.00,-0.027196,0.037150,0.027196,19.4880,60,0.3935,1.5671,50.4444,49.7886,51.1002,跌破建仓日MA60止损
600919,江苏银行,2023-08-07,2023-09-05,29,4,1,2844.00,2752.00,0.00,-0.032349,0.037762,0.035063,6.9955,60,0.6923,0.4626,10.5307,10.3938,10.6676,跌破建仓日MA60止损
000933,神火股份,2023-08-31,2024-09-06,372,8,1,2327327.00,1797160.00,100400.00,-0.227801,0.446809,0.432647,13.5590,60,0.5220,0.9107,30.3425,29.9480,30.7370,跌破建仓日MA60止损
600919,江苏银行,2023-09-20,2023-10-23,33,3,1,2152.00,2097.00,0.00,-0.025558,0.035862,0.034530,7.0349,60,0.6641,0.4975,10.7669,10.6269,10.9069,跌破建仓日MA60止损
002466,天齐锂业,2024-01-03,2024-01-29,26,10,1,1634251.00,1504795.00,0.00,-0.079214,0.147275,0.159969,53.7647,60,0.4058,1.4690,136.5846,134.8090,138.3602,跌破建仓日MA60止损
601916,,2024-01-03,2024-04-01,89,18,1,225146.00,245850.00,0.00,0.091958,0.025641,0.064077,2.5183,60,0.5488,0.8078,4.6100,4.5501,4.6699,移出股票库·逐步清仓
000792,盐湖股份,2024-03-07,2024-07-29,144,27,1,6927848.00,6206211.00,0.00,-0.104165,0.160351,0.170712,15.3415,60,0.4523,1.2067,36.6315,36.1553,37.1077,跌破建仓日MA60止损
600176,中国巨石,2024-03-07,2024-09-06,183,8,1,8222.00,7572.00,220.00,-0.079056,0.281751,0.275822,9.3515,60,0.4940,1.0325,20.0402,19.7797,20.3007,跌破建仓日MA60止损
601997,,2024-04-03,2024-08-29,148,4,1,2257.00,2132.00,116.00,-0.055383,0.112676,0.124476,5.0700,60,0.7822,0.2761,6.9928,6.9019,7.0837,跌破建仓日MA60止损
600919,江苏银行,2024-04-19,2024-06-13,55,1,1,817.00,758.00,0.00,-0.072215,0.101896,0.101896,7.6278,60,0.7204,0.4000,11.4380,11.2893,11.5867,跌破建仓日MA60止损
000001,,2024-05-08,2024-09-11,126,8,1,1297300.00,1250927.60,287.60,-0.035745,0.109861,0.117477,9.6592,60,0.6511,0.5573,16.7100,16.4928,16.9272,跌破建仓日MA60止损
601665,,2024-07-01,2024-07-11,10,1,1,508.00,476.00,22.00,-0.062992,0.077236,0.073930,4.5803,60,0.9387,0.0297,5.2309,5.1629,5.2989,跌破建仓日MA60止损
601229,,2024-07-19,2024-08-30,42,7,1,2071128.00,1983816.00,0.00,-0.042157,0.079324,0.079324,7.1515,60,0.6821,0.4603,10.9373,10.7951,11.0795,跌破建仓日MA60止损
601818,,2024-07-19,2024-09-11,54,7,1,819562.00,779306.30,17.30,-0.049119,0.076687,0.075364,3.0290,60,0.8193,0.2206,4.1134,4.0599,4.1669,跌破建仓日MA60止损
601838,成都银行,2024-07-30,2024-07-31,1,1,1,412897.00,413180.00,0.00,0.000685,0.000000,0.000000,14.6091,60,0.6950,0.4615,21.3229,21.0457,21.6001,跌破建仓日MA60止损
600919,江苏银行,2024-08-30,2024-09-09,10,2,1,769626.00,753390.00,0.00,-0.021096,0.031807,0.032305,7.6503,60,0.7001,0.4578,11.3269,11.1797,11.4741,跌破建仓日MA60止损
601009,,2024-09-11,2024-09-12,1,1,1,615012.00,625188.00,0.00,0.016546,0.000000,0.000000,10.0602,60,0.7910,0.3308,12.8693,12.7020,13.0366,跌破建仓日MA60止损
002841,,2024-09-18,2024-10-31,43,2,2,1280899.00,1318002.00,0.00,0.028966,0.117411,0.054924,29.5770,60,0.9846,0.0153,32.5399,32.1169,32.9629,换仓：让位给空间更大的000792
000651,格力电器,2024-09-19,2024-10-30,41,2,2,876369.00,999012.00,0.00,0.139944,0.111068,0.097754,37.8278,60,0.7498,0.3295,54.0423,53.3398,54.7448,换仓：让位给空间更大的000792
601009,,2024-09-20,2024-10-10,20,1,1,1028.00,1039.00,0.00,0.010700,0.099123,0.099123,10.0747,60,0.7864,0.2519,12.8693,12.7020,13.0366,换仓：让位给空间更大的002466
601825,,2024-09-23,2024-11-05,43,6,3,1967216.00,2137602.30,9488.30,0.086613,0.056029,0.055792,6.5130,60,0.7549,0.3076,9.0879,8.9698,9.2060,换仓：让位给空间更大的000792
300059,东方财富,2024-09-24,2024-11-27,64,2,3,821468.00,1729740.00,0.00,1.105669,0.200803,0.200803,10.5107,60,0.6577,0.3641,16.3147,16.1026,16.5268,换仓：让位给空间更大的601838
600919,江苏银行,2024-09-25,2024-11-14,50,1,1,736678.00,832566.00,0.00,0.130163,0.073598,0.073598,7.7393,60,0.6921,0.4105,11.2699,11.1234,11.4164,换仓：让位给空间更大的000792
002466,天齐锂业,2024-10-22,2025-04-07,167,18,1,10656198.00,7776888.00,0.00,-0.270200,0.364231,0.367538,28.4887,60,0.2819,2.4150,120.3445,118.7800,121.9090,跌破建仓日MA60止损
000338,潍柴动力,2024-10-22,2025-08-04,286,19,9,5224696.00,5700003.00,2082.00,0.090973,0.139369,0.142562,12.4828,60,0.6129,0.6303,22.0749,21.7879,22.3619,换仓：让位给空间更大的000933
000933,神火股份,2024-10-23,2024-11-22,30,19,1,4179582.00,3678535.00,0.00,-0.119880,0.210239,0.212198,16.2972,60,0.3633,1.7525,51.2795,50.6129,51.9461,跌破建仓日MA60止损
600970,中材国际,2024-10-24,2024-12-16,53,7,1,865030.00,816042.00,0.00,-0.056632,0.137083,0.153068,9.8557,60,0.6500,0.5865,16.2453,16.0341,16.4565,跌破建仓日MA60止损
601187,,2024-10-28,2025-01-22,86,8,1,4303.00,4337.00,105.00,0.007901,0.100346,0.102944,4.8877,60,0.6924,0.4359,7.4666,7.3695,7.5637,换仓：让位给空间更大的000933
601818,,2024-11-06,2024-11-13,7,2,1,702.00,694.00,0.00,-0.011396,0.025424,0.033753,3.2838,60,0.8463,0.1986,4.1711,4.1169,4.2253,换仓：让位给空间更大的000792
601169,,2024-11-21,2025-01-21,61,2,1,1137.00,1202.00,24.00,0.057168,0.063898,0.063898,5.4203,60,0.7401,0.3583,7.7153,7.6150,7.8156,换仓：让位给空间更大的000933
000661,,2024-11-22,2025-01-02,41,1,1,263040.00,233256.00,0.00,-0.113230,0.112015,0.112015,97.3513,60,0.6871,0.5006,164.4660,162.3279,166.6041,跌破建仓日MA60止损
002532,天山铝业,2024-11-22,2025-02-25,95,1,1,6408.00,6808.00,0.00,0.062422,0.081657,0.081657,7.5563,60,0.7293,0.4653,11.7368,11.5842,11.8894,换仓：让位给空间更大的000933
601169,,2025-01-24,2025-02-10,17,2,1,1190.00,1174.00,0.00,-0.013445,0.020033,0.026621,5.7320,60,0.6788,0.4733,8.7070,8.5938,8.8202,换仓：让位给空间更大的000933
000792,盐湖股份,2025-03-26,2025-03-28,2,1,1,303780.00,300486.00,0.00,-0.010843,0.012628,0.012628,16.5712,60,0.3856,1.6182,43.4625,42.8975,44.0275,跌破建仓日MA60止损
600426,华鲁恒升,2025-03-28,2025-04-11,14,2,1,581825.00,587720.00,0.00,0.010132,0.095595,0.095595,21.0810,60,0.6255,0.6222,35.3639,34.9042,35.8236,跌破建仓日MA60止损
601169,,2025-04-01,2025-04-07,6,1,1,1812.00,1770.00,0.00,-0.023179,0.059011,0.059011,5.9235,60,0.7197,0.3895,8.3926,8.2835,8.5017,跌破建仓日MA60止损
000661,,2025-04-07,2025-04-08,1,1,1,568800.00,580200.00,0.00,0.020042,0.000000,0.000000,96.9692,60,0.6197,0.7349,164.4660,162.3279,166.6041,跌破建仓日MA60止损
002839,,2025-04-07,2025-04-08,1,1,1,575253.00,588294.00,0.00,0.022670,0.000000,0.000000,4.2048,60,0.8293,0.3213,5.2454,5.1772,5.3136,跌破建仓日MA60止损
601838,成都银行,2025-04-07,2025-04-09,2,2,1,1171945.00,1165233.00,0.00,-0.005727,0.009507,0.013407,16.7492,60,0.7364,0.4084,23.5202,23.2144,23.8260,跌破建仓日MA60止损
600176,中国巨石,2025-04-07,2025-04-24,17,1,1,574560.00,566880.00,0.00,-0.013367,0.039474,0.039474,11.6478,60,0.9529,0.1204,13.4116,13.2372,13.5860,换仓：让位给空间更大的601838
000651,格力电器,2025-04-07,2025-06-10,64,1,1,571560.00,602580.00,13200.00,0.054273,0.051614,0.050541,42.8392,60,0.7801,0.3425,58.1324,57.3767,58.8881,换仓：让位给空间更大的002466
601825,,2025-04-07,2025-07-01,85,1,1,574770.00,695727.00,13317.00,0.210444,0.054966,0.054966,7.9498,60,0.8662,0.1933,9.9399,9.8107,10.0691,换仓：让位给空间更大的000792
601998,,2025-04-07,2025-07-03,87,1,2,574626.00,709082.00,0.00,0.233989,0.036446,0.036446,6.8393,60,0.7761,0.3502,9.3026,9.1817,9.4235,换仓：让位给空间更大的000933
