策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,强平次数,最低担保比例,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家盈亏,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrcTW00020191101,36004850.73019567,1.22930059724661,0.5805585742428101,1.5664441561952354,1.1307029663187944,0.4352102553639764,0.5360280700393925,0.35782372980362886,0.0,45,0.5099949345891264,0.45064575193739675,0.3908354024001002,0.37216023006629695,0.4536280903506076,1.1242578346392813,1.0442327267174216,0.0,21,nan,nan,nan,nan,0,0.36275545616853977,0.5408241642214283,-0.11546533461251074,1.286142553305226,0.8333333333333334,6,11.001616910065223,0.44185786610582034,0.4811632819895631,0.4536280903506076,2021-09-13~2021-11-16,0.9740531406781047,0.8537681104991944,0,2.0607809926042515,1.6683296060656596,165,7.0,5.0,0.6456238241055363,0.7177369566403955,0.7769504354438729,1.3937969074345369,1.5913750295120126,1.7921317806401214,0.8091787439613527,0.0,0.296969696969697,8.251441282069647,99.72121212121212,1102,318,5.591062676151811,002128/002466/601328/601225/002532,35627508.1,0.7847829203758846,227304.48840200005,0.07576816280066669,2.59%（同期超额 +41.60%）
