signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2013-08-30,2013-09-02,600066,17.3000,17.7130,17.6260,0,0,0.8616,000338,0.4879,冷却余20日,600585,33340
2013-09-18,2013-09-23,600066,18.2800,18.3905,18.1645,0,0,0.9104,600031,0.5041,冷却余7日,,33340
2013-09-27,2013-09-30,600066,18.3800,18.5965,18.3905,0,0,0.9154,600188,0.5498,冷却余2日,,33340
2013-09-30,2013-10-08,600066,18.4000,18.6425,18.4430,0,0,0.9163,600188,0.5437,冷却余1日,,33340
2013-10-09,2013-10-10,600066,18.2900,18.7295,18.5565,0,0,0.9109,000338,0.5093,冷却余20日,,26140
2013-10-14,2013-10-15,600066,17.8200,18.6415,18.6425,0,0,0.8875,000338,0.5093,冷却余17日,,26140
2013-10-15,2013-10-16,600066,17.9800,18.5905,18.7085,0,0,0.8954,000338,0.5128,冷却余16日,,26140
2013-10-17,2013-10-18,600066,17.4100,18.4085,18.6925,0,0,0.8670,600188,0.5575,冷却余14日,,26140
2013-10-18,2013-10-21,600066,17.3600,18.3055,18.6700,0,0,0.8646,000338,0.5203,冷却余13日,,26140
2013-10-21,2013-10-22,600066,17.7800,18.2585,18.6415,0,0,0.8855,000338,0.5231,冷却余12日,,26140
2013-10-22,2013-10-23,600066,17.8300,18.2065,18.5905,0,0,0.8880,601088,0.5614,冷却余11日,600660,26140
2013-10-23,2013-10-24,002024,11.3600,12.5205,11.7510,0,0,1.3062,600188,0.5770,冷却余20日,,3200
2013-10-24,2013-10-25,002024,11.1300,12.5445,11.9165,0,0,1.2798,600188,0.5519,冷却余19日,,3200
2014-02-21,2014-02-24,600066,18.4600,18.5805,18.3430,0,0,0.8710,002304,0.6192,冷却余20日,,23340
2014-02-24,2014-02-25,600066,17.5200,18.5770,18.4710,0,0,0.8266,002304,0.6252,冷却余19日,,23340
2014-02-26,2014-02-27,600897,14.4000,14.9955,14.8180,0,0,0.8644,002304,0.6033,冷却余20日,,400
2014-02-27,2014-02-28,600897,14.3900,14.9925,14.8625,0,0,0.8638,002304,0.5938,冷却余19日,,400
2014-02-28,2014-03-03,600897,14.4700,14.9860,14.9205,0,0,0.8686,002304,0.6164,冷却余18日,,400
2014-03-03,2014-03-04,600897,14.7400,15.0055,14.9735,0,0,0.8848,002304,0.6034,冷却余17日,,400
2014-03-04,2014-03-05,600066,17.5900,18.4595,18.5470,0,0,0.8299,002304,0.5950,冷却余13日,,23340
2014-03-05,2014-03-06,600897,14.9500,15.0630,14.9955,0,0,0.8974,002304,0.6265,冷却余15日,,400
2014-03-06,2014-03-07,600897,14.6800,15.0740,14.9925,0,0,0.8812,002304,0.6350,冷却余14日,,400
2014-03-07,2014-03-10,600897,14.3400,15.0645,14.9860,0,0,0.8608,002304,0.6246,冷却余13日,,400
2014-03-11,2014-03-12,600897,13.8500,14.9460,15.0440,0,0,0.8313,002304,0.6132,冷却余11日,,400
2014-03-13,2014-03-14,600897,14.0600,14.7880,15.0740,0,0,0.8439,002304,0.6536,冷却余9日,,400
2014-03-14,2014-03-17,600897,13.9000,14.6985,15.0645,0,0,0.8343,002304,0.6454,冷却余8日,,400
2014-03-17,2014-03-18,600897,14.1700,14.6205,15.0120,0,0,0.8505,002304,0.6495,冷却余7日,,400
2014-05-13,2014-05-14,000651,29.4400,29.8140,29.9290,0,0,0.7218,002128,0.4011,冷却余20日,000858,77800
2014-05-16,2014-05-19,000651,29.4200,29.6335,29.9325,0,0,0.7213,000338,0.5304,冷却余17日,,77800
2014-05-20,2014-05-21,000651,29.2200,29.5720,29.8140,0,0,0.7164,000338,0.5258,冷却余15日,,77800
2014-05-21,2014-05-22,000651,29.2900,29.5855,29.7285,0,0,0.7181,000338,0.5331,冷却余14日,,77800
2014-05-22,2014-05-23,000651,29.2400,29.5725,29.6845,0,0,0.7169,000338,0.5264,冷却余13日,,77800
2014-05-23,2014-05-26,000651,29.3000,29.5230,29.6335,0,0,0.7184,000338,0.5307,冷却余12日,,77800
2014-06-04,2014-06-05,600660,8.0500,8.0985,8.0350,0,0,0.6566,000333,0.4408,冷却余20日,,136900
2014-06-16,2014-06-17,600066,15.3100,15.4290,15.5315,0,0,0.5779,002128,0.3646,冷却余20日,,14140
2014-07-23,2014-07-24,601988,2.5600,2.5667,2.5617,0,0,0.8427,002128,0.3753,冷却余3日,,100
2014-08-13,2014-08-14,601398,3.5100,3.5275,3.5095,0,0,0.8965,600031,0.5513,冷却余18日,,100
2014-08-14,2014-08-15,601398,3.5100,3.5305,3.5130,0,0,0.8965,600031,0.5464,冷却余17日,,100
2014-08-15,2014-08-18,601398,3.5200,3.5340,3.5165,0,0,0.8991,600031,0.5503,冷却余16日,,100
2014-08-18,2014-08-19,601398,3.5100,3.5385,3.5220,0,0,0.8965,600031,0.5532,冷却余15日,,100
2014-08-19,2014-08-20,601398,3.5200,3.5430,3.5250,0,0,0.8991,600188,0.6586,冷却余14日,,100
2014-08-20,2014-08-21,601398,3.5200,3.5470,3.5275,0,0,0.8991,600188,0.6519,冷却余13日,,100
2014-08-21,2014-08-22,601398,3.5000,3.5480,3.5305,0,0,0.8940,000792,0.6964,冷却余12日,,100
