臂名,台账,计量版本,批次,起点数,行数,剔除赢家行数,策略示例
H25,archive,m1,,23,23,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_cap0.25_sp_lot100_lrc
HS300now,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
HS300nowal,archive,m1,,12,12,0,trend_x5_w0.2415_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.2869_addma_swk20_sp_lot100_lrc
HS300nownolev,archive,m1,,12,12,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
HSBOTH,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_hsboth4_sp_lot100_lrc
HSSWAP,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_hsswap4_sp_lot100_lrc
HT1,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ht1_lot100_lrc2
IND1,archive,m1,,23,23,0,trend_x1_w0.2455_x1c_sma20_swap_corr0.85_tranche_sl0.5696_sp_lot100_lrc
IRM,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
IRR,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
K08,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.08_sp_lot100_lrc
K10,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.1_sp_lot100_lrc
K100,archive,m1,,23,23,0,trend_x1_w0.2863_x1c_sma20_swap_corr0.85_tranche_sl1.764_sp_lot100_lrc
K10BASE,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex10_lot100_lrc2
K10C100,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex10_lot100_lrc2
K10C100G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex10_lot100_lrc2
K10G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex10_lot100_lrc2
K10V4134,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex10_lot100_lrc2
K12,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.12_sp_lot100_lrc
K1BASE,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex1_lot100_lrc2
K1C100,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex1_lot100_lrc2
K1C100G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex1_lot100_lrc2
K1G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex1_lot100_lrc2
K1V4134,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex1_lot100_lrc2
K20,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.2_sp_lot100_lrc
K25,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.25_sp_lot100_lrc
K30,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.3_sp_lot100_lrc
K33,archive,m1,,23,23,0,trend_x1_w-0.236_x1c_sma20_swap_corr0.85_tranche_sl5.8205_sp_lot100_lrc
K3BASE,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex3_lot100_lrc2
K3C100,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex3_lot100_lrc2
K3C100G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex3_lot100_lrc2
K3G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex3_lot100_lrc2
K3V4134,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex3_lot100_lrc2
K50,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.5_sp_lot100_lrc
K5BASE,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2
K5C100,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc2
K5C100G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc2
K5G110U,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc2
K5V4134,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2
K67,archive,m1,,23,23,0,trend_x1_w0.1813_x1c_sma20_swap_corr0.85_tranche_sl2.2855_sp_lot100_lrc
KEEPDEBT,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_colk_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
KOFF,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_sp_lot100_lrc
L088,archive,m1,,14,28,14,trend_x5_w0.12_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L090,archive,m1,,14,28,14,trend_x5_w0.1_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L092,archive,m1,,14,28,14,trend_x5_w0.08_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L094,archive,m1,,14,28,14,trend_x5_w0.06_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L095,archive,m1,,14,28,14,trend_x5_w0.05_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L096,archive,m1,,14,28,14,trend_x5_w0.04_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L098,archive,m1,,14,28,14,trend_x5_w0.02_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L100,archive,m1,,14,28,14,trend_x5_w0_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L102,archive,m1,,14,28,14,trend_x5_w-0.02_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L104,archive,m1,,14,28,14,trend_x5_w-0.04_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L106,archive,m1,,14,28,14,trend_x5_w-0.06_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L110,archive,m1,,14,28,14,trend_x5_w-0.1_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L115,archive,m1,,14,28,14,trend_x5_w-0.15_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L120,archive,m1,,14,28,14,trend_x5_w-0.2_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1E10,archive,m1,,23,23,0,trend_x5_w0.095_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.4207_addma_swk20_sp_lot100_lrc
L1E6,archive,m1,,23,23,0,trend_x5_w0.0844_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.4509_addma_swk20_sp_lot100_lrc
L1N20,archive,m1,,23,23,0,trend_x5_w0.1056_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.4136_addma_swk20_sp_lot100_lrc
L1g100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g110,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g120,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.20at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g130,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.30at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g150,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g200,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.00at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g250,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.50at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g30,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g300,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl3.00at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g50,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g75,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.75at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L1g90,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.90at1.0_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2,archive,m1,,23,23,0,trend_x5_w0.06_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5_addma_swk20_sp_lot100_lrc
L2g100150x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.3333_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100150x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.3333_1.50at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100150x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.5000_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100150x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.5000_1.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100200x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.3333_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100200x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.3333_2.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100200x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g100200x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110200x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.3333_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110200x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.3333_2.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110200x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110200x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110300x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.3333_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110300x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.3333_3.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110300x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.5000_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g110300x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.5000_3.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150250x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.3333_2.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150250x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.3333_2.50at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150250x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.5000_2.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150250x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.5000_2.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150300x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.3333_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150300x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.3333_3.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150300x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.5000_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g150300x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.5000_3.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g200300x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.00at0.3333_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g200300x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.00at0.3333_3.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g200300x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.00at0.5000_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g200300x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl2.00at0.5000_3.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g30100x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.3333_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g30100x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.3333_1.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g30100x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.5000_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g30100x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.5000_1.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50100x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50100x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50100x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.5000_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50100x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.5000_1.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50150x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50150x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.50at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50150x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.5000_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g50150x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.5000_1.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g75150x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.75at0.3333_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g75150x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.75at0.3333_1.50at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g75150x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.75at0.5000_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g75150x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.75at0.5000_1.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80150x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.3333_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80150x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.3333_1.50at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80150x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.5000_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80150x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.5000_1.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80200x33100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.3333_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80200x3367,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.3333_2.00at0.6667_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80200x50100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L2g80200x5075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g100150200x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.2500_1.50at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g100150200x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.2500_1.50at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g100150200x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.00at0.3333_1.50at0.6667_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g110200300x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.2500_2.00at0.5000_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g110200300x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.2500_2.00at0.5000_3.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g110200300x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.10at0.3333_2.00at0.6667_3.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g150250400x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.2500_2.50at0.5000_4.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
