start,tag,elapsed_seconds,策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
2010-01-01,2010-01-01,20.467177489306778,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2010-01-01,3863258.680076123,m3,2010-01-04,2012-12-31,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,0.17076385277680828,0.13568419906308046,-0.2695687201386401,0.5058574645510732,0.6666666666666666,3,0.2877528933587077,0.08826977837860794,0.0883322702989755,0.2659735138318647,0.428424000588303,2011-07-13~2012-09-26,2011-07-13,2012-09-26,0.20603369152381218,0.31802046677515505,0.9739010989010989,0,2.2841223023455735,2011-08-08,0.4308535936692071,2011-08-08,0.43085359366920706,2011-08-08,0.0,2010-09-06,0,0.8109719637221575,38,3,2,0.6510442105644958,0.8887101877413826,0.9621942213268194,0.7092841806690269,1.5727153719199647,1.701807446549231,0.5593984962406015,0.0,0.2631578947368421,4.682907372173705,84.5,387,322,6.3759544656793885,000651/000933/600585/000338/600309,0.7433922084353112,0.9999992754830203,29400.082039999998,0.009800027346666665,-10.67%（同期超额 +19.50%）
2010-04-01,2010-04-01,20.957394269295037,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2010-04-01,3839291.5603650645,m3,2010-04-01,2013-03-29,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.04933389724014947,-0.04933389724014947,-0.26966858703655294,0.171000792556254,0.5,2,0.2797638534550215,0.08592490400732866,0.08631441993261624,0.3031252963992486,0.42833482948650026,2011-07-13~2012-09-26,2011-07-13,2012-09-26,0.20060218803672314,0.30465459843815984,1.0,0,2.1168700948572305,2013-03-13,0.3858857928229758,2013-03-13,0.38588579282297586,2013-03-13,0.0,2010-09-06,0,0.9189890846671411,37,4.0,2.0,0.6655534740974671,0.9018042890701784,0.9621607352412926,1.0395443890406022,1.6240366817785656,1.8019601103785603,0.6604938271604939,0.0,0.21621621621621623,5.973926057721308,93.16216216216216,384,291,6.103968708087463,000651/000933/600585/600309/000022,0.7749323693240204,0.9999996578544226,29319.66334000001,0.009773221113333336,-9.75%（同期超额 +18.35%）
2010-07-01,2010-07-01,20.73170611495152,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2010-07-01,2865569.120494674,m3,2010-07-01,2013-06-28,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.04933389724014947,-0.04933389724014947,-0.26966858703655294,0.171000792556254,0.5,2,-0.044810293168441984,-0.015203462322716743,-0.015331881504289435,0.3383821142380389,0.46312554536342465,2011-07-13~2013-06-25,2011-07-13,2013-06-25,-0.032827950163678093,0.01555108789128267,1.0,0,1.8858553961261628,2013-06-17,0.3106576449761737,2013-06-17,0.31065764497617365,2013-06-17,0.0,2010-09-06,0,1.0675731576190313,38,4,2,0.6715854596768419,0.9200023882395661,1.1446923997697669,1.1547209188083287,1.7078119778249439,1.969817354570055,0.6879432624113475,0.01702127659574468,0.21052631578947367,3.902276233317397,100.0,393,293,6.381932548308283,000651/000933/600309/000022/601988,0.6290260762371125,1.0,29591.28212000001,0.00986376070666667,-4.50%（同期超额 +2.98%）
2010-10-01,2010-10-01,20.978276427835226,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2010-10-01,2513714.795747234,m3,2010-10-08,2013-09-30,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.02159613144381345,-0.02159613144381345,-0.1905749650433064,0.1473827021556795,0.5,2,-0.16209506808425533,-0.05764208310646146,-0.057782731365131346,0.324179912343482,0.4595474800176155,2013-02-08~2013-06-25,2013-02-08,2013-06-25,-0.1254322689447713,-0.13389534539707718,1.0,0,1.8785946563748186,2013-06-17,0.3079933472670205,2013-06-17,0.30799334726702055,2013-06-17,0.0,2011-07-19,0,1.0970212293284174,41,4.0,2.0,0.6785606203882713,0.9519239663473111,1.09088169210289,1.2179150740436895,1.7023664675453314,1.976739759468343,0.744475138121547,0.0856353591160221,0.17073170731707318,3.7602447531419854,86.14634146341463,373,233,5.725938877088807,000651/002024/600309/600660,0.459766112004234,1.0000000000000002,19788.20760999999,0.00659606920333333,-7.56%（同期超额 +1.79%）
2011-01-01,2011-01-01,21.013800931163132,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2011-01-01,2375261.0732750753,m3,2011-01-04,2013-12-31,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.01928221050157486,-0.06876065296771668,-0.21359092673876778,0.0265911783371926,0.3333333333333333,3,-0.2082463089083082,-0.07513016256239236,-0.0755778943310993,0.3380424518441596,0.4883739007382095,2011-07-13~2013-06-25,2011-07-13,2013-06-25,-0.1538373824826186,-0.1727191906539859,1.0,0,1.8698949153058126,2013-06-17,0.30477376596994965,2013-06-17,0.30477376596994965,2013-06-17,-2.2737367544323206e-13,2013-11-26,0,1.1253843949250333,50,4,2,0.7221812361446022,0.9480368824071569,1.0230354962858383,1.369659053543586,1.7299568502698661,1.9839423732780173,0.7753510140405616,0.015600624024960999,0.16,3.7861495910524834,66.36,399,89,6.797825062245188,000651/002024/600309/000022,0.4888850532391399,1.0,19495.40308,0.006498467693333333,-9.97%（同期超额 +2.46%）
2011-04-01,2011-04-01,20.906447602901608,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2011-04-01,1905915.7443430612,m3,2011-04-01,2014-03-31,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.020101698171622384,-0.020101698171622384,-0.02626883831202842,-0.013934558031216349,0.0,2,-0.36469475188564626,-0.14042752573462458,-0.14159270152999137,0.3563364544312094,0.4927162808299399,2011-07-13~2013-06-25,2011-07-13,2013-06-25,-0.2850068714962818,-0.35540920879496807,1.0,0,1.8682499022541035,2013-06-17,0.3041616121957194,2013-06-17,0.30416161219571947,2013-06-17,0.0,2011-07-19,0,1.2140295266717143,52,4.0,2.0,0.7443642832522255,0.9729150290853911,1.0186583426480869,1.470075670099698,1.7303493449101255,1.9849830511947064,0.8265625,0.028125,0.09615384615384616,4.465635034761957,68.9423076923077,422,75,7.528531767071335,000651/002024/600660/000022,0.3720971980520659,1.0,20237.27392,0.006745757973333333,-13.13%（同期超额 -0.92%）
2011-07-01,2011-07-01,21.05933488998562,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2011-07-01,2247652.359622229,m3,2011-07-01,2014-06-30,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.018986175906019365,-0.018986175906019365,-0.02760831718961776,-0.01036403462242097,0.0,2,-0.2507825467925904,-0.0918156782664944,-0.0925993881307432,0.36421345180901554,0.4714981101068728,2013-02-08~2013-06-25,2013-02-08,2013-06-25,-0.19473180549055194,-0.188593062213012,1.0,0,1.867930416175683,2013-06-17,0.3040425977635923,2013-06-17,0.3040425977635923,2013-06-17,-1.1368683772161603e-13,2013-11-26,0,1.2951063895150576,63,4,3.0,0.7717787762919626,0.97568131500881,1.025281855464711,1.5398540821295232,1.750272082271046,1.9876472133291914,0.8966074313408724,0.03877221324717286,0.23809523809523808,2.155374861964539,63.857142857142854,480,76,8.33920960010064,000651/600660/002024/000333/601857,0.561217673905869,0.9998779977438538,23133.49529999999,0.007711165099999997,-10.80%（同期超额 +1.62%）
2011-10-01,2011-10-01,21.06565663870424,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2011-10-01,3080812.4320420856,m3,2011-10-10,2014-09-30,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.0193524802471135,-0.0193524802471135,-0.026854480906276623,-0.01185047958795038,0.0,2,0.02693747734736185,0.008979977630267921,0.008986032401850252,0.3727740893159372,0.4710105263689186,2013-02-08~2013-06-25,2013-02-08,2013-06-25,0.019065343824682085,0.10951848506596425,1.0,0,1.870611977611682,2013-06-17,0.30504026727136385,2013-06-17,0.3050402672713639,2013-06-17,-1.1368683772161603e-13,2013-11-26,0,1.4200691311888343,70,5,3.0,0.7603512958499785,0.97731428313368,1.028536028314914,1.509501005495423,1.7459170239881756,1.9847464372419625,0.8194233687405159,0.03945371775417299,0.3,2.7153616433034466,72.64285714285714,500,95,7.720990886539731,000651/600660/002304/002024/000333,0.7489443258015103,0.9973810562727315,24393.13543799996,0.008131045145999986,-1.42%（同期超额 +2.31%）
2012-01-01,2012-01-01,14.765383157879114,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2012-01-01,4762673.213514991,m3,2012-01-04,2014-12-31,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,-0.012391742780900605,0.20477428779219733,-0.029323632999418647,0.6560382391569113,0.3333333333333333,3,0.5875577378383303,0.16718478023730787,0.16805372013994568,0.39968029351844264,0.47161827364648956,2013-02-08~2013-06-25,2013-02-08,2013-06-25,0.3544917353279326,0.4940604363053258,1.0,0,1.8666924688112168,2013-06-17,0.3035810548762265,2013-06-17,0.30358105487622644,2013-06-17,0.0,2012-02-14,0,1.554069868421552,73,5,4,0.7440341251652627,0.9730183830982596,1.0236654660592333,1.4685579176192167,1.7147607102731859,1.9905102709324396,0.7898448519040903,0.031029619181946404,0.3561643835616438,4.072338988062574,84.8082191780822,493,100,7.251076398545155,000651/600660/601088/000933/002304,1.090644967225316,0.9489497755581952,25604.253219999995,0.008534751073333331,15.47%（同期超额 +1.25%）
2012-04-01,2012-04-01,14.09090391965583,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_ca2_addma_swk20_cap0.6s_sp_gso_ebcap0.03r_c0.3h0.035_lot100_sig1_lrc3_2012-04-01,5557991.653747611,m3,2012-04-05,2015-03-31,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,0,nan,nan,nan,nan,0,0.309696521284503,0.309696521284503,-0.03184824835790434,0.6512412909269103,0.5,2,0.852663884582537,0.22952238892565124,0.23062977729979628,0.4344773071612334,0.4719796503837408,2013-02-08~2013-06-25,2013-02-08,2013-06-25,0.486297213744362,0.6081275499877766,1.0,0,1.867760788918103,2013-06-17,0.3039793919471761,2013-06-17,0.30397939194717616,2013-06-17,0.0,2012-05-02,0,1.6083183487098538,71,5.0,4.0,0.7352005906677093,0.966519023955039,1.0173041463823984,1.463047068496543,1.7142874668222685,1.9887297460635258,0.8411602209944752,0.019337016574585635,0.4084507042253521,4.49450908049592,97.29577464788733,484,111,6.065128628668102,000651/600660/000933/601088/002304,1.2209704960226218,0.9457734960227547,24901.01217800002,0.008300337392666673,17.36%（同期超额 +5.60%）
