signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2013-08-30,2013-09-02,600066,17.3000,17.7130,17.6260,0,0,0.8616,000338,0.4879,冷却余10日,600585,33340
2013-09-27,2013-09-30,600066,18.3800,18.5965,18.3905,0,0,0.9154,600188,0.5498,冷却余6日,,26740
2013-09-30,2013-10-08,600066,18.4000,18.6425,18.4430,0,0,0.9163,600188,0.5437,冷却余5日,,26740
2013-10-08,2013-10-09,600066,18.6200,18.7085,18.5230,0,0,0.9273,600188,0.5457,冷却余4日,,26740
2013-10-09,2013-10-10,600066,18.2900,18.7295,18.5565,0,0,0.9109,000338,0.5093,冷却余3日,,26740
2013-10-15,2013-10-16,600066,17.9800,18.5905,18.7085,0,0,0.8954,000338,0.5128,冷却余10日,,19140
2013-10-17,2013-10-18,600066,17.4100,18.4085,18.6925,0,0,0.8670,600188,0.5575,冷却余8日,,19140
2013-10-18,2013-10-21,600066,17.3600,18.3055,18.6700,0,0,0.8646,000338,0.5203,冷却余7日,,19140
2013-10-21,2013-10-22,600066,17.7800,18.2585,18.6415,0,0,0.8855,000338,0.5231,冷却余6日,,19140
2013-10-22,2013-10-23,600066,17.8300,18.2065,18.5905,0,0,0.8880,601088,0.5614,冷却余5日,600660,19140
2013-10-23,2013-10-24,002024,11.3600,12.5205,11.7510,0,0,1.3062,002128,0.5782,冷却余10日,,3200
2013-10-24,2013-10-25,002024,11.1300,12.5445,11.9165,0,0,1.2798,600309,0.6696,冷却余9日,,3200
2013-10-29,2013-10-30,002024,11.5400,12.4995,12.3115,0,0,1.3269,601988,1.0241,冷却余6日,,3200
2014-02-21,2014-02-24,600066,18.4600,18.5805,18.3430,0,0,0.8710,002304,0.6192,冷却余10日,,19440
2014-02-24,2014-02-25,600066,17.5200,18.5770,18.4710,0,0,0.8266,002304,0.6252,冷却余9日,,19440
2014-02-26,2014-02-27,600897,14.4000,14.9955,14.8180,0,0,0.8644,002304,0.6033,冷却余10日,,400
2014-02-27,2014-02-28,600897,14.3900,14.9925,14.8625,0,0,0.8638,002304,0.5938,冷却余9日,,400
2014-02-28,2014-03-03,600897,14.4700,14.9860,14.9205,0,0,0.8686,002304,0.6164,冷却余8日,,400
2014-03-03,2014-03-04,600897,14.7400,15.0055,14.9735,0,0,0.8848,002304,0.6034,冷却余7日,,400
2014-03-04,2014-03-05,600066,17.5900,18.4595,18.5470,0,0,0.8299,002304,0.5950,冷却余3日,,19440
2014-03-05,2014-03-06,600897,14.9500,15.0630,14.9955,0,0,0.8974,002304,0.6265,冷却余5日,,400
2014-03-06,2014-03-07,600897,14.6800,15.0740,14.9925,0,0,0.8812,002304,0.6350,冷却余4日,,400
2014-03-07,2014-03-10,600897,14.3400,15.0645,14.9860,0,0,0.8608,002304,0.6246,冷却余3日,600066,400
2014-03-11,2014-03-12,600897,13.8500,14.9460,15.0440,0,0,0.8313,002304,0.6132,冷却余1日,,400
2014-05-13,2014-05-14,000651,29.4400,29.8140,29.9290,0,0,0.7218,002128,0.4011,冷却余10日,000858,77700
2014-05-16,2014-05-19,000651,29.4200,29.6335,29.9325,0,0,0.7213,000338,0.5304,冷却余7日,,77700
2014-05-20,2014-05-21,000651,29.2200,29.5720,29.8140,0,0,0.7164,000338,0.5258,冷却余5日,,77700
2014-05-21,2014-05-22,000651,29.2900,29.5855,29.7285,0,0,0.7181,000338,0.5331,冷却余4日,,77700
2014-05-22,2014-05-23,000651,29.2400,29.5725,29.6845,0,0,0.7169,000338,0.5264,冷却余3日,,77700
2014-05-23,2014-05-26,000651,29.3000,29.5230,29.6335,0,0,0.7184,000338,0.5307,冷却余2日,,77700
2014-06-04,2014-06-05,600660,8.0500,8.0985,8.0350,0,0,0.6566,000333,0.4408,冷却余10日,,146700
2014-06-16,2014-06-17,600066,15.3100,15.4290,15.5315,0,0,0.5779,002128,0.3646,冷却余10日,,3240
2014-08-13,2014-08-14,000651,29.5300,29.6345,29.1865,0,0,0.7517,600031,0.5513,冷却余10日,,62600
2014-08-14,2014-08-15,000651,29.3400,29.6980,29.2915,0,0,0.7468,600031,0.5464,冷却余9日,,62600
2014-08-15,2014-08-18,000651,29.5700,29.7445,29.3915,0,0,0.7527,600031,0.5503,冷却余8日,,62600
2014-08-18,2014-08-19,000651,29.6200,29.7910,29.4815,0,0,0.7539,600031,0.5532,冷却余7日,,62600
2014-09-17,2014-09-18,600660,10.0300,10.1375,10.1250,0,0,0.7442,600031,0.5657,冷却余10日,,131300
2014-09-18,2014-09-19,600660,9.9600,10.1345,10.1255,0,0,0.7390,600031,0.5589,冷却余9日,,131300
2014-09-24,2014-09-25,600660,10.1500,10.1730,10.1375,0,0,0.7531,600031,0.5540,冷却余5日,002304,131300
2014-10-13,2014-10-14,600660,10.1700,10.2790,10.2505,0,0,0.7546,600031,0.5812,冷却余10日,,115500
2014-10-14,2014-10-15,600660,10.1000,10.2545,10.2715,0,0,0.7494,600031,0.5783,冷却余9日,,115500
2014-10-15,2014-10-16,600660,10.2100,10.2395,10.2920,0,0,0.7576,600031,0.5754,冷却余8日,,115500
2014-10-16,2014-10-17,600660,10.0700,10.2250,10.3060,0,0,0.7472,600031,0.5724,冷却余7日,,115500
2015-11-19,2015-11-20,002304,64.9800,65.0185,63.7715,0,0,1.2115,000651,0.7736,冷却余10日,,5060
2015-11-20,2015-11-23,002304,64.6800,65.1825,64.0025,0,0,1.2059,000651,0.7670,冷却余9日,,5060
2015-11-23,2015-11-24,002304,64.7500,65.3700,64.2485,0,0,1.2072,600031,0.8189,冷却余8日,,5060
2015-11-24,2015-11-25,002304,63.9900,65.5160,64.5135,0,0,1.1930,000651,0.7649,冷却余7日,,5060
2015-11-25,2015-11-26,002304,64.5000,65.7005,64.7695,0,0,1.2025,600031,0.8143,冷却余6日,,5060
2015-11-26,2015-11-27,002304,63.5000,65.7330,65.0185,0,0,1.1839,600188,0.7889,冷却余5日,,5060
2015-11-30,2015-12-01,002304,63.0000,65.7120,65.3700,0,0,1.1746,601939,1.0175,冷却余3日,,5060
2015-12-01,2015-12-02,002304,65.0000,65.7135,65.5160,0,0,1.2119,000651,0.7876,冷却余2日,,5060
2015-12-07,2015-12-08,600519,214.5100,215.3390,215.0940,0,0,1.0093,000651,0.8586,冷却余10日,,600
2015-12-09,2015-12-10,002304,64.4000,64.9495,65.6730,0,0,1.2007,000651,0.8582,冷却余10日,,2560
2015-12-10,2015-12-11,002304,64.5200,64.8305,65.6135,0,0,1.2029,000651,0.8635,冷却余9日,,2560
2015-12-16,2015-12-17,002304,64.4600,64.8670,64.9495,0,0,1.2018,000651,0.8582,冷却余5日,,2560
2015-12-29,2015-12-30,600660,15.2400,15.2495,14.9120,0,0,1.1084,000651,0.9531,冷却余10日,,18800
2015-12-31,2016-01-04,600660,15.1900,15.2745,15.0695,0,0,1.1048,000651,0.9221,冷却余8日,,18800
2016-03-30,2016-03-31,002128,7.9500,8.1280,8.1250,0,0,0.8364,000338,0.6007,冷却余10日,600188,77200
2016-04-08,2016-04-11,002304,63.8000,65.5360,65.4370,0,0,1.1895,000792,0.4918,冷却余10日,,460
2016-04-11,2016-04-12,002304,64.1100,65.4745,65.4275,0,0,1.1953,600309,0.8592,冷却余9日,,460
2016-04-12,2016-04-13,002304,64.6500,65.4935,65.4960,0,0,1.2053,600309,0.8756,冷却余8日,,460
2016-04-13,2016-04-14,002304,64.7900,65.5730,65.6575,0,0,1.2079,600309,0.9090,冷却余7日,,460
2016-04-14,2016-04-15,002304,65.7000,65.7130,65.6610,0,0,1.2249,600309,0.8825,冷却余6日,,460
2016-04-15,2016-04-18,002304,65.0400,65.7500,65.5360,0,0,1.2126,600309,0.8952,冷却余5日,,460
2016-04-18,2016-04-19,002304,63.9500,65.7475,65.4745,0,0,1.1923,600309,0.8721,冷却余4日,,460
2016-04-19,2016-04-20,002304,63.5800,65.6420,65.4935,0,0,1.1854,600309,0.8875,冷却余3日,,460
2016-04-20,2016-04-21,002304,63.7400,65.5555,65.5730,0,0,1.1884,600309,0.9167,冷却余2日,,460
2016-04-21,2016-04-22,002304,65.2400,65.5315,65.7130,0,0,1.2163,600309,0.9233,冷却余1日,,460
2016-05-03,2016-05-04,601288,3.1400,3.1535,3.1665,0,0,0.9208,601225,0.6788,冷却余10日,601398,100
2016-07-29,2016-08-01,002128,7.9600,8.0630,7.9365,0,0,0.8172,600585,0.6365,冷却余9日,,115400
2016-09-22,2016-09-23,601009,10.3200,10.5595,10.7175,0,0,0.9999,000651,0.7596,冷却余9日,601988,8460
2016-09-23,2016-09-26,601009,10.3600,10.5335,10.6845,0,0,1.0038,000651,0.7488,冷却余8日,601939,8460
2016-09-26,2016-09-27,601009,10.1100,10.5020,10.6530,0,0,0.9796,000651,0.7512,冷却余7日,,8460
