signal,H,N,days,dw_mean,dw_excess,mean,median,win,p_ge_2,p_ge_5,mean_excess,excess_win,mkt_mean,mfe_ge_2,mfe_ge_3,mfe_ge_5,mfe_ge_10,mfe_mean
"breakout(n=120,k=1.5)",3,41869,3748,-0.004119496792554855,-0.0052013215608894825,-0.0015236748149618506,-0.007236480712890625,0.43726862356397334,0.30920251259882015,0.178341971386945,-0.0041434564627707005,0.40452363323700113,0.002619781531393528,0.6861639876758461,0.5755570947479042,0.3966657909192959,0.1542429960113688,0.053210124373435974
"breakout(n=120,k=1.5)",5,41869,3748,-0.0049569313414394855,-0.0070675951428711414,0.00011200565495528281,-0.0078125,0.4475387518211565,0.3434999641739712,0.2189686880508252,-0.005368605721741915,0.4011798705486159,0.005480611231178045,0.7471160046812677,0.6534906494064822,0.4917958394038549,0.232439274881177,0.0698096826672554
"breakout(n=120,k=1.5)",10,41869,3748,-0.0038850598502904177,-0.009068720042705536,0.005397379864007235,-0.007472038269042969,0.4618691633428073,0.3827414077240918,0.28209415080369726,-0.006259800400584936,0.3990303088203683,0.01165718026459217,0.814731663044257,0.7437005899352743,0.6131266569538322,0.36456566911079796,0.10197388380765915
"breakout(n=120,k=1.5)",20,41869,3748,-0.0017992984503507614,-0.012704008258879185,0.008098848164081573,-0.011538445949554443,0.46234684372686236,0.407413599560534,0.32909790059471206,-0.008767410181462765,0.3916023788483126,0.016866259276866913,0.8625713535073682,0.8108146838950059,0.7119109603764121,0.49996417397119586,0.1486138254404068
"breakout(n=120,k=1.5)",60,41869,3748,0.015731776133179665,-0.017489999532699585,0.02991032786667347,-0.029498517513275146,0.44493539372805657,0.4136234445532494,0.3680766199336024,-0.011305483058094978,0.38276529174329454,0.04121581092476845,0.9072344694165134,0.8739162626286752,0.8122477250471709,0.6714036638085457,0.27902254462242126
"breakout(n=240,k=1.5)",3,27559,3370,-0.003291106317192316,-0.0044949292205274105,-0.0001848999527283013,-0.0066814422607421875,0.4452266047389238,0.32432236293044014,0.19576182009506876,-0.003953704610466957,0.4079248158496317,0.0037688047159463167,0.7015856888856635,0.5953409049675242,0.4200079828731086,0.16869262309953192,0.056126389652490616
"breakout(n=240,k=1.5)",5,27559,3370,-0.0038308443035930395,-0.005963322706520557,0.0026555287186056376,-0.005944788455963135,0.46104720780870134,0.363111869080881,0.2386516201603832,-0.004835799802094698,0.4070176711781995,0.007491328753530979,0.7613483798396168,0.672665916760405,0.5163467469792082,0.2548713668855909,0.07402989268302917
"breakout(n=240,k=1.5)",10,27559,3370,-0.0023711484391242266,-0.007246757857501507,0.008533238433301449,-0.005412697792053223,0.47302151747160637,0.39957908487245547,0.30186146086577886,-0.005599352531135082,0.40683624224391307,0.014132590964436531,0.8256467941507312,0.7595340904967525,0.636888130919119,0.391959069632425,0.10872737318277359
"breakout(n=240,k=1.5)",20,27559,3370,0.0001070333892130293,-0.009889908134937286,0.008531532250344753,-0.012032866477966309,0.4638049276098552,0.4127145397147937,0.3399615370659313,-0.008668366819620132,0.39605936354729854,0.01719990000128746,0.8711128850829131,0.8223447875467179,0.7295620305526326,0.5273050546101092,0.1582331508398056
"breakout(n=240,k=1.5)",60,27559,3370,0.012057606130838394,-0.01679862104356289,0.0330120213329792,-0.031980812549591064,0.4434486011829166,0.41478282956565915,0.3722196015820603,-0.011976166628301144,0.38328676657353317,0.04498818889260292,0.9091041039224935,0.8775717551435103,0.8211473565804275,0.6864908015530317,0.3014999330043793
"breakout(n=240,k=0)",3,44557,3573,-0.003187670139595866,-0.004244410432875156,0.00041203523869626224,-0.0062146782875061035,0.44944677603967953,0.3307673317323877,0.20212312319052,-0.003250669687986374,0.4161860089323787,0.0036627049557864666,0.7024036627241511,0.5976389792849608,0.42534281931009715,0.17723365576677066,0.057093217968940735
"breakout(n=240,k=0)",5,44557,3573,-0.0038365735672414303,-0.005795301403850317,0.0030471596401184797,-0.005564451217651367,0.4643041497407815,0.3665192898983325,0.24626882420270665,-0.0042094760574400425,0.4134479430841394,0.007256635464727879,0.7629104293377023,0.6757860717732342,0.5222299526449268,0.26574948941804877,0.0758117288351059
"breakout(n=240,k=0)",10,44557,3573,-0.0027959246654063463,-0.007381258998066187,0.00830127764493227,-0.00470125675201416,0.47723141145050163,0.4064232331620172,0.3114662118185695,-0.005229882895946503,0.41439055591713986,0.013531160540878773,0.8273896357474695,0.762618668222726,0.6427946226182194,0.40433601903180194,0.11165738850831985
"breakout(n=240,k=0)",20,44557,3573,-0.0013239961117506027,-0.01078109722584486,0.0031469808891415596,-0.012929260730743408,0.4615885270552326,0.4120564669973293,0.3427968669344884,-0.008825629018247128,0.4022712480642772,0.011972609907388687,0.8728819265210853,0.8252126489664924,0.7331956819354983,0.5376035190879098,0.16185146570205688
"breakout(n=240,k=0)",60,44557,3573,0.009544199332594872,-0.019799301400780678,0.015898555517196655,-0.04224580526351929,0.42920304329286085,0.4007899993267051,0.3594272504881388,-0.012522665783762932,0.3866956931570797,0.028421221300959587,0.9060080346522432,0.875126242790134,0.8190632223892991,0.6887582198083354,0.30470678210258484
any,3,3997139,4399,0.001624695840291679,0.0,0.0014281211188063025,0.0,0.4905393582760069,0.29859031672403685,0.12758625606965382,7.563278475730684e-11,0.43983959527051725,0.0014281210023909807,0.5772523797646266,0.4423463882541988,0.2605320955813646,0.07712266198398404,0.03775177150964737
any,5,3997139,4399,0.0028871060349047184,0.0,0.002590607851743698,0.0,0.49447817551503714,0.34305787214305034,0.18054713633926667,5.415975445899335e-10,0.4365695063394093,0.002590607386082411,0.6650181542348165,0.5468031009179316,0.3657716181498817,0.1374227916517289,0.05081840232014656
any,10,3997139,4399,0.005996795371174812,0.0,0.0054113962687551975,0.0,0.496891151396036,0.38907703735096527,0.25374148859972095,1.3217843486401648e-10,0.4320059922859826,0.0054113962687551975,0.759827716774423,0.6692489302973952,0.5132696160929104,0.2572384898298508,0.07584654539823532
any,20,3997139,4399,0.012282750569283962,0.0,0.011251668445765972,-0.0004094243049621582,0.494372850181092,0.4214817147965082,0.32108365508429904,9.395644262610858e-10,0.4268483032488988,0.011251667514443398,0.8253065505102525,0.7589255715150262,0.6385006876168179,0.4059400986555634,0.11411041021347046
any,60,3997139,4399,0.03827103227376938,0.0,0.03435089439153671,-0.006116211414337158,0.48410475592667657,0.44083130459060843,0.3801761710063123,-3.893776134855642e-10,0.412526309442829,0.03435089439153671,0.8931130491083747,0.8549645133681866,0.78189224843069,0.6191213265287997,0.2235170155763626
