signal,H,N,days,dw_mean,dw_excess,mean,median,win,p_ge_2,p_ge_5,mean_excess,excess_win,mkt_mean,mfe_ge_2,mfe_ge_3,mfe_ge_5,mfe_ge_10,mfe_mean
any,3,1279202,4398,0.0009007778135128319,0.0,0.0009051829692907631,-0.0006006956100463867,0.48221312974807734,0.27207821751373124,0.10872168742700528,-8.293941922143944e-11,0.4560890305049554,0.000905183027498424,0.5328439136274021,0.39476173426870814,0.22078608382413412,0.05769221749184257,0.033131908625364304
any,5,1279202,4398,0.0015938790747895837,0.0,0.0016007779631763697,-0.0006288886070251465,0.486452491475154,0.3169155457855757,0.1562388113839722,1.5096837668870933e-10,0.4541495401039085,0.0016007778467610478,0.6233042162223011,0.4967049770091041,0.3157038528707741,0.10670245981479079,0.04413966089487076
any,10,1279202,4398,0.003287503495812416,0.0,0.003321350086480379,-0.0006344914436340332,0.4904073008015935,0.3662150309333475,0.22386065687827256,-7.678885305395511e-11,0.45034247913933845,0.003321350086480379,0.7252451137506039,0.6227671626529665,0.4559186117595188,0.2081758783991895,0.06498384475708008
any,20,1279202,4398,0.006954003591090441,0.0,0.007006538566201925,-0.001594841480255127,0.48994529401924014,0.40332879404503746,0.2923572664833232,-6.858810047694064e-11,0.4455723177418422,0.007006538566201925,0.7998212948385008,0.7222158814635999,0.5859371702045494,0.3434860170637632,0.09641287475824356
any,60,1279202,4398,0.02343585155904293,0.0,0.023565623909235,-0.004464268684387207,0.4866979570075719,0.43622352060112474,0.36685683730951013,4.771346165388657e-11,0.4340166760214571,0.023565623909235,0.8759374985342424,0.8298767512871306,0.7435917079554285,0.5596293626807963,0.18484489619731903
"vol_up(r=0.05,k=2)",3,15217,3426,-0.00012903424794785678,-0.001027898513711989,0.0019421386532485485,-0.003977537155151367,0.4592889531445094,0.3063678780311494,0.15719261352434777,-0.0004928592825308442,0.43076821975422225,0.002434997819364071,0.6570283235854636,0.5365709403956102,0.3475060787277387,0.11809160806992179,0.046907939016819
"vol_up(r=0.05,k=2)",5,15217,3426,-0.0006436962285079062,-0.0019339980790391564,0.0004886508686468005,-0.005464494228363037,0.45666031412236313,0.3266083985016758,0.18867056581454952,-0.0014277668669819832,0.4301767759742393,0.0019164177356287837,0.7256358020634817,0.6184530459354669,0.44377998291384635,0.18380758362357888,0.06091063469648361
"vol_up(r=0.05,k=2)",10,15217,3426,0.002631728071719408,-0.0009066588245332241,0.003973082173615694,-0.005097568035125732,0.469343497404219,0.375435368338043,0.26214102648353815,-0.001150765223428607,0.4294539002431491,0.005123847164213657,0.7942432805414996,0.7114411513438917,0.5687717684169021,0.30781362949332985,0.08614449948072433
"vol_up(r=0.05,k=2)",20,15217,3426,0.003957895562052727,-0.003058756934478879,0.008507016114890575,-0.007594943046569824,0.4708549648419531,0.40730761648156666,0.31865676545968324,-0.002860394772142172,0.421239403298942,0.01136741042137146,0.8443188539133863,0.782282972990734,0.6693172110139975,0.44088847998948544,0.12307985126972198
"vol_up(r=0.05,k=2)",60,15217,3426,0.012517592869699001,-0.010174351744353771,0.025818239897489548,-0.020831644535064697,0.45232305973582176,0.411644870868108,0.35834921469409214,-0.007589922286570072,0.39206151015311824,0.033408161252737045,0.8913057764342511,0.8515476112242886,0.7786685943352829,0.6139843595978183,0.22293725609779358
"oversold_ma(ma=20,dev=-0.1)",3,55996,3249,7.239234400913119e-05,-0.0001259970013052225,0.0032097185030579567,0.0034813284873962402,0.5234123865990428,0.3753125223230231,0.20169297806986214,0.002723966259509325,0.4977498392742339,0.00048575224354863167,0.6869954996785484,0.568558468462033,0.3787413386670476,0.13058075576826916,0.04924926906824112
"oversold_ma(ma=20,dev=-0.1)",5,55996,3249,0.0001368299563182518,-0.0004776807618327439,0.005811985582113266,0.005458533763885498,0.5308236302593042,0.4102435888277734,0.2547681977284092,0.004479440860450268,0.5033930995071076,0.0013325447216629982,0.7564290306450461,0.6585470390742196,0.4848560611472248,0.20703264518894207,0.06451156735420227
"oversold_ma(ma=20,dev=-0.1)",10,55996,3249,-0.0009097132133319974,-0.00140170578379184,0.01270755659788847,0.007161200046539307,0.5301092935209658,0.4451567969140653,0.32646974783913135,0.008665407076478004,0.5107329094935352,0.004042149521410465,0.820415743981713,0.7486784770340739,0.6103471676548324,0.3419172798057004,0.09235187619924545
"oversold_ma(ma=20,dev=-0.1)",20,55996,3249,0.005606585647910833,0.002975636161863804,0.028810828924179077,0.01794832944869995,0.5601114365311808,0.4933923851703693,0.3967069076362597,0.01661822199821472,0.5190727909136367,0.012192606925964355,0.8604900350025002,0.8134688192013715,0.7140688620615758,0.49162440174298166,0.13501186668872833
"oversold_ma(ma=20,dev=-0.1)",60,55996,3249,0.016057956963777542,-0.0006825653254054487,0.06564486771821976,0.036794960498809814,0.5751839417101221,0.5341274376741196,0.47224801771555114,0.024279601871967316,0.4898742767340524,0.04136526584625244,0.8958318451317951,0.8704014572469462,0.8168083434531038,0.6781377241231517,0.24660201370716095
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",3,20305,2231,0.001075688167475164,8.728307875571772e-05,0.0018883945886045694,0.0030912160873413086,0.5225313962078306,0.37325781827136173,0.195469096281704,0.002423967933282256,0.4897315932036444,-0.0005355733446776867,0.6861364196010835,0.5644422556020685,0.36567347943856193,0.11386358039891652,0.046775829046964645
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",5,20305,2231,-0.0004895816673524678,-0.001691352343186736,-0.0016187618020921946,0.0007935762405395508,0.5025363211031766,0.3816793893129771,0.2260034474267422,0.001623836113139987,0.4824919970450628,-0.0032425979152321815,0.7505048017729623,0.6521053927604038,0.46673233193794633,0.18655503570549126,0.06042618677020073
