signal,universe,hold,k,target,seeds,cagr_median,cagr_p10,cagr_p90,cagr_pos_share,mdd_median,sharpe_median,trades_mean,win_rate_mean,avg_gross_mean,turnover_mean,avg_positions,yearly_median
three_up(n=3),all,20,20,0.05,20,-0.038019095431094,-0.04167717000628636,-0.03514616631951254,0.0,0.7226587480728617,-0.024927765186957725,79287.3,0.6970102411895656,0.0010825944347017927,15.112514040987373,302.8748999046711,"{""2005"": -0.1519, ""2006"": 0.1888, ""2007"": 0.2733, ""2008"": -0.5037, ""2009"": 0.3862, ""2010"": 0.0166, ""2011"": -0.2693, ""2012"": 0.016, ""2013"": 0.0076, ""2014"": 0.1352, ""2015"": 0.0147, ""2016"": -0.0454, ""2017"": -0.1022, ""2018"": -0.2243, ""2019"": -0.0132, ""2020"": -0.0024, ""2021"": 0.0613, ""2022"": -0.1183, ""2023"": -0.0341, ""2024"": -0.0761, ""2025"": 0.0755, ""2026"": -0.0489}"
"golden_cross(fast=20,slow=60)",all,20,10,0.0,20,0.006885483579259888,0.002838246469084371,0.010565266136268228,1.0,0.7695279430678318,0.14353648473028036,32994.3,0.4798146951267913,0.008746134768659814,27.784211840242005,126.18495710200189,"{""2005"": -0.2301, ""2006"": 0.6491, ""2007"": 1.227, ""2008"": -0.4757, ""2009"": 0.4786, ""2010"": 0.0154, ""2011"": -0.3781, ""2012"": -0.1498, ""2013"": 0.0087, ""2014"": 0.5493, ""2015"": 0.0778, ""2016"": -0.1852, ""2017"": -0.1574, ""2018"": -0.3979, ""2019"": 0.195, ""2020"": 0.0612, ""2021"": 0.296, ""2022"": -0.2051, ""2023"": -0.0188, ""2024"": -0.0061, ""2025"": 0.3071, ""2026"": -0.1442}"
"golden_cross(fast=20,slow=60)",all,20,10,0.05,20,-0.014817155501318235,-0.01849222860266462,-0.01174062138516333,0.0,0.5455831780757685,0.04238901675244082,32839.7,0.6755624910233249,0.0016425064742591883,16.531204165400904,125.58057197330791,"{""2005"": -0.1448, ""2006"": 0.1533, ""2007"": 0.2538, ""2008"": -0.369, ""2009"": 0.2543, ""2010"": 0.0584, ""2011"": -0.2767, ""2012"": 0.0109, ""2013"": -0.0228, ""2014"": 0.2235, ""2015"": 0.1711, ""2016"": -0.0885, ""2017"": -0.0909, ""2018"": -0.2602, ""2019"": 0.0569, ""2020"": 0.0514, ""2021"": 0.1276, ""2022"": -0.1367, ""2023"": 0.0183, ""2024"": -0.0334, ""2025"": 0.1469, ""2026"": -0.0975}"
"golden_cross(fast=20,slow=60)",all,20,20,0.0,20,0.004747232579399463,0.002265494362520282,0.006962533697806173,1.0,0.7761806310628571,0.13253185763976155,52607.3,0.47959124955510557,0.009762541105425408,26.936018427741907,201.21770257387988,"{""2005"": -0.2295, ""2006"": 0.6462, ""2007"": 1.2259, ""2008"": -0.4774, ""2009"": 0.4794, ""2010"": 0.0167, ""2011"": -0.3771, ""2012"": -0.1523, ""2013"": 0.0162, ""2014"": 0.5499, ""2015"": 0.081, ""2016"": -0.189, ""2017"": -0.1641, ""2018"": -0.3945, ""2019"": 0.1795, ""2020"": 0.0513, ""2021"": 0.2742, ""2022"": -0.1978, ""2023"": -0.0264, ""2024"": -0.0138, ""2025"": 0.281, ""2026"": -0.1411}"
"golden_cross(fast=20,slow=60)",all,20,20,0.05,20,-0.01984901879520884,-0.020823428772966834,-0.018622189825653047,0.0,0.5693863470944518,0.013326941355362306,51779.5,0.6739470564127911,0.0023468310627224897,15.626115566591992,197.9987607244995,"{""2005"": -0.145, ""2006"": 0.1534, ""2007"": 0.2516, ""2008"": -0.3696, ""2009"": 0.2533, ""2010"": 0.0602, ""2011"": -0.2748, ""2012"": 0.0057, ""2013"": -0.0239, ""2014"": 0.2194, ""2015"": 0.1622, ""2016"": -0.0854, ""2017"": -0.0973, ""2018"": -0.2568, ""2019"": 0.04, ""2020"": 0.0415, ""2021"": 0.1061, ""2022"": -0.132, ""2023"": -0.0042, ""2024"": -0.0299, ""2025"": 0.1148, ""2026"": -0.0933}"
"breakout(n=20,k=1.5)",all,20,10,0.0,20,-0.08273254238792804,-0.08928554174618322,-0.07497851093918337,0.0,0.9558990395045905,-0.18716260028506992,44343.45,0.4503574996893601,-0.0005263711868890291,20.329851409484796,169.33629170638704,"{""2005"": -0.3103, ""2006"": 0.6604, ""2007"": 1.5166, ""2008"": -0.6609, ""2009"": 0.923, ""2010"": -0.0064, ""2011"": -0.4629, ""2012"": -0.1837, ""2013"": 0.069, ""2014"": 0.4111, ""2015"": -0.0736, ""2016"": -0.3145, ""2017"": -0.2135, ""2018"": -0.4882, ""2019"": -0.0395, ""2020"": -0.0041, ""2021"": 0.1497, ""2022"": -0.2997, ""2023"": -0.1156, ""2024"": -0.2337, ""2025"": 0.0435, ""2026"": -0.0873}"
"breakout(n=20,k=1.5)",all,20,10,0.05,20,-0.06008891816025008,-0.0655380443194557,-0.05634921061285483,0.0,0.818858857716239,-0.10190373510967582,45993.0,0.6866591237053847,-0.002867573403377571,14.290713093957645,175.68334604385126,"{""2005"": -0.167, ""2006"": 0.1692, ""2007"": 0.3264, ""2008"": -0.508, ""2009"": 0.4289, ""2010"": 0.0182, ""2011"": -0.2973, ""2012"": 0.0247, ""2013"": -0.0038, ""2014"": 0.1648, ""2015"": -0.0607, ""2016"": -0.1386, ""2017"": -0.0967, ""2018"": -0.2973, ""2019"": -0.0223, ""2020"": -0.0438, ""2021"": 0.0714, ""2022"": -0.1555, ""2023"": -0.0442, ""2024"": -0.175, ""2025"": 0.0759, ""2026"": -0.0839}"
"breakout(n=20,k=1.5)",all,20,20,0.0,20,-0.07930987747117074,-0.08394514372553527,-0.07482666363823857,0.0,0.9488174994004399,-0.19835973649053648,77456.45,0.45577741080282025,0.001834536511798866,18.99664383597301,295.7289227836035,"{""2005"": -0.3098, ""2006"": 0.6307, ""2007"": 1.5052, ""2008"": -0.6561, ""2009"": 0.9054, ""2010"": -0.0112, ""2011"": -0.4576, ""2012"": -0.1859, ""2013"": 0.055, ""2014"": 0.3875, ""2015"": -0.0749, ""2016"": -0.3098, ""2017"": -0.2148, ""2018"": -0.4634, ""2019"": -0.0673, ""2020"": -0.0229, ""2021"": 0.1147, ""2022"": -0.2722, ""2023"": -0.0928, ""2024"": -0.1559, ""2025"": -0.0116, ""2026"": -0.0543}"
"breakout(n=20,k=1.5)",all,20,20,0.05,20,-0.06521038160812609,-0.06676475094470122,-0.06373386986457005,0.0,0.8302445896184971,-0.14879509634116378,79684.15,0.688085810753231,-0.0018484820115231733,12.743621376514096,304.2729075309818,"{""2005"": -0.1715, ""2006"": 0.1697, ""2007"": 0.3056, ""2008"": -0.5062, ""2009"": 0.4043, ""2010"": 0.0119, ""2011"": -0.2889, ""2012"": 0.0191, ""2013"": -0.0245, ""2014"": 0.1439, ""2015"": -0.0692, ""2016"": -0.1378, ""2017"": -0.104, ""2018"": -0.2899, ""2019"": -0.0383, ""2020"": -0.0612, ""2021"": 0.0434, ""2022"": -0.1485, ""2023"": -0.0515, ""2024"": -0.1357, ""2025"": 0.0327, ""2026"": -0.0596}"
ma_pullback(ma=20),all,20,10,0.0,20,-0.007583032096286024,-0.013902412348639337,-0.0001749516075907875,0.1,0.8434963704536895,0.09940480395195359,45563.85,0.47406426269625157,0.00679606770224378,31.98137109189285,174.07369876072448,"{""2005"": -0.2316, ""2006"": 0.8019, ""2007"": 1.5786, ""2008"": -0.6966, ""2009"": 1.0308, ""2010"": -0.1074, ""2011"": -0.3783, ""2012"": -0.1165, ""2013"": 0.2015, ""2014"": 0.3806, ""2015"": 0.199, ""2016"": -0.2663, ""2017"": -0.1226, ""2018"": -0.3994, ""2019"": 0.145, ""2020"": 0.1413, ""2021"": 0.0878, ""2022"": -0.2498, ""2023"": -0.0138, ""2024"": -0.0724, ""2025"": 0.2205, ""2026"": -0.1567}"
ma_pullback(ma=20),all,20,10,0.05,20,-0.03489498949772862,-0.03837166633200031,-0.030167475771878637,0.0,0.7173607535675394,-0.021764294211243037,44335.55,0.678543519334242,0.00020989837187520535,16.59567336720219,169.33766444232606,"{""2005"": -0.1203, ""2006"": 0.2373, ""2007"": 0.2981, ""2008"": -0.4986, ""2009"": 0.4375, ""2010"": -0.0609, ""2011"": -0.2807, ""2012"": 0.0071, ""2013"": 0.0614, ""2014"": 0.1595, ""2015"": 0.0477, ""2016"": -0.1401, ""2017"": -0.0749, ""2018"": -0.2871, ""2019"": 0.0698, ""2020"": 0.0236, ""2021"": 0.0367, ""2022"": -0.1101, ""2023"": 0.0201, ""2024"": -0.1181, ""2025"": 0.1112, ""2026"": -0.0848}"
ma_pullback(ma=20),all,20,20,0.0,20,-0.010455335898115037,-0.015337918926319893,-0.00509210533678935,0.0,0.8399317068608512,0.08315326344864357,83260.55,0.4736933751915278,0.007233733037400982,29.9319345262014,318.0325262154433,"{""2005"": -0.2312, ""2006"": 0.7739, ""2007"": 1.5696, ""2008"": -0.6963, ""2009"": 1.0267, ""2010"": -0.1019, ""2011"": -0.3793, ""2012"": -0.1192, ""2013"": 0.1995, ""2014"": 0.3697, ""2015"": 0.1891, ""2016"": -0.2505, ""2017"": -0.1316, ""2018"": -0.3926, ""2019"": 0.1256, ""2020"": 0.1063, ""2021"": 0.1053, ""2022"": -0.2347, ""2023"": -0.0238, ""2024"": -0.0713, ""2025"": 0.1753, ""2026"": -0.1277}"
ma_pullback(ma=20),all,20,20,0.05,20,-0.04041639060756469,-0.042813883017856935,-0.03672500199161345,0.0,0.7399158726876803,-0.06044158778354667,77092.35,0.6775469238019325,0.0007217683243714646,14.897264140115013,294.36793136320307,"{""2005"": -0.122, ""2006"": 0.2273, ""2007"": 0.2812, ""2008"": -0.5002, ""2009"": 0.4269, ""2010"": -0.0587, ""2011"": -0.2808, ""2012"": -0.0, ""2013"": 0.0515, ""2014"": 0.1449, ""2015"": 0.0387, ""2016"": -0.1346, ""2017"": -0.076, ""2018"": -0.279, ""2019"": 0.0396, ""2020"": -0.0062, ""2021"": 0.0267, ""2022"": -0.1004, ""2023"": 0.0015, ""2024"": -0.1038, ""2025"": 0.075, ""2026"": -0.0694}"
limit_up(r=0.095),all,20,10,0.0,20,-0.1453366278490541,-0.14744730688194332,-0.14260905593457437,0.0,0.9793070393574809,-0.4355093454779876,31241.2,0.41962548592464854,-0.007938355979270818,8.148628074662302,119.17480457578647,"{""2005"": -0.48, ""2006"": 0.2247, ""2007"": 1.3219, ""2008"": -0.723, ""2009"": 0.8126, ""2010"": 0.0594, ""2011"": -0.4313, ""2012"": -0.304, ""2013"": -0.0976, ""2014"": 0.2437, ""2015"": 0.1994, ""2016"": -0.3351, ""2017"": -0.4096, ""2018"": -0.4635, ""2019"": -0.221, ""2020"": -0.0997, ""2021"": -0.0612, ""2022"": -0.1619, ""2023"": -0.1122, ""2024"": -0.1113, ""2025"": -0.0479, ""2026"": -0.0294}"
limit_up(r=0.095),all,20,10,0.05,20,-0.10185793218442118,-0.10613684165458917,-0.09897247594278338,0.0,0.908121501679898,-0.22953606235008187,39405.0,0.7018705550537124,-0.007083932663611582,10.197453179043505,150.41448045757863,"{""2005"": -0.298, ""2006"": 0.0249, ""2007"": 0.3445, ""2008"": -0.4594, ""2009"": 0.3659, ""2010"": 0.0397, ""2011"": -0.208, ""2012"": -0.0113, ""2013"": -0.0894, ""2014"": 0.0473, ""2015"": -0.0171, ""2016"": -0.1306, ""2017"": -0.2636, ""2018"": -0.3481, ""2019"": -0.1528, ""2020"": -0.0793, ""2021"": -0.05, ""2022"": -0.1581, ""2023"": -0.1031, ""2024"": -0.2161, ""2025"": 0.0149, ""2026"": -0.026}"
limit_up(r=0.095),all,20,20,0.0,20,-0.1282597595833606,-0.12902015783212276,-0.12689972346736889,0.0,0.9672828834366451,-0.410076627931414,43386.45,0.42999250617821544,-0.0036392415880920235,7.767811076278184,165.49933269780743,"{""2005"": -0.4808, ""2006"": 0.2227, ""2007"": 1.2921, ""2008"": -0.7185, ""2009"": 0.8095, ""2010"": 0.0482, ""2011"": -0.4337, ""2012"": -0.3035, ""2013"": -0.1051, ""2014"": 0.2343, ""2015"": 0.1304, ""2016"": -0.2929, ""2017"": -0.3845, ""2018"": -0.4114, ""2019"": -0.1624, ""2020"": -0.0988, ""2021"": -0.0562, ""2022"": -0.1024, ""2023"": -0.0597, ""2024"": -0.0743, ""2025"": -0.0314, ""2026"": -0.0176}"
limit_up(r=0.095),all,20,20,0.05,20,-0.09855835800115165,-0.1002632614750804,-0.09691339491313937,0.0,0.8959888597219844,-0.2582826865661634,57071.75,0.7069545770401264,-0.005777046618005366,9.535041378438894,217.80243088655862,"{""2005"": -0.2989, ""2006"": 0.0232, ""2007"": 0.3321, ""2008"": -0.4552, ""2009"": 0.3544, ""2010"": 0.0323, ""2011"": -0.2076, ""2012"": -0.0156, ""2013"": -0.0973, ""2014"": 0.0406, ""2015"": -0.0234, ""2016"": -0.1278, ""2017"": -0.2604, ""2018"": -0.3253, ""2019"": -0.1464, ""2020"": -0.1012, ""2021"": -0.0547, ""2022"": -0.1338, ""2023"": -0.0822, ""2024"": -0.1562, ""2025"": -0.0047, ""2026"": -0.0262}"
any,all,60,10,0.0,20,0.13276719790525582,0.12729735922939084,0.1402080138047199,1.0,0.7042640563955033,0.5860522574232165,51822.45,0.5062274943261362,0.048266814154978896,53.48365996933684,596.299961868446,"{""2005"": -0.1468, ""2006"": 0.6573, ""2007"": 1.9994, ""2008"": -0.576, ""2009"": 1.4035, ""2010"": 0.1214, ""2011"": -0.2856, ""2012"": 0.0341, ""2013"": 0.2313, ""2014"": 0.438, ""2015"": 0.7118, ""2016"": -0.1195, ""2017"": -0.1293, ""2018"": -0.299, ""2019"": 0.2711, ""2020"": 0.1639, ""2021"": 0.275, ""2022"": -0.1028, ""2023"": 0.0676, ""2024"": 0.0237, ""2025"": 0.3774, ""2026"": -0.0005}"
