signal,universe,hold,k,target,seeds,cagr_median,cagr_p10,cagr_p90,cagr_pos_share,mdd_median,sharpe_median,trades_mean,win_rate_mean,avg_gross_mean,turnover_mean,avg_positions,yearly_median
"breakout(n=240,k=1.5)",all,20,10,0.0,20,-0.060754837345161794,-0.06385367005742623,-0.0551412352368195,0.0,0.9749393881944568,-0.1102264652008264,31430.1,0.4467976328867464,0.003014995504521583,55.56764818664391,119.97056244041946,"{""2005"": 0.0543, ""2006"": 0.8701, ""2007"": 1.6093, ""2008"": -0.2695, ""2009"": 0.465, ""2010"": 0.0369, ""2011"": -0.2995, ""2012"": -0.1511, ""2013"": 0.2088, ""2014"": 0.2234, ""2015"": 0.0871, ""2016"": -0.3093, ""2017"": -0.2248, ""2018"": -0.4943, ""2019"": -0.0485, ""2020"": 0.0773, ""2021"": 0.1775, ""2022"": -0.5507, ""2023"": -0.2605, ""2024"": -0.486, ""2025"": -0.0084, ""2026"": -0.1026}"
"breakout(n=240,k=1.5)",all,20,20,0.0,20,-0.05790813254019139,-0.05974227349446694,-0.055342911615939,0.0,0.9731244834196846,-0.10547774532977718,46327.3,0.45246283904244944,0.0061665252164232135,55.305266158069195,176.7803527168732,"{""2005"": 0.0542, ""2006"": 0.857, ""2007"": 1.5861, ""2008"": -0.2663, ""2009"": 0.4698, ""2010"": 0.0382, ""2011"": -0.3017, ""2012"": -0.149, ""2013"": 0.2071, ""2014"": 0.2239, ""2015"": 0.0862, ""2016"": -0.3119, ""2017"": -0.2293, ""2018"": -0.4967, ""2019"": -0.0407, ""2020"": 0.0927, ""2021"": 0.1673, ""2022"": -0.5433, ""2023"": -0.2443, ""2024"": -0.4782, ""2025"": -0.0464, ""2026"": -0.0817}"
"breakout(n=240,k=1.5)",all,60,10,0.0,20,0.03525911417150018,0.03163931407615626,0.03967228691895826,1.0,0.8235591459053804,0.2650992930695568,32124.6,0.4441255158167546,0.031032892014674,22.103221301707194,369.9708865586273,"{""2005"": -0.084, ""2006"": 0.6604, ""2007"": 1.3722, ""2008"": -0.2343, ""2009"": 0.3616, ""2010"": 0.0297, ""2011"": -0.2603, ""2012"": -0.092, ""2013"": 0.3091, ""2014"": 0.3491, ""2015"": 0.3789, ""2016"": -0.2329, ""2017"": -0.0561, ""2018"": -0.3552, ""2019"": 0.0718, ""2020"": 0.2157, ""2021"": 0.1208, ""2022"": -0.3483, ""2023"": -0.1322, ""2024"": -0.242, ""2025"": 0.2367, ""2026"": -0.0799}"
"breakout(n=240,k=1.5)",all,60,20,0.0,20,0.0358230859277221,0.03288648982707139,0.03776660084462953,1.0,0.8120259587586527,0.2679198942640899,47907.35,0.4465834393472668,0.03524630479833031,21.45612264460231,551.8376549094377,"{""2005"": -0.0841, ""2006"": 0.6532, ""2007"": 1.352, ""2008"": -0.2308, ""2009"": 0.364, ""2010"": 0.0298, ""2011"": -0.2605, ""2012"": -0.0913, ""2013"": 0.3081, ""2014"": 0.3334, ""2015"": 0.3795, ""2016"": -0.2332, ""2017"": -0.0586, ""2018"": -0.3516, ""2019"": 0.081, ""2020"": 0.2221, ""2021"": 0.1188, ""2022"": -0.3389, ""2023"": -0.1304, ""2024"": -0.2356, ""2025"": 0.2075, ""2026"": -0.0694}"
"breakout(n=120,k=1.5)",all,20,10,0.0,20,-0.07468349464177276,-0.07744551438307776,-0.0704907340076137,0.0,0.9741514483243707,-0.16567462766754737,35996.95,0.439352247205725,0.0007697528309665092,43.554639713480206,137.40781696854148,"{""2005"": -0.0898, ""2006"": 0.7736, ""2007"": 1.6402, ""2008"": -0.3103, ""2009"": 0.6184, ""2010"": 0.059, ""2011"": -0.3778, ""2012"": -0.2275, ""2013"": 0.1261, ""2014"": 0.3015, ""2015"": 0.0875, ""2016"": -0.4126, ""2017"": -0.2228, ""2018"": -0.5384, ""2019"": -0.064, ""2020"": 0.0391, ""2021"": 0.0711, ""2022"": -0.4496, ""2023"": -0.2118, ""2024"": -0.4257, ""2025"": -0.0311, ""2026"": -0.0755}"
"breakout(n=120,k=1.5)",all,60,10,0.0,20,0.03503387875213804,0.032258252903484254,0.03906296982601343,1.0,0.8291345323848629,0.26376285790905857,37387.8,0.44290787894162,0.029059721625555666,21.90571547012229,430.27992373689233,"{""2005"": -0.153, ""2006"": 0.7432, ""2007"": 1.3708, ""2008"": -0.2901, ""2009"": 0.6519, ""2010"": 0.0446, ""2011"": -0.351, ""2012"": -0.1109, ""2013"": 0.2629, ""2014"": 0.363, ""2015"": 0.3939, ""2016"": -0.2368, ""2017"": -0.0927, ""2018"": -0.411, ""2019"": 0.1839, ""2020"": 0.1386, ""2021"": 0.124, ""2022"": -0.3139, ""2023"": -0.0886, ""2024"": -0.1876, ""2025"": 0.2117, ""2026"": -0.0665}"
"breakout(n=240,k=0)",all,20,10,0.0,20,-0.049467497054484,-0.056751053959229615,-0.04761795766506427,0.0,0.9716802181291558,-0.06749217953574474,34791.1,0.4549183653835726,0.0035999282974730007,57.18785085082841,132.8104766444233,"{""2005"": 0.0228, ""2006"": 0.9836, ""2007"": 1.4858, ""2008"": -0.2953, ""2009"": 0.6339, ""2010"": 0.0499, ""2011"": -0.3169, ""2012"": -0.1508, ""2013"": 0.2633, ""2014"": 0.1866, ""2015"": -0.0807, ""2016"": -0.4018, ""2017"": -0.1444, ""2018"": -0.5374, ""2019"": -0.0254, ""2020"": 0.1576, ""2021"": 0.1692, ""2022"": -0.5368, ""2023"": -0.2488, ""2024"": -0.3772, ""2025"": 0.0148, ""2026"": -0.0674}"
"breakout(n=240,k=0)",all,60,10,0.0,20,0.040648532555707884,0.034525517170106636,0.05105563617163947,1.0,0.8093753307295448,0.2862828158932039,35308.05,0.4506918262884646,0.02992594463602955,23.79487699534666,406.17651096282174,"{""2005"": -0.0967, ""2006"": 0.7833, ""2007"": 1.2634, ""2008"": -0.2585, ""2009"": 0.481, ""2010"": 0.0272, ""2011"": -0.3086, ""2012"": -0.0588, ""2013"": 0.3307, ""2014"": 0.2839, ""2015"": 0.5006, ""2016"": -0.2979, ""2017"": -0.0096, ""2018"": -0.3775, ""2019"": 0.1423, ""2020"": 0.2392, ""2021"": 0.1468, ""2022"": -0.3674, ""2023"": -0.139, ""2024"": -0.1919, ""2025"": 0.2165, ""2026"": -0.0615}"
