signal,universe,hold,k,target,seeds,cagr_median,cagr_p10,cagr_p90,cagr_pos_share,mdd_median,sharpe_median,trades_mean,win_rate_mean,avg_gross_mean,turnover_mean,avg_positions,yearly_median
"oversold_ma(ma=20,dev=-0.1)",all,20,10,0.0,20,-0.027123070797199222,-0.032389255587854104,-0.017614853102167836,0.0,0.8271852250089272,0.053517553545262844,37701.35,0.4864177757071758,0.007456453614139405,18.562805590242625,144.07749285033364,"{""2005"": -0.2579, ""2006"": -0.017, ""2007"": 0.5549, ""2008"": -0.5696, ""2009"": 1.0506, ""2010"": 0.0925, ""2011"": -0.377, ""2012"": 0.0343, ""2013"": 0.2507, ""2014"": 0.1498, ""2015"": 0.8235, ""2016"": -0.1876, ""2017"": -0.2626, ""2018"": -0.3015, ""2019"": 0.1202, ""2020"": -0.1785, ""2021"": 0.1212, ""2022"": -0.1623, ""2023"": -0.057, ""2024"": -0.122, ""2025"": 0.1037, ""2026"": -0.0628}"
"oversold_ma(ma=20,dev=-0.1)",all,20,10,0.05,20,-0.05509859124724442,-0.058005110125511475,-0.04910258470168064,0.0,0.7570820629980513,-0.06760166189687496,37269.7,0.7091908090546919,-0.0005339082682368297,11.855697602734967,142.35861773117253,"{""2005"": -0.1871, ""2006"": -0.0725, ""2007"": 0.3088, ""2008"": -0.4443, ""2009"": 0.3391, ""2010"": 0.0372, ""2011"": -0.2504, ""2012"": 0.0477, ""2013"": 0.0878, ""2014"": 0.0938, ""2015"": 0.1311, ""2016"": -0.1322, ""2017"": -0.1972, ""2018"": -0.2115, ""2019"": -0.0616, ""2020"": -0.087, ""2021"": 0.0354, ""2022"": -0.0796, ""2023"": 0.0041, ""2024"": -0.206, ""2025"": 0.0647, ""2026"": 0.0048}"
"oversold_ma(ma=20,dev=-0.1)",all,20,20,0.0,20,-0.02938157294831406,-0.034673956189053,-0.026264633197829523,0.0,0.8188942891742181,0.034561795843764856,63268.2,0.4989607259113834,0.011302733458618191,16.837385696306963,241.76748331744517,"{""2005"": -0.2655, ""2006"": -0.0244, ""2007"": 0.5431, ""2008"": -0.5669, ""2009"": 1.0325, ""2010"": 0.0899, ""2011"": -0.378, ""2012"": 0.0196, ""2013"": 0.2391, ""2014"": 0.1379, ""2015"": 0.8209, ""2016"": -0.1877, ""2017"": -0.2602, ""2018"": -0.2931, ""2019"": 0.088, ""2020"": -0.1902, ""2021"": 0.0856, ""2022"": -0.1329, ""2023"": -0.06, ""2024"": -0.1055, ""2025"": 0.0915, ""2026"": -0.065}"
"oversold_ma(ma=20,dev=-0.1)",all,20,20,0.05,20,-0.05995248112244672,-0.06219702824866787,-0.05778051840727725,0.0,0.7740437215535787,-0.1088849270849853,60339.95,0.7196544352218547,0.0016057588355910043,10.672373174794638,230.36238322211634,"{""2005"": -0.1886, ""2006"": -0.0761, ""2007"": 0.3044, ""2008"": -0.4465, ""2009"": 0.333, ""2010"": 0.0334, ""2011"": -0.2526, ""2012"": 0.0377, ""2013"": 0.0793, ""2014"": 0.0845, ""2015"": 0.1202, ""2016"": -0.1374, ""2017"": -0.1988, ""2018"": -0.2122, ""2019"": -0.0769, ""2020"": -0.0972, ""2021"": 0.0183, ""2022"": -0.0623, ""2023"": -0.0313, ""2024"": -0.1779, ""2025"": 0.0316, ""2026"": -0.021}"
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",all,20,10,0.0,20,-0.05105168578624936,-0.05709210515161591,-0.0455691586142282,0.0,0.8875668742255001,-0.06421095409241648,31789.65,0.4677018248158788,0.005554683944218254,18.742478352127197,121.47862726406102,"{""2005"": -0.2216, ""2006"": 0.2943, ""2007"": 1.0118, ""2008"": -0.6122, ""2009"": 0.6933, ""2010"": -0.0276, ""2011"": -0.2281, ""2012"": -0.0433, ""2013"": 0.0229, ""2014"": 0.1831, ""2015"": 0.3471, ""2016"": -0.1977, ""2017"": -0.1648, ""2018"": -0.4394, ""2019"": 0.1467, ""2020"": -0.0174, ""2021"": 0.0729, ""2022"": -0.2996, ""2023"": -0.1024, ""2024"": -0.2241, ""2025"": 0.0396, ""2026"": -0.1129}"
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",all,20,10,0.05,20,-0.06523591177399962,-0.06902509285324253,-0.06258706439186222,0.0,0.8452524056875568,-0.14328355608701432,31389.35,0.7171269856540888,-0.0013282552067523869,10.890855179546367,119.92290753098189,"{""2005"": -0.0781, ""2006"": 0.0732, ""2007"": 0.2129, ""2008"": -0.4824, ""2009"": 0.275, ""2010"": -0.049, ""2011"": -0.2169, ""2012"": -0.0416, ""2013"": 0.0001, ""2014"": 0.057, ""2015"": -0.0017, ""2016"": -0.0618, ""2017"": -0.1248, ""2018"": -0.273, ""2019"": -0.0024, ""2020"": -0.0428, ""2021"": 0.0124, ""2022"": -0.1533, ""2023"": -0.0108, ""2024"": -0.2023, ""2025"": 0.0399, ""2026"": -0.0276}"
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",all,20,20,0.0,20,-0.051989556864191655,-0.05651964500887228,-0.04901396602660953,0.0,0.8823982992870536,-0.07846313642845218,48288.9,0.47902912208675696,0.008936378327448449,18.186964560567557,184.49946615824598,"{""2005"": -0.2286, ""2006"": 0.2906, ""2007"": 1.0189, ""2008"": -0.6167, ""2009"": 0.6824, ""2010"": -0.0298, ""2011"": -0.2155, ""2012"": -0.0522, ""2013"": 0.0208, ""2014"": 0.1952, ""2015"": 0.3583, ""2016"": -0.1883, ""2017"": -0.1611, ""2018"": -0.4376, ""2019"": 0.1581, ""2020"": -0.0458, ""2021"": 0.0487, ""2022"": -0.2614, ""2023"": -0.1127, ""2024"": -0.2231, ""2025"": 0.0024, ""2026"": -0.1092}"
"drawdown_rebound(n=5,dd=-0.08,up=0.02)",all,20,20,0.05,20,-0.07009706429128276,-0.07177774226023784,-0.06792240542229573,0.0,0.8525671354589772,-0.18728483083080286,45964.8,0.7259384100642439,0.0004733038556416757,10.137076799063681,175.5239180171592,"{""2005"": -0.084, ""2006"": 0.071, ""2007"": 0.2068, ""2008"": -0.4865, ""2009"": 0.2691, ""2010"": -0.0531, ""2011"": -0.2177, ""2012"": -0.0455, ""2013"": -0.0019, ""2014"": 0.0563, ""2015"": 0.0028, ""2016"": -0.0612, ""2017"": -0.1228, ""2018"": -0.2745, ""2019"": -0.0163, ""2020"": -0.0612, ""2021"": -0.0018, ""2022"": -0.1368, ""2023"": -0.03, ""2024"": -0.1873, ""2025"": -0.0005, ""2026"": -0.0201}"
n_down(n=5),all,20,10,0.0,20,-0.014856146151352334,-0.01944295177396772,-0.007344202800915222,0.0,0.755193226884268,0.045862018339172625,33032.4,0.47738094496887185,0.004724309182164548,20.148339003854076,126.28994280266923,"{""2005"": -0.188, ""2006"": 0.3172, ""2007"": 0.7624, ""2008"": -0.4911, ""2009"": 0.6327, ""2010"": 0.0015, ""2011"": -0.3294, ""2012"": -0.0081, ""2013"": -0.0758, ""2014"": 0.099, ""2015"": 0.4379, ""2016"": -0.1638, ""2017"": -0.155, ""2018"": -0.4003, ""2019"": 0.0915, ""2020"": -0.0668, ""2021"": 0.2418, ""2022"": -0.1417, ""2023"": 0.0392, ""2024"": -0.0522, ""2025"": 0.1887, ""2026"": -0.0934}"
n_down(n=5),all,20,10,0.05,20,-0.06348009488477696,-0.06658196356749,-0.05931637947693301,0.0,0.8065744506885189,-0.20758446539168932,32471.85,0.657477728041783,-0.0024774648363072088,10.261851301694394,124.09192564346998,"{""2005"": -0.1219, ""2006"": 0.0159, ""2007"": 0.1786, ""2008"": -0.3213, ""2009"": 0.2039, ""2010"": -0.0573, ""2011"": -0.2731, ""2012"": 0.011, ""2013"": -0.0697, ""2014"": 0.0331, ""2015"": 0.1075, ""2016"": -0.0971, ""2017"": -0.1446, ""2018"": -0.3235, ""2019"": -0.0612, ""2020"": -0.0787, ""2021"": 0.0452, ""2022"": -0.0936, ""2023"": 0.035, ""2024"": -0.1423, ""2025"": 0.0314, ""2026"": -0.0126}"
