number,security_code,as_of_year,cutoff_notice
1,002053,2024,2025-03-28
2,002215,2024,2025-04-25
3,000688,2024,2025-03-22
4,600562,2024,2025-04-19
5,000544,2024,2025-03-22
6,603929,2024,2025-03-14
7,603031,2024,2025-03-22
8,000525,2024,2025-04-26
9,300573,2024,2025-04-22
10,300346,2024,2025-04-03
11,688082,2024,2025-02-27
12,300893,2024,2025-04-23
