number,security_code,as_of_year,cutoff_notice
1,600751,2016,2017-04-22
2,600710,2016,2017-04-20
3,601127,2016,2017-03-20
4,000034,2016,2017-03-30
5,601611,2016,2017-04-27
6,600919,2016,2017-03-20
7,601229,2016,2017-04-24
8,600459,2016,2017-04-14
9,000627,2016,2017-04-26
10,002600,2016,2017-04-28
11,600760,2016,2017-03-03
12,600711,2016,2017-03-10
13,600926,2016,2017-04-19
14,600567,2016,2017-03-31
15,000564,2016,2017-04-29
16,601966,2016,2017-04-25
17,600565,2016,2017-03-16
18,002768,2016,2017-02-27
19,002788,2016,2017-04-18
20,603816,2016,2017-03-21
21,002018,2016,2017-03-18
22,603708,2016,2017-04-26
23,603298,2016,2017-04-21
24,002831,2016,2017-04-25
25,601997,2016,2017-04-15
26,603858,2016,2017-03-28
27,000860,2016,2017-03-25
28,300413,2016,2017-04-21
29,002812,2016,2017-03-31
30,300432,2016,2017-04-26
31,603737,2016,2017-04-10
32,600312,2016,2017-03-23
33,600515,2016,2017-04-15
34,002407,2016,2017-03-08
35,601811,2016,2017-03-30
36,300393,2016,2017-04-14
37,601128,2016,2017-03-31
38,000158,2016,2017-04-29
39,600416,2016,2017-03-30
40,601163,2016,2017-04-24
41,002373,2016,2017-04-27
42,002821,2016,2017-03-30
43,601900,2016,2017-04-06
44,603986,2016,2017-04-11
45,600977,2016,2017-04-28
46,603515,2016,2017-04-18
47,002791,2016,2017-04-24
48,603338,2016,2017-02-28
49,300373,2016,2017-03-29
50,000881,2016,2017-04-12
51,002573,2016,2017-04-27
52,000686,2016,2017-04-29
53,603160,2016,2017-04-08
54,000923,2016,2017-04-26
55,603313,2016,2017-04-22
56,600856,2016,2017-04-22
57,002815,2016,2017-03-10
58,300482,2016,2017-03-08
59,000544,2016,2017-04-19
60,600872,2016,2017-04-22
61,603569,2016,2017-04-18
62,603929,2016,2017-03-28
