number,security_code,as_of_year,cutoff_notice
1,300111,2010,2011-04-01
2,600199,2010,2011-04-29
3,600652,2010,2011-04-30
4,002442,2010,2011-03-28
5,600831,2010,2011-04-22
6,002378,2010,2011-04-19
7,002480,2010,2011-04-07
8,600791,2010,2011-04-21
9,002420,2010,2011-03-31
10,002483,2010,2011-03-26
11,601890,2010,2011-04-22
12,002220,2010,2011-04-30
13,002413,2010,2011-03-29
14,002165,2010,2011-04-27
15,000809,2010,2011-03-19
16,002455,2010,2011-03-29
17,002343,2010,2011-04-19
18,002393,2010,2011-03-15
19,300039,2010,2011-03-30
20,002362,2010,2011-03-18
21,600806,2010,2011-04-30
22,600354,2010,2011-04-15
23,300147,2010,2011-03-07
24,002355,2010,2011-04-21
25,002500,2010,2011-04-15
26,002283,2010,2011-01-31
27,002342,2010,2011-03-05
28,002521,2010,2011-03-28
29,002118,2010,2011-03-30
30,002526,2010,2011-03-29
31,300094,2010,2011-04-20
32,600721,2010,2011-04-29
33,601007,2010,2011-03-17
34,002485,2010,2011-04-20
35,002054,2010,2011-04-26
36,002418,2010,2011-03-22
37,002290,2010,2011-03-16
38,300135,2010,2011-04-19
39,002109,2010,2011-03-18
40,002406,2010,2011-03-29
41,300077,2010,2011-03-15
42,002527,2010,2011-04-12
43,000606,2010,2011-03-04
44,300134,2010,2011-01-29
45,600159,2010,2011-04-22
46,000978,2010,2011-03-31
47,000886,2010,2011-04-27
48,000573,2010,2011-04-16
49,600638,2010,2011-03-12
50,600505,2010,2011-03-15
