number,security_code,as_of_year,cutoff_notice
1,603728,2017,2018-04-12
2,002905,2017,2018-04-12
3,002900,2017,2018-04-04
4,603626,2017,2018-02-13
5,300726,2017,2018-04-20
6,300395,2017,2018-04-17
7,300457,2017,2018-04-24
8,300732,2017,2018-04-18
9,603359,2017,2018-04-20
10,603768,2017,2018-03-28
11,603757,2017,2018-03-30
12,603933,2017,2018-03-29
13,300599,2017,2018-04-25
14,600163,2017,2018-03-30
15,600382,2017,2018-03-30
16,603329,2017,2018-04-26
17,603848,2017,2018-04-16
18,000662,2017,2018-03-29
19,002238,2017,2018-03-30
20,300377,2017,2018-04-25
21,603178,2017,2018-03-28
22,002562,2017,2018-04-20
23,002445,2017,2018-04-26
24,300427,2017,2018-03-30
25,603557,2017,2018-04-25
26,300398,2017,2018-03-16
27,002902,2017,2018-03-27
28,603856,2017,2018-04-19
29,603928,2017,2018-03-31
30,603586,2017,2018-04-14
31,603106,2017,2018-04-17
32,600756,2017,2018-03-28
33,300338,2017,2018-04-20
34,603017,2017,2018-04-26
35,002859,2017,2018-02-27
36,300444,2017,2018-04-18
37,300690,2017,2018-03-20
38,002323,2017,2018-04-26
39,603677,2017,2018-03-13
40,600844,2017,2018-02-26
41,300511,2017,2018-03-15
42,002875,2017,2018-03-27
43,300506,2017,2018-04-27
44,603726,2017,2018-03-27
45,603788,2017,2018-03-31
46,002530,2017,2018-04-23
47,603007,2017,2018-03-27
48,600055,2017,2018-04-28
49,300434,2017,2018-04-20
50,300425,2017,2018-04-25
51,603339,2017,2018-04-17
52,603648,2017,2018-03-05
53,603758,2017,2018-01-25
54,300016,2017,2018-02-28
55,002880,2017,2018-03-30
56,300311,2017,2018-04-24
57,300430,2017,2018-04-03
58,300543,2017,2018-04-25
