number,security_code,as_of_year,cutoff_notice
1,000778,2025,2026-04-10
2,000933,2025,2026-03-24
3,000792,2025,2026-03-31
4,002142,2025,2026-04-25
5,002152,2025,2026-03-28
6,002022,2025,2026-04-17
7,002153,2025,2026-03-26
8,000887,2025,2026-04-29
9,002223,2025,2026-04-25
10,002063,2025,2026-04-25
11,000333,2025,2026-03-31
12,001389,2025,2026-02-28
