trade_date,security_code,security_name,exchange,quality_tier,quality_tier_label,quality_score,pool_layer,fair_price_low,fair_price_high,band_position,margin_of_safety,model_intrinsic_value,model_band_source,model_pv,hold_intrinsic_value,hold_band_source,hold_pv,strategy_tag,total_market_cap_bn,signal_state,review_frozen,note,gap_trading_days,gap_return,gap_max_vol_ratio,gap_max_vol_day,close,mark_close,mark_date,tradable,adjustment_basis,amount,ma20,ma60,amount_ma20,data_source,screened_at_utc
2026-09-21,600519,贵州茅台,SSE,L1,L1,90.15,core,536.40,655.60,越带顶+91%,,596.0038,模型带·2026-06-30,2.1016,,,,A-现金流复利型,1613.7050,ok,,,,,,,1252.57,1252.57,2026-09-21,True,2026-09-21,3135910045.0,1289.191,1283.6467,3071540832.2,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600519&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,000333,美的集团,SZSE,L2,L2,78.1,core,52.83,64.57,越带顶+25%,,58.7034,模型带·2026-06-30,1.3781,,,,A-现金流复利型,656.2600,ok,,,,,,,80.9,80.9,2026-09-21,True,2026-09-21,5036101955.21,86.089,84.0897,1932577797.254,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.000333&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,603288,海天味业,SSE,L2,L2,78.0,core,11.86,14.50,越带顶+133%,,13.1807,模型带·2026-06-30,2.5666,,,,A-现金流复利型,201.0420,ok,,,,,,,33.83,33.83,2026-09-21,True,2026-09-21,481986645.0,34.2275,35.2452,519749623.7,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603288&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,603195,公牛集团,SSE,L2,L2,76.55,core,20.34,24.86,越带顶+53%,,22.5982,模型带·2026-06-30,1.6807,,,,A-现金流复利型,69.9560,ok,,,,,,,37.98,37.98,2026-09-21,True,2026-09-21,80947116.0,38.817,39.175,122851355.25,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603195&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:43+00:00
2026-09-21,601899,紫金矿业,SSE,L2,L2,74.4,core,24.85,30.37,越带顶+3%,,27.609,模型带·2026-06-30,1.1337,,,,F-资源NAV型,914.7210,ok,,,,,,,31.3,31.3,2026-09-21,True,2026-09-21,3550155733.0,33.0795,31.4605,6921552773.8,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601899&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:43+00:00
2026-09-21,600900,长江电力,SSE,L1,L1,87.1,core,17.84,21.81,越带顶+29%,,19.8247,模型带·2026-06-30,1.4174,,,,K-稳态现金分配型,686.3340,ok,,,,,,,28.1,28.1,2026-09-21,True,2026-09-21,1873572929.0,28.27,28.0337,2502592667.55,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600900&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,601088,中国神华,SSE,L1,L1,77.7,core,25.83,31.57,越带顶+48%,,28.7031,模型带·2026-06-30,1.6305,,,,F-资源NAV型,1026.5610,ok,,,,,,,46.8,46.8,2026-09-21,True,2026-09-21,796259782.0,47.285,44.918,1179645033.1,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601088&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,600938,中国海油,SSE,L2,L2,76.5,core,34.56,42.24,低于带底-3%,0.1449,38.3987,模型带·2026-06-30,0.8735,,,,F-资源NAV型,1624.5740,ok,,,,,,,33.54,33.54,2026-09-21,True,2026-09-21,1729752819.0,33.6775,31.7752,1532775974.7,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600938&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:43+00:00
2026-09-21,300308,中际旭创,SZSE,L2,L2,67.55,core,80.57,98.47,越带顶+856%,,89.5193,模型带·2026-06-30,10.5117,,,,D-产业链爆发/关键瓶颈型,1070.6020,ok,,,,,,,941.0,941.0,2026-09-21,True,2026-09-21,19815564601.89,875.802,972.804,22575875824.8445,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300308&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:44+00:00
2026-09-21,002371,北方华创,SZSE,L1,L1,80.1,core,110.05,134.51,越带顶+403%,,122.2807,模型带·2026-06-30,5.5333,,,,D-产业链爆发/关键瓶颈型,469.0850,ok,,,,,,,676.61,676.61,2026-09-21,True,2026-09-21,4026658600.91,666.417,724.6096,4462352626.117,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002371&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260921&lmt=1000,2026-09-21T07:26:42+00:00
