number,security_code,as_of_year,cutoff_notice
1,300790,2019,2020-04-15
2,300776,2019,2020-04-28
3,300715,2019,2020-04-23
4,688007,2019,2020-04-29
5,300788,2019,2020-03-27
6,002949,2019,2020-04-17
7,300595,2019,2020-04-10
8,688023,2019,2020-04-15
9,300725,2019,2020-03-31
10,300587,2019,2020-04-24
11,603700,2019,2020-04-10
12,603530,2019,2020-04-28
13,000755,2019,2020-04-10
14,300593,2019,2020-04-29
15,688003,2019,2020-04-18
16,603309,2019,2020-04-14
17,300770,2019,2020-04-18
18,603332,2019,2020-04-28
19,603662,2019,2020-04-28
20,300483,2019,2020-03-17
21,603859,2019,2020-04-24
22,688101,2019,2020-04-10
23,300785,2019,2020-04-15
24,603416,2019,2020-04-22
25,300792,2019,2020-04-25
26,300462,2019,2020-04-27
27,603356,2019,2020-04-28
28,603956,2019,2020-04-21
29,603817,2019,2020-04-10
30,603739,2019,2020-04-29
31,688166,2019,2020-04-10
32,300659,2019,2020-04-01
33,300771,2019,2020-03-24
34,002587,2019,2020-04-28
35,002942,2019,2020-04-23
36,603697,2019,2020-04-29
37,300768,2019,2020-04-21
38,688123,2019,2020-04-17
39,300685,2019,2020-04-14
40,300272,2019,2020-04-28
41,300797,2019,2020-04-21
42,603685,2019,2020-04-22
43,603068,2019,2020-04-10
44,002222,2019,2020-04-18
45,300474,2019,2020-04-24
46,002864,2019,2020-04-21
47,300286,2019,2020-03-13
48,002790,2019,2020-04-21
49,002214,2019,2020-04-23
50,688030,2019,2020-04-22
51,688369,2019,2020-04-21
52,603258,2019,2020-04-20
53,300590,2019,2020-04-28
54,002945,2019,2020-04-20
55,688033,2019,2020-04-29
56,300192,2019,2020-04-28
57,300200,2019,2020-04-25
58,688088,2019,2020-04-28
59,300800,2019,2020-04-08
60,603183,2019,2020-04-16
