number,security_code,as_of_year,cutoff_notice
1,002007,2011,2012-04-12
2,601877,2011,2012-03-03
3,300124,2011,2012-03-27
4,002422,2011,2012-03-27
5,002508,2011,2012-03-13
6,601126,2011,2012-04-06
7,002334,2011,2012-03-22
8,002454,2011,2012-04-13
9,002405,2011,2012-03-08
10,300077,2011,2012-03-19
11,300134,2011,2012-04-18
