number,security_code,as_of_year,cutoff_notice
1,688120,2022,2023-04-25
2,603067,2022,2023-03-31
3,688114,2022,2023-04-25
4,000831,2022,2023-04-29
5,301060,2022,2023-04-27
6,301327,2022,2023-04-15
7,301267,2022,2023-04-24
8,603150,2022,2023-04-12
9,001339,2022,2023-04-28
10,301268,2022,2023-03-31
11,688669,2022,2023-03-28
12,300041,2022,2023-04-18
13,002158,2022,2023-04-28
14,000155,2022,2023-03-31
15,688225,2022,2023-04-28
16,603057,2022,2023-04-22
17,688375,2022,2023-04-12
18,300121,2022,2023-04-25
19,300910,2022,2023-04-07
20,601089,2022,2023-04-18
21,688162,2022,2023-04-21
22,601882,2022,2023-03-21
23,301037,2022,2023-04-27
24,300196,2022,2023-04-11
25,600731,2022,2023-04-25
26,001269,2022,2023-03-31
27,603201,2022,2023-04-11
28,000510,2022,2023-04-08
29,002819,2022,2023-04-12
30,001208,2022,2023-04-28
31,002192,2022,2023-03-28
32,603163,2022,2023-04-08
33,301356,2022,2023-04-25
34,603170,2022,2023-04-11
35,688697,2022,2023-04-15
36,301004,2022,2023-04-26
37,300533,2022,2023-04-21
38,301109,2022,2023-04-25
39,301239,2022,2023-04-26
40,688119,2022,2023-04-21
41,603237,2022,2023-04-29
42,301223,2022,2023-04-24
43,301207,2022,2023-03-30
44,603235,2022,2023-04-22
45,603130,2022,2023-04-18
46,301171,2022,2023-04-28
47,603070,2022,2023-04-19
48,688639,2022,2023-04-26
49,301031,2022,2023-04-26
50,301377,2022,2023-04-15
51,301330,2022,2023-04-28
52,301139,2022,2023-04-26
53,300343,2022,2023-04-22
54,603215,2022,2023-04-25
55,301127,2022,2023-03-16
56,688295,2022,2023-03-22
57,002810,2022,2023-04-26
58,688190,2022,2023-03-31
59,301335,2022,2023-04-18
60,300990,2022,2023-04-26
