number,security_code,as_of_year,cutoff_notice
1,002236,2012,2013-03-18
2,600298,2012,2013-03-21
3,002310,2012,2013-04-18
4,600403,2012,2013-04-12
5,002153,2012,2013-03-30
6,002029,2012,2013-04-03
7,300039,2012,2013-03-19
8,601908,2012,2013-03-28
9,002612,2012,2013-03-15
10,300251,2012,2013-03-08
11,601566,2012,2013-04-19
12,002646,2012,2013-04-23
13,002623,2012,2013-04-24
