number,security_code,as_of_year,cutoff_notice
1,000911,2020,2021-03-31
2,601222,2020,2021-04-23
3,300418,2020,2021-04-28
4,603678,2020,2021-04-28
5,002414,2020,2021-04-29
6,603313,2020,2021-04-30
7,300482,2020,2021-03-31
8,600846,2020,2021-04-30
9,603707,2020,2021-04-27
10,002838,2020,2021-03-26
11,603505,2020,2021-03-19
12,601975,2020,2021-03-26
