number,security_code,as_of_year,cutoff_notice
1,600267,2022,2023-03-31
2,002011,2022,2023-04-22
3,601567,2022,2023-04-27
4,002756,2022,2023-03-21
5,002407,2022,2023-03-23
6,603659,2022,2023-03-28
7,002709,2022,2023-04-11
8,300073,2022,2023-04-10
9,300390,2022,2023-03-29
10,301035,2022,2023-03-25
11,603077,2022,2023-02-21
12,002240,2022,2023-03-07
