review_batch_id,security_code,security_name,listed_company_name,exchange,cninfo_org_id,annual_report_title,annual_report_source_url,annual_report_fallback_pdf_url,current_report_title,current_report_source_url,current_report_fallback_pdf_url,official_disclosure_page,research_report_title,research_report_org,research_reporter,research_report_publish_date,research_report_source_url,research_report_info_code,source_fetched_at_utc
batch-001,300750,宁德时代,宁德时代,SZSE,GD165627,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225002214&announceTime=1773072000000,https://www.cninfo.com.cn/finalpage/2026-03-10/1225002214.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225107946&announceTime=1776268800000,https://www.cninfo.com.cn/finalpage/2026-04-16/1225107946.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300750,技术发布会简析：技术迭代驱动多维增长，补能生态加速布局,交银国际证券有限公司,"李柳晓,陈庆",2026-04-23 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604231821483907_1.pdf,AP202604231821483907,2026-06-14T00:00:00+00:00
batch-001,601899,紫金矿业,紫金矿业集团股份有限公司,SSE,9900004143,紫金矿业集团股份有限公司2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225023658&announceTime=1774022400000,https://www.cninfo.com.cn/finalpage/2026-03-21/1225023658.PDF,紫金矿业集团股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225141507&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225141507.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=601899,季度利润再创新高，碳酸锂利润开始释放,中邮证券有限责任公司,"李帅华,杨丰源",2026-04-28 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604281821712104_1.pdf,AP202604281821712104,2026-06-14T00:00:00+00:00
batch-001,002371,北方华创,北方华创,SZSE,9900006137,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225122918&announceTime=1776441600000,https://www.cninfo.com.cn/finalpage/2026-04-18/1225122918.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225259650&announceTime=1777478400000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225259650.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=002371,营收持续高增长，毛利率1Q26反弹,交银国际证券有限公司,"王大卫,童钰枫",2026-05-06 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605061821983893_1.pdf,AP202605061821983893,2026-06-14T00:00:00+00:00
batch-001,600036,招商银行,招商银行股份有限公司,SSE,gssh0600036,招商银行股份有限公司2025年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225047590&announceTime=1774627200000,https://www.cninfo.com.cn/finalpage/2026-03-28/1225047590.PDF,招商银行股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225231394&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225231394.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=600036,公司简评报告：息差下行趋缓，出清弹性渐显,东海证券股份有限公司,王鸿行,2026-05-05 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605051821966955_1.pdf,AP202605051821966955,2026-06-14T00:00:00+00:00
batch-001,688120,华海清科,华海清科股份有限公司,SSE,9900044315,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225156951&announceTime=1776873600000,https://www.cninfo.com.cn/finalpage/2026-04-23/1225156951.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225157053&announceTime=1776873600000,https://www.cninfo.com.cn/finalpage/2026-04-23/1225157053.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688120,公司深度报告：先进CMP设备放量突破，平台化战略引领协同发展,东海证券股份有限公司,"方霁,董经纬",2026-05-08 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605081822070778_1.pdf,AP202605081822070778,2026-06-14T00:00:00+00:00
batch-001,688012,中微公司,中微半导体设备(上海)股份有限公司,SSE,9900038991,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225062431&announceTime=1774886400000,https://www.cninfo.com.cn/finalpage/2026-03-31/1225062431.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225215453&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225215453.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688012,攀登勇者，志在巅峰,中邮证券有限责任公司,"吴文吉,翟一梦",2026-06-12 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202606121823507342_1.pdf,AP202606121823507342,2026-06-14T00:00:00+00:00
batch-001,000333,美的集团,美的集团,SZSE,9900005965,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225065145&announceTime=1774886400000,https://www.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225259066&announceTime=1777478400000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225259066.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=000333,稳步推进ToB业务与全球化，迈向技术驱动的全球工业科技集团,交银国际证券有限公司,肖凯希,2026-05-12 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605121822200727_1.pdf,AP202605121822200727,2026-06-14T00:00:00+00:00
batch-001,600519,贵州茅台,贵州茅台酒股份有限公司,SSE,gssh0600519,贵州茅台2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225114741&announceTime=1776355200000,https://www.cninfo.com.cn/finalpage/2026-04-17/1225114741.PDF,贵州茅台2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225187851&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225187851.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=600519,2025年年报及2026年一季报点评：顺势出清舒缓压力巩固优势稳健前行,诚通证券股份有限公司,陈文倩,2026-05-25 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605251822844635_1.pdf,AP202605251822844635,2026-06-14T00:00:00+00:00
batch-001,000858,五 粮 液,五 粮 液,SZSE,gssz0000858,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225273091&announceTime=1777544425000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225273091.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225273099&announceTime=1777544426000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225273099.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=000858,谨慎原则下收入再梳理，动销保障经营基本盘、高股息保障股东回报,中邮证券有限责任公司,"蔡雪昱,张子健",2026-05-06 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605061821983759_1.pdf,AP202605061821983759,2026-06-14T00:00:00+00:00
batch-001,688778,厦钨新能,厦门厦钨新能源材料股份有限公司,SSE,9900046057,厦门厦钨新能源材料股份有限公司2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225146590&announceTime=1776873600000,https://www.cninfo.com.cn/finalpage/2026-04-23/1225146590.PDF,厦门厦钨新能源材料股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225146584&announceTime=1776873600000,https://www.cninfo.com.cn/finalpage/2026-04-23/1225146584.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688778,2026Q1季报点评：聚焦高端产品量利双升，布局各类前沿技术,东吴证券股份有限公司,"曾朵红,阮巧燕,岳斯瑶",2026-04-23 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604231821498197_1.pdf,AP202604231821498197,2026-06-14T00:00:00+00:00
batch-001,600312,平高电气,河南平高电气股份有限公司,SSE,gssh0600312,河南平高电气股份有限公司2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225093676&announceTime=1775836800000,https://www.cninfo.com.cn/finalpage/2026-04-11/1225093676.PDF,河南平高电气股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225134836&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225134836.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=600312,2026年一季报点评：业绩符合市场预期，业绩&订单增长共振,东吴证券股份有限公司,"曾朵红,司鑫尧",2026-04-22 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604221821433034_1.pdf,AP202604221821433034,2026-06-14T00:00:00+00:00
batch-001,601179,中国西电,中国西电电气股份有限公司,SSE,9900010350,中国西电2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225094842&announceTime=1775836800000,https://www.cninfo.com.cn/finalpage/2026-04-11/1225094842.PDF,中国西电2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225200541&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225200541.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=601179,2025年年报点评：业绩符合市场预期，盈利能力稳步提升,东吴证券股份有限公司,"曾朵红,司鑫尧",2026-04-14 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604141821199895_1.pdf,AP202604141821199895,2026-06-14T00:00:00+00:00
batch-001,600703,三安光电,三安光电股份有限公司,SSE,gssh0600703,三安光电股份有限公司2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225193540&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225193540.PDF,三安光电股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225193500&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225193500.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=600703,,,,,,,2026-06-14T00:00:00+00:00
batch-001,300019,硅宝科技,硅宝科技,SZSE,9900008407,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225041269&announceTime=1774627200000,https://www.cninfo.com.cn/finalpage/2026-03-28/1225041269.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225128193&announceTime=1776700800000,https://www.cninfo.com.cn/finalpage/2026-04-21/1225128193.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300019,公司信息更新报告：工业胶、热熔胶营收高增，盈利能力短期承压,开源证券股份有限公司,"金益腾,徐正凤",2026-04-21 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604211821379481_1.pdf,AP202604211821379481,2026-06-14T00:00:00+00:00
