review_batch_id,security_code,security_name,listed_company_name,exchange,cninfo_org_id,annual_report_title,annual_report_source_url,annual_report_fallback_pdf_url,current_report_title,current_report_source_url,current_report_fallback_pdf_url,official_disclosure_page,research_report_title,research_report_org,research_reporter,research_report_publish_date,research_report_source_url,research_report_info_code,source_fetched_at_utc
batch-011,003028,振邦智能,振邦智能,SZSE,9900039781,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225062663&announceTime=1774886400000,https://www.cninfo.com.cn/finalpage/2026-03-31/1225062663.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225200473&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225200473.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=003028,,,,,,,2026-06-14T00:00:00+00:00
batch-011,920682,球冠电缆,球冠电缆,BSE,gfbj0834682,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225067838&announceTime=1774886400000,https://www.cninfo.com.cn/finalpage/2026-03-31/1225067838.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225267116&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225267116.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=920682,2026电网资本开支瞄准特高压主网架等，海底及机器人电缆技术突破,开源证券股份有限公司,"诸海滨,余中天",2026-04-21 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604211821379476_1.pdf,AP202604211821379476,2026-06-14T00:00:00+00:00
batch-011,920225,利通科技,利通科技,BSE,gfbj0832225,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225058334&announceTime=1774800000000,https://www.cninfo.com.cn/finalpage/2026-03-30/1225058334.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225198818&announceTime=1777219200000,https://www.cninfo.com.cn/finalpage/2026-04-27/1225198818.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=920225,北交所信息更新：冷等静压设备2026年有望实现放量，温等静压设备已进入总装尾声,开源证券股份有限公司,诸海滨,2026-04-06 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604061821030458_1.pdf,AP202604061821030458,2026-06-14T00:00:00+00:00
batch-011,301609,山大电力,山大电力,SZSE,gfbj0872972,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225199328&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225199328.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225199338&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225199338.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=301609,新股覆盖研究：山大电力,华金证券股份有限公司,李蕙,2025-07-06 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202507061704161892_1.pdf,AP202507061704161892,2026-06-14T00:00:00+00:00
batch-011,920037,广信科技,广信科技,BSE,gfbj0430447,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225061743&announceTime=1774800000000,https://www.cninfo.com.cn/finalpage/2026-03-30/1225061743.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225224427&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225224427.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=920037,2026一季报点评：Q1持续快速增长，产能释放助力26年业绩高增,东吴证券股份有限公司,"朱洁羽,曾朵红,余慧勇",2026-05-07 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605071822039960_1.pdf,AP202605071822039960,2026-06-14T00:00:00+00:00
batch-011,688080,映翰通,北京映翰通网络技术股份有限公司,SSE,gfbj0430642,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225141778&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225141778.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225141723&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225141723.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688080,2025半年报点评：全球化与产品矩阵共振，公司增长动能稳健,西南证券股份有限公司,叶泽佑,2025-09-02 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202509021738059602_1.pdf,AP202509021738059602,2026-06-14T00:00:00+00:00
batch-011,688517,金冠电气,金冠电气股份有限公司,SSE,9900041524,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225171583&announceTime=1776960000000,https://www.cninfo.com.cn/finalpage/2026-04-24/1225171583.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225171545&announceTime=1776960000000,https://www.cninfo.com.cn/finalpage/2026-04-24/1225171545.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688517,电网投资规模持续扩容，公司业绩有望改善,西南证券股份有限公司,胡光怿,2026-06-05 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202606051823293295_1.pdf,AP202606051823293295,2026-06-14T00:00:00+00:00
batch-011,605162,新中港,浙江新中港热电股份有限公司,SSE,9900039948,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225178413&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225178413.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225178370&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225178370.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=605162,,,,,,,2026-06-14T00:00:00+00:00
batch-011,688390,固德威,固德威技术股份有限公司,SSE,gfbj0835209,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225238488&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225238488.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225238610&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225238610.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688390,25年报及26年一季报点评：汇兑及确收节奏影响Q1业绩，Q2环比有望翻倍，全年持续高增,东吴证券股份有限公司,"曾朵红,郭亚男,余慧勇,胡隽颖",2026-05-10 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605101822125025_1.pdf,AP202605101822125025,2026-06-14T00:00:00+00:00
batch-011,688597,煜邦电力,北京煜邦电力技术股份有限公司,SSE,9900035311,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225194426&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225194426.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225194442&announceTime=1777046400000,https://www.cninfo.com.cn/finalpage/2026-04-25/1225194442.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688597,从电网设备制造转型为综合能源服务，静待业绩改善,西南证券股份有限公司,胡光怿,2025-11-12 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202511121780019138_1.pdf,AP202511121780019138,2026-06-14T00:00:00+00:00
