number,security_code,as_of_year,cutoff_notice
1,601618,2010,2011-04-01
2,002475,2010,2011-03-18
3,002493,2010,2011-02-26
4,000906,2010,2011-04-08
5,601117,2010,2011-04-22
6,600998,2010,2011-04-26
7,601818,2010,2011-04-12
8,000703,2010,2011-02-18
9,000656,2010,2011-03-08
10,000701,2010,2011-04-06
11,600340,2010,2011-04-22
12,601299,2010,2011-04-08
13,002416,2010,2011-04-19
14,601933,2010,2011-03-30
15,002415,2010,2011-03-19
16,600335,2010,2011-02-22
17,000671,2010,2011-04-28
18,002459,2010,2011-04-16
19,600376,2010,2011-03-17
20,600487,2010,2011-03-12
21,601877,2010,2011-04-20
22,002468,2010,2011-03-08
23,300122,2010,2011-03-09
24,000059,2010,2011-03-22
25,300124,2010,2011-03-23
26,000768,2010,2011-03-08
27,600111,2010,2011-04-07
28,601717,2010,2011-03-30
29,000415,2010,2011-02-22
30,601688,2010,2011-04-16
31,600295,2010,2011-03-29
32,300118,2010,2011-02-23
33,002408,2010,2011-03-31
34,002236,2010,2011-04-26
35,002271,2010,2011-04-23
36,002385,2010,2011-04-19
37,601018,2010,2011-04-21
38,600869,2010,2011-03-03
39,601718,2010,2011-04-22
40,002302,2010,2011-02-26
41,600657,2010,2011-03-19
42,601106,2010,2011-04-29
43,601179,2010,2011-04-28
44,002386,2010,2011-04-19
45,000883,2010,2011-04-30
46,002429,2010,2011-04-28
47,000517,2010,2011-04-19
48,002422,2010,2011-03-07
49,600518,2010,2011-04-21
50,002400,2010,2011-02-28
51,002533,2010,2011-03-25
52,600480,2010,2011-04-15
53,002470,2010,2011-03-22
54,600637,2010,2011-03-31
55,002419,2010,2011-02-26
