number,security_code,as_of_year,cutoff_notice
1,300856,2020,2021-04-17
2,300346,2020,2021-04-22
3,300867,2020,2021-04-22
4,300894,2020,2021-04-21
5,002978,2020,2021-03-31
6,002991,2020,2021-04-15
7,688301,2020,2021-03-25
8,605188,2020,2021-04-28
9,000788,2020,2021-04-21
10,688188,2020,2021-03-11
11,688133,2020,2021-04-28
12,603439,2020,2021-04-28
13,688536,2020,2021-04-28
14,003016,2020,2021-04-28
15,000976,2020,2021-04-30
16,603551,2020,2021-04-27
17,605179,2020,2021-04-16
18,002979,2020,2021-04-07
19,002975,2020,2021-04-20
20,300873,2020,2021-03-03
21,003019,2020,2021-04-13
22,605199,2020,2021-04-17
23,605183,2020,2021-04-28
24,605116,2020,2021-04-20
25,688550,2020,2021-04-12
26,603950,2020,2021-03-23
27,688202,2020,2021-04-16
28,300892,2020,2021-04-23
29,002919,2020,2021-04-29
30,603319,2020,2021-04-21
31,300913,2020,2021-04-23
32,300903,2020,2021-03-25
33,605100,2020,2021-04-16
34,300841,2020,2021-04-20
35,605299,2020,2021-04-08
36,002930,2020,2021-04-23
37,688136,2020,2021-04-26
38,688065,2020,2021-03-30
39,605369,2020,2021-03-08
40,605018,2020,2021-04-27
41,603797,2020,2021-04-23
42,300869,2020,2021-04-16
43,000955,2020,2021-04-27
44,003001,2020,2021-04-08
45,688513,2020,2021-03-30
46,300758,2020,2021-04-22
47,300095,2020,2021-04-24
48,003002,2020,2021-04-23
49,605108,2020,2021-04-16
50,003023,2020,2021-04-20
51,300911,2020,2021-04-21
52,605288,2020,2021-04-28
53,688686,2020,2021-04-15
54,605151,2020,2021-04-28
55,002990,2020,2021-04-26
56,003021,2020,2021-03-30
57,300503,2020,2021-04-30
58,300684,2020,2021-04-23
59,688389,2020,2021-02-19
60,688505,2020,2021-03-26
