number,security_code,as_of_year,cutoff_notice
1,601728,2021,2022-03-18
2,601868,2021,2022-03-30
3,600916,2021,2022-04-11
4,603071,2021,2022-04-19
5,688819,2021,2022-03-31
6,300308,2021,2022-04-25
7,600927,2021,2022-04-27
8,688303,2021,2022-03-16
9,688005,2021,2022-03-30
10,600905,2021,2022-04-28
11,605599,2021,2022-04-27
12,688778,2021,2022-01-26
13,688187,2021,2022-03-30
14,301039,2021,2022-03-25
15,601825,2021,2022-04-30
16,605090,2021,2022-04-13
17,603529,2021,2022-04-16
18,300979,2021,2022-04-08
19,601156,2021,2022-04-12
20,688660,2021,2022-03-29
21,600884,2021,2022-04-20
22,300073,2021,2022-03-31
23,605499,2021,2022-02-28
24,688779,2021,2022-03-30
25,301090,2021,2022-04-11
26,300390,2021,2022-02-08
27,600378,2021,2022-04-20
28,600707,2021,2022-04-20
29,601963,2021,2022-04-01
30,301035,2021,2022-03-31
31,688772,2021,2022-04-19
32,000988,2021,2022-03-30
33,601665,2021,2022-04-29
34,603077,2021,2022-03-15
35,002135,2021,2022-04-12
36,000505,2021,2022-03-31
37,000990,2021,2022-04-20
38,688012,2021,2022-03-31
39,603836,2021,2022-04-21
40,605117,2021,2022-04-21
41,002240,2021,2022-03-29
42,601921,2021,2022-04-27
43,600116,2021,2022-04-28
44,605589,2021,2022-04-19
45,603093,2021,2022-03-15
46,600536,2021,2022-04-19
47,301017,2021,2022-04-28
48,301078,2021,2022-04-28
49,688425,2021,2022-03-31
50,300037,2021,2022-03-29
51,600955,2021,2022-03-02
52,688183,2021,2022-03-25
53,688516,2021,2022-04-15
54,003038,2021,2022-02-25
55,002645,2021,2022-04-19
56,000756,2021,2022-03-31
57,301015,2021,2022-04-26
58,003037,2021,2022-04-28
59,600746,2021,2022-03-15
60,002986,2021,2022-04-09
