number,security_code,as_of_year,cutoff_notice
1,002594,2011,2012-03-26
2,601288,2011,2012-03-23
3,601669,2011,2012-04-20
4,601633,2011,2012-03-17
5,601336,2011,2012-03-29
6,600039,2011,2012-03-28
7,601992,2011,2012-03-29
8,601233,2011,2012-02-22
9,600502,2011,2012-04-30
10,300274,2011,2012-02-28
11,601258,2011,2012-04-12
12,300058,2011,2012-03-01
13,300207,2011,2012-04-19
14,002155,2011,2012-03-27
15,600623,2011,2012-03-30
16,002648,2011,2012-04-06
17,601118,2011,2012-04-28
18,002371,2011,2012-02-10
19,600575,2011,2012-04-30
20,002608,2011,2012-04-13
21,601058,2011,2012-04-27
22,600157,2011,2012-03-23
23,600578,2011,2012-03-16
24,601677,2011,2012-04-20
25,002589,2011,2012-04-25
26,000732,2011,2012-03-29
27,600873,2011,2012-02-24
28,002230,2011,2012-04-06
29,002567,2011,2012-03-28
30,601216,2011,2012-04-05
31,000062,2011,2012-03-17
32,002541,2011,2012-03-06
33,002266,2011,2012-04-17
34,600259,2011,2012-04-27
35,601789,2011,2012-03-21
36,300072,2011,2012-03-20
37,601886,2011,2012-03-27
38,300104,2011,2012-04-30
39,002539,2011,2012-02-28
40,600458,2011,2012-03-09
41,601137,2011,2012-04-10
42,000887,2011,2012-04-24
43,600881,2011,2012-04-28
44,002563,2011,2012-04-12
45,600705,2011,2012-02-10
46,002556,2011,2012-04-17
47,002217,2011,2012-03-29
48,002503,2011,2012-04-25
49,600392,2011,2012-04-28
50,600397,2011,2012-03-28
51,601311,2011,2012-04-11
52,600580,2011,2012-04-07
53,601636,2011,2012-04-07
54,601799,2011,2012-02-27
55,601567,2011,2012-04-24
