number,security_code,as_of_year,cutoff_notice
1,300820,2021,2022-04-26
2,003033,2021,2022-04-27
3,300613,2021,2022-04-15
4,605488,2021,2022-03-31
5,605366,2021,2022-04-22
6,300951,2021,2022-04-23
7,600696,2021,2022-04-26
8,605338,2021,2022-04-09
9,605259,2021,2022-04-28
10,300481,2021,2022-03-31
11,300814,2021,2022-04-28
12,301085,2021,2022-04-22
13,001206,2021,2022-04-26
14,603759,2021,2022-04-12
15,603216,2021,2022-04-25
16,688799,2021,2022-03-29
17,688285,2021,2022-03-23
18,001215,2021,2022-04-29
19,600774,2021,2022-03-31
20,688360,2021,2022-04-18
21,300848,2021,2022-03-15
22,002801,2021,2022-03-23
23,605337,2021,2022-04-19
24,605005,2021,2022-04-27
25,688598,2021,2022-02-26
26,605169,2021,2022-03-30
27,688687,2021,2022-04-21
28,003028,2021,2022-04-12
29,605588,2021,2022-04-26
30,001216,2021,2022-03-19
31,300671,2021,2022-04-19
32,688016,2021,2022-03-30
33,688200,2021,2022-02-26
34,301063,2021,2022-04-28
35,301179,2021,2022-03-18
36,603324,2021,2022-04-27
37,301180,2021,2022-04-27
38,300645,2021,2022-04-25
39,300843,2021,2022-04-27
40,300833,2021,2022-04-27
41,605055,2021,2022-04-28
42,603657,2021,2022-04-12
43,300959,2021,2022-04-26
44,001209,2021,2022-04-30
45,688151,2021,2022-03-29
46,688699,2021,2022-04-15
47,300976,2021,2022-04-27
48,301091,2021,2022-04-22
49,688236,2021,2022-03-29
50,300738,2021,2022-04-25
51,688383,2021,2022-04-26
52,688793,2021,2022-04-25
53,605378,2021,2022-04-28
54,301050,2021,2022-04-25
55,605566,2021,2022-04-30
56,688558,2021,2022-04-13
57,300213,2021,2022-04-22
58,301027,2021,2022-04-26
59,688110,2021,2022-04-23
60,603155,2021,2022-03-31
