trade_date,security_code,security_name,exchange,quality_tier,quality_tier_label,quality_score,pool_layer,fair_price_low,fair_price_high,band_position,margin_of_safety,model_intrinsic_value,model_band_source,model_pv,hold_intrinsic_value,hold_band_source,hold_pv,strategy_tag,total_market_cap_bn,signal_state,review_frozen,note,gap_trading_days,gap_return,gap_max_vol_ratio,gap_max_vol_day,close,mark_close,mark_date,tradable,adjustment_basis,amount,ma20,ma60,amount_ma20,data_source,screened_at_utc
2026-09-23,600519,贵州茅台,SSE,L1,L1,90.15,core,536.40,655.60,越带顶+91%,,596.0038,模型带·2026-06-30,2.0994,,,,A-现金流复利型,1565.8150,ok,,,,,,,1251.24,1251.24,2026-09-23,True,2026-09-23,3894630783.0,1284.103,1285.7557,3140884123.05,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600519&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:12+00:00
2026-09-23,000333,美的集团,SZSE,L2,L2,78.1,core,52.83,64.57,越带顶+28%,,58.7034,模型带·2026-06-30,1.4049,,,,A-现金流复利型,617.2200,ok,,,,,,,82.47,82.47,2026-09-23,True,2026-09-23,1402962202.63,85.6855,84.291,1974732798.158,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.000333&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:06+00:00
2026-09-23,603288,海天味业,SSE,L2,L2,78.0,core,11.86,14.50,越带顶+136%,,13.1807,模型带·2026-06-30,2.6,,,,A-现金流复利型,197.9410,ok,,,,,,,34.27,34.27,2026-09-23,True,2026-09-23,323115521.0,34.061,35.2772,517442451.8,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603288&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:12+00:00
2026-09-23,603195,公牛集团,SSE,L2,L2,76.55,core,20.34,24.86,越带顶+53%,,22.5982,模型带·2026-06-30,1.6829,,,,A-现金流复利型,68.4950,ok,,,,,,,38.03,38.03,2026-09-23,True,2026-09-23,81829979.0,38.595,39.1525,119981205.45,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603195&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:12+00:00
2026-09-23,601899,紫金矿业,SSE,L2,L2,74.4,core,24.85,30.37,越带顶+3%,,27.609,模型带·2026-06-30,1.1377,,,,F-资源NAV型,832.2890,ok,,,,,,,31.41,31.41,2026-09-23,True,2026-09-23,3240525743.0,32.813,31.684,6321100243.25,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601899&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:05+00:00
2026-09-23,600900,长江电力,SSE,L1,L1,87.1,core,17.84,21.81,越带顶+29%,,19.8247,模型带·2026-06-30,1.4164,,,,K-稳态现金分配型,687.5570,ok,,,,,,,28.08,28.08,2026-09-23,True,2026-09-23,2011921165.0,28.2525,28.1098,2473071581.75,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600900&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:12+00:00
2026-09-23,601088,中国神华,SSE,L1,L1,77.7,core,25.83,31.57,越带顶+50%,,28.7031,模型带·2026-06-30,1.6448,,,,F-资源NAV型,1015.0660,ok,,,,,,,47.21,47.21,2026-09-23,True,2026-09-23,627168313.0,47.2995,45.2223,1162533902.2,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601088&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:07+00:00
2026-09-23,600938,中国海油,SSE,L2,L2,76.5,core,34.56,42.24,低于带底-7%,0.1892,38.3987,模型带·2026-06-30,0.8409,,,,F-资源NAV型,1594.1550,ok,,,,,,,32.29,32.29,2026-09-23,True,2026-09-23,942026097.0,33.6045,31.978,1468271298.75,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600938&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:11+00:00
2026-09-23,300308,中际旭创,SZSE,L2,L2,67.55,core,80.57,98.47,越带顶+837%,,89.5193,模型带·2026-06-30,10.305,,,,D-产业链爆发/关键瓶颈型,1108.4130,ok,,,,,,,922.5,922.5,2026-09-23,True,2026-09-23,13680098682.07,883.468,962.0882,22195592364.0035,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300308&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:58:56+00:00
2026-09-23,002371,北方华创,SZSE,L1,L1,80.1,core,110.05,134.51,越带顶+397%,,122.2807,模型带·2026-06-30,5.4641,,,,D-产业链爆发/关键瓶颈型,491.0090,ok,,,,,,,668.15,668.15,2026-09-23,True,2026-09-23,2455113729.67,663.4155,716.6541,4145541895.3125,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002371&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260923&lmt=1000,2026-09-23T09:59:09+00:00
