number,security_code,as_of_year,cutoff_notice
1,300979,2022,2023-04-22
2,300957,2022,2023-03-30
3,001203,2022,2023-03-30
4,300973,2022,2023-04-28
5,301087,2022,2023-04-26
6,301061,2022,2023-04-20
7,300982,2022,2023-04-21
8,301050,2022,2023-04-26
9,301047,2022,2023-04-22
10,300983,2022,2023-04-26
11,300989,2022,2023-04-26
12,301075,2022,2023-04-25
