market_type,security_code,symbol,exchange,security_name,listed_company_name,industry,current_attention_class,current_quality_tier,current_quality_tier_label,current_strategy_tag,latest_report_date,latest_report_type,last_quality_review_date,queue_priority,queue_reasons,required_authoritative_sources,as_of,generated_at_utc
A_SHARE,002154,002154.SZ,SZSE,报 喜 鸟,报 喜 鸟,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002156,002156.SZ,SZSE,通富微电,通富微电,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002157,002157.SZ,SZSE,正邦科技,正邦科技,A 农林牧渔,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002159,002159.SZ,SZSE,三特索道,三特索道,N 公共环保,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002160,002160.SZ,SZSE,常铝股份,常铝股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002161,002161.SZ,SZSE,远 望 谷,远 望 谷,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002162,002162.SZ,SZSE,悦心健康,悦心健康,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-09,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002163,002163.SZ,SZSE,海南发展,海南发展,E 建筑业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002164,002164.SZ,SZSE,宁波东力,宁波东力,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002165,002165.SZ,SZSE,红 宝 丽,红 宝 丽,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002167,002167.SZ,SZSE,东方锆业,东方锆业,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002168,002168.SZ,SZSE,ST惠程,ST惠程,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002169,002169.SZ,SZSE,智光电气,智光电气,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002170,002170.SZ,SZSE,芭田股份,芭田股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002171,002171.SZ,SZSE,楚江新材,楚江新材,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002172,002172.SZ,SZSE,澳洋健康,澳洋健康,Q 卫生,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002173,002173.SZ,SZSE,创新医疗,创新医疗,Q 卫生,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002174,002174.SZ,SZSE,游族网络,游族网络,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002175,002175.SZ,SZSE,*ST东智,*ST东智,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002176,002176.SZ,SZSE,江特电机,江特电机,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002177,002177.SZ,SZSE,御银股份,御银股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-09,medium,boundary_pending_material_financial_change;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002178,002178.SZ,SZSE,延华智能,延华智能,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002180,002180.SZ,SZSE,奔图科技,奔图科技,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002181,002181.SZ,SZSE,粤 传 媒,粤 传 媒,L 商务服务,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002182,002182.SZ,SZSE,宝武镁业,宝武镁业,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002183,002183.SZ,SZSE,怡 亚 通,怡 亚 通,L 商务服务,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002184,002184.SZ,SZSE,海得控制,海得控制,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002185,002185.SZ,SZSE,华天科技,华天科技,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002187,002187.SZ,SZSE,广百股份,广百股份,F 批发零售,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002189,002189.SZ,SZSE,中光学,中光学,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002190,002190.SZ,SZSE,成飞集成,成飞集成,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002191,002191.SZ,SZSE,劲嘉股份,劲嘉股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002192,002192.SZ,SZSE,融捷股份,融捷股份,B 采矿业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002194,002194.SZ,SZSE,武汉凡谷,武汉凡谷,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002195,002195.SZ,SZSE,岩山科技,岩山科技,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002196,002196.SZ,SZSE,方正电机,方正电机,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002197,002197.SZ,SZSE,证通电子,证通电子,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002198,002198.SZ,SZSE,ST嘉应,ST嘉应,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;high_gross_margin;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002199,002199.SZ,SZSE,东晶电子,东晶电子,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002203,002203.SZ,SZSE,海亮股份,海亮股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002205,002205.SZ,SZSE,国统股份,国统股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002207,002207.SZ,SZSE,*ST准油,*ST准油,B 采矿业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002208,002208.SZ,SZSE,合肥城建,合肥城建,K 房地产,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002210,002210.SZ,SZSE,飞马国际,飞马国际,L 商务服务,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002211,002211.SZ,SZSE,ST宏达,ST宏达,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002212,002212.SZ,SZSE,天融信,天融信,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_gross_margin;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002213,002213.SZ,SZSE,大为股份,大为股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002214,002214.SZ,SZSE,大立科技,大立科技,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002217,002217.SZ,SZSE,ST合力泰,ST合力泰,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002221,002221.SZ,SZSE,东华能源,东华能源,F 批发零售,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002224,002224.SZ,SZSE,三 力 士,三 力 士,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002225,002225.SZ,SZSE,濮耐股份,濮耐股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002227,002227.SZ,SZSE,*ST特迅,*ST特迅,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002229,002229.SZ,SZSE,鸿博股份,鸿博股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002230,002230.SZ,SZSE,科大讯飞,科大讯飞,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002232,002232.SZ,SZSE,启明信息,启明信息,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002234,002234.SZ,SZSE,民和股份,民和股份,A 农林牧渔,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002235,002235.SZ,SZSE,安妮股份,安妮股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002236,002236.SZ,SZSE,大华股份,大华股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002237,002237.SZ,SZSE,恒邦股份,恒邦股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002238,002238.SZ,SZSE,天威视讯,天威视讯,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002240,002240.SZ,SZSE,盛新锂能,盛新锂能,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002245,002245.SZ,SZSE,蔚蓝锂芯,蔚蓝锂芯,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002246,002246.SZ,SZSE,北化股份,北化股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002250,002250.SZ,SZSE,联化科技,联化科技,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002252,002252.SZ,SZSE,上海莱士,上海莱士,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002254,002254.SZ,SZSE,泰和新材,泰和新材,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002259,002259.SZ,SZSE,升达林业,升达林业,D 水电煤气,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002265,002265.SZ,SZSE,建设工业,建设工业,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002266,002266.SZ,SZSE,浙富控股,浙富控股,N 公共环保,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002268,002268.SZ,SZSE,电科网安,电科网安,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002269,002269.SZ,SZSE,美邦服饰,美邦服饰,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002272,002272.SZ,SZSE,川润股份,川润股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002274,002274.SZ,SZSE,华昌化工,华昌化工,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002275,002275.SZ,SZSE,桂林三金,桂林三金,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002277,002277.SZ,SZSE,友阿股份,友阿股份,F 批发零售,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002278,002278.SZ,SZSE,神开股份,神开股份,C 制造业,boundary_pending,,,,2026-06-30,中报,2026-08-23,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002279,002279.SZ,SZSE,久其软件,久其软件,I 信息技术,boundary_pending,,,,2026-06-30,中报,2026-08-30,medium,boundary_pending_material_financial_change;profit_yoy_abs_ge_50pct;high_gross_margin;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
