number,security_code,as_of_year,cutoff_notice
1,000100,2021,2022-04-28
2,601666,2021,2022-03-29
3,601919,2021,2022-03-31
4,002080,2021,2022-03-18
5,000906,2021,2022-04-22
6,600295,2021,2022-04-15
7,600623,2021,2022-03-29
8,002648,2021,2022-03-22
9,601677,2021,2022-03-19
10,600248,2021,2022-04-28
11,600459,2021,2022-04-15
12,600711,2021,2022-04-26
