number,security_code,as_of_year,cutoff_notice
1,601800,2012,2013-03-27
2,600248,2012,2013-03-15
3,600803,2012,2013-01-19
4,601238,2012,2013-03-29
5,000921,2012,2013-03-29
6,000950,2012,2013-02-28
7,000498,2012,2013-04-30
8,601231,2012,2013-03-27
9,600745,2012,2013-04-16
10,002456,2012,2013-03-15
11,600498,2012,2013-04-20
12,000543,2012,2013-03-23
13,000413,2012,2013-04-27
14,603128,2012,2013-04-19
15,002701,2012,2013-03-27
16,600863,2012,2013-04-08
17,000049,2012,2013-04-23
18,002683,2012,2013-03-09
19,603766,2012,2013-03-30
20,600284,2012,2013-03-26
21,300115,2012,2013-03-28
22,002668,2012,2013-04-24
23,300316,2012,2013-04-20
24,600277,2012,2013-04-25
25,600885,2012,2013-04-02
26,603003,2012,2013-04-10
27,002042,2012,2013-03-29
28,002102,2012,2013-04-16
29,300068,2012,2013-03-26
30,600757,2012,2013-03-14
31,600223,2012,2013-03-28
32,601360,2012,2013-02-28
33,000981,2012,2013-04-23
34,601038,2012,2013-03-28
35,002030,2012,2013-03-30
36,600987,2012,2013-04-12
37,601000,2012,2013-03-28
38,600850,2012,2013-03-19
39,002697,2012,2013-02-06
40,600566,2012,2013-03-28
41,600778,2012,2013-04-18
42,600086,2012,2013-04-08
43,000672,2012,2013-02-05
44,601388,2012,2013-04-16
45,300197,2012,2013-03-19
46,601608,2012,2013-04-20
47,300284,2012,2013-03-06
48,603123,2012,2013-03-30
49,600551,2012,2013-04-16
50,000863,2012,2013-04-24
51,300100,2012,2013-04-16
52,000639,2012,2013-04-18
53,002662,2012,2013-03-29
54,000426,2012,2013-03-30
55,002436,2012,2013-04-12
