number,security_code,as_of_year,cutoff_notice
1,600583,2002,2003-04-30
2,600597,2002,2003-04-30
3,600350,2002,2003-04-30
4,600100,2002,2003-04-30
5,600686,2002,2003-04-30
6,600717,2002,2003-04-30
7,000596,2002,2003-04-30
8,600377,2002,2003-04-30
9,000035,2002,2003-04-30
10,600006,2002,2003-04-30
11,000021,2002,2003-04-30
12,600742,2002,2003-04-30
13,600120,2002,2003-03-29
14,600085,2002,2003-04-30
15,600664,2002,2003-04-30
16,001872,2002,2003-04-30
17,000022,2002,2003-04-30
18,600380,2002,2003-04-30
19,000900,2002,2003-04-30
20,600626,2002,2003-04-30
21,600177,2002,2003-04-30
22,000866,2002,2003-03-31
23,600754,2002,2003-04-30
24,600132,2002,2003-04-30
25,600649,2002,2003-04-30
26,600123,2002,2003-04-30
27,600009,2002,2003-04-30
28,600598,2002,2003-04-30
29,000513,2002,2003-04-30
30,600508,2002,2003-03-13
31,600510,2002,2003-04-30
32,600062,2002,2003-04-30
33,600548,2002,2003-04-30
34,600130,2002,2003-04-30
35,600210,2002,2003-04-30
36,600236,2002,2003-04-30
37,000917,2002,2003-04-30
38,600270,2002,2003-04-30
39,600422,2002,2003-04-30
40,600601,2002,2003-04-30
41,600315,2002,2003-04-30
42,000423,2002,2003-04-30
43,600287,2002,2003-04-30
44,000869,2002,2003-04-30
45,000429,2002,2003-04-30
46,600832,2002,2003-04-30
47,600750,2002,2003-03-12
48,600825,2002,2003-04-30
49,000036,2002,2003-04-30
50,600007,2002,2003-04-30
51,000037,2002,2003-04-30
52,600217,2002,2003-04-30
53,000623,2002,2003-04-30
54,600033,2002,2003-04-30
55,000089,2002,2003-04-30
56,600874,2002,2003-04-30
57,600052,2002,2003-04-30
58,600771,2002,2003-04-30
59,600367,2002,2003-04-30
60,000919,2002,2003-04-30
61,000406,2002,2003-04-15
62,600238,2002,2003-04-30
63,000088,2002,2003-04-30
64,600135,2002,2003-04-30
