number,security_code,as_of_year,cutoff_notice
1,601212,2017,2018-04-27
2,603225,2017,2018-02-12
3,600939,2017,2018-04-27
4,002460,2017,2018-04-02
5,002384,2017,2018-04-27
6,600667,2017,2018-03-31
7,002602,2017,2018-04-24
8,601881,2017,2018-03-29
9,002911,2017,2018-03-15
10,002920,2017,2018-04-04
11,300428,2017,2018-03-16
12,603501,2017,2018-04-10
13,002601,2017,2018-04-03
14,603233,2017,2018-04-27
15,603260,2017,2018-04-20
16,600025,2017,2018-04-26
17,600310,2017,2018-04-26
18,000723,2017,2018-04-03
19,002841,2017,2018-04-16
20,002916,2017,2018-03-13
21,600733,2017,2018-02-08
22,000930,2017,2018-03-27
23,603833,2017,2018-04-20
24,600387,2017,2018-04-14
25,000980,2017,2018-04-18
26,600619,2017,2018-04-13
27,603129,2017,2018-04-24
28,002505,2017,2018-04-27
29,603612,2017,2018-03-20
30,600853,2017,2018-04-13
31,601878,2017,2018-03-13
32,000030,2017,2018-04-26
33,600260,2017,2018-03-28
34,603113,2017,2018-04-16
35,002867,2017,2018-04-17
36,603345,2017,2018-03-20
37,002126,2017,2018-04-14
38,600129,2017,2018-04-21
39,300621,2017,2018-04-24
40,603179,2017,2018-01-16
41,603882,2017,2018-04-20
42,603228,2017,2018-03-31
43,002850,2017,2018-04-13
44,002013,2017,2018-03-06
45,300662,2017,2018-04-12
46,600239,2017,2018-03-20
47,002889,2017,2018-04-25
48,603906,2017,2018-04-26
49,001965,2017,2018-04-10
50,603825,2017,2018-04-26
51,000555,2017,2018-03-29
52,002906,2017,2018-04-26
53,002164,2017,2018-04-26
54,002845,2017,2018-03-01
55,601952,2017,2018-01-13
56,601366,2017,2018-04-04
57,601019,2017,2018-04-13
58,600293,2017,2018-03-20
