security_code,security_name,report_date,notice_date,predict_finance_code,predict_finance,predict_type,predict_amt_lower,predict_amt_upper,add_amp_lower,add_amp_upper,preyear_same_period,is_latest,source,retrieved_at_utc
000066,中国长城,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,230000000,330000000,66.37,138.7,138250000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000066,中国长城,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-420000000,-280000000,1.67,34.44,-427120000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000068,华控赛格,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,减亏,-45000000,-30000000,49.31,66.21,-88775600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000068,华控赛格,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,续亏,-45000000,-30000000,-16.39,22.41,-38664000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000068,华控赛格,2026-06-30,2026-07-15,003,每股收益,减亏,-0.0447,-0.0298,,,-0.0882,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000069,华侨城A,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-4200000000,-3400000000,-46.46,-18.56,-2867734500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000069,华侨城A,2026-06-30,2026-07-15,003,每股收益,增亏,-0.53,-0.43,,,-0.3568,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000069,华侨城A,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-4220000000,-3420000000,-44.75,-17.31,-2915310900,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000078,ST海王,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-160000000,-110000000,-126.87,-55.97,-70526100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000078,ST海王,2026-06-30,2026-07-15,003,每股收益,首亏,-0.0684,-0.0494,,,0.012,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000078,ST海王,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-180000000,-130000000,-668.15,-510.33,31681700,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000089,深圳机场,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,略增,262000000,286900000,0.43,9.97,260890000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000089,深圳机场,2026-06-30,2026-07-15,003,每股收益,预增,0.3267,0.3755,,,0.1522,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000089,深圳机场,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,670000000,770000000,114.59,146.61,312230000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000090,天健集团,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,首亏,-403000000,-303000000,-1917.72,-1466.67,22170600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000090,天健集团,2026-06-30,2026-07-15,003,每股收益,首亏,-0.2183,-0.1648,,,0.0073,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000090,天健集团,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-380000000,-280000000,-1017.35,-775.94,41423700,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000096,广聚能源,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,25169200,28173800,169.9,202.12,9325400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000096,广聚能源,2026-06-30,2026-07-15,003,每股收益,预增,0.05,0.05,,,0.02,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000096,广聚能源,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预增,23621500,26626100,1135.24,1292.36,1912300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000158,常山北明,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-124000000,-104000000,1.9,17.72,-126400000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000158,常山北明,2026-06-30,2026-07-15,003,每股收益,增亏,-0.0719,-0.0594,,,-0.0582,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000158,常山北明,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-115000000,-95000000,-23.67,-2.16,-92990000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000401,金隅冀东,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-980000000,-900000000,-537.94,-485.86,-153620000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000401,金隅冀东,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-1080000000,-1000000000,-318.38,-287.39,-258140000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000401,金隅冀东,2026-06-30,2026-07-15,003,每股收益,增亏,-0.3687,-0.3386,,,-0.0594,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000402,金融街,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-210000000,-130000000,76.17,85.25,-881230000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000402,金融街,2026-06-30,2026-07-15,003,每股收益,减亏,-0.05,-0.03,,,-0.34,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000402,金融街,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,减亏,-160000000,-80000000,84.13,92.06,-1007920000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000403,派林生物,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,80000000,110000000,-66.07,-53.35,235790000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000403,派林生物,2026-06-30,2026-07-15,003,每股收益,预减,0.08,0.12,,,0.25,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000403,派林生物,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预减,60000000,90000000,-72.05,-58.07,214670000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000410,沈阳机床,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-25000000,-15000000,-161.96,-137.18,40348500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000410,沈阳机床,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-60000000,-50000000,-49.67,-24.72,-40089100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000410,沈阳机床,2026-06-30,2026-07-15,003,每股收益,首亏,-0.0094,-0.0057,,,0.0171,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000417,合百集团,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,53000000,69000000,-68.98,-59.62,170861100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000417,合百集团,2026-06-30,2026-07-15,003,每股收益,预减,0.068,0.0885,,,0.2191,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000417,合百集团,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预减,20000000,26000000,-63.63,-52.72,54992300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000426,兴业银锡,2026-06-30,2026-07-15,003,每股收益,预增,1.2052,1.3347,,,0.4481,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000426,兴业银锡,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预增,1690000000,1920000000,110.87,139.57,801447900,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000426,兴业银锡,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,2140000000,2370000000,168.95,197.86,795675100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000428,华天酒店,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,续亏,-125000000,-100000000,-17.15,6.28,-106701800,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000428,华天酒店,2026-06-30,2026-07-15,003,每股收益,续亏,-0.1227,-0.0981,,,-0.1047,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000428,华天酒店,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,续亏,-130000000,-105000000,-15.34,6.84,-112707200,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000488,ST晨鸣,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-1130000000,-1030000000,69,71.74,-3645360000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000488,ST晨鸣,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,减亏,-800000000,-700000000,79.26,81.86,-3857950000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000488,ST晨鸣,2026-06-30,2026-07-15,003,每股收益,减亏,-0.27,-0.24,,,-1.31,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000503,国新健康,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-103240000,-103240000,-4.48,-4.48,-98810000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000503,国新健康,2026-06-30,2026-07-15,008,扣除后营业收入,略增,101460000,101460000,,,95450000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000503,国新健康,2026-06-30,2026-07-15,006,营业收入,略增,101540000,101540000,6.29,6.29,95530000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000503,国新健康,2026-06-30,2026-07-15,003,每股收益,增亏,-0.1054,-0.1054,,,-0.1012,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000503,国新健康,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-103190000,-103190000,-4.14,-4.14,-99090000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000506,招金黄金,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,200000000,240000000,347.48,436.98,44694600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000506,招金黄金,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预增,80000000,116000000,490.44,756.14,13549200,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000506,招金黄金,2026-06-30,2026-07-15,003,每股收益,预增,0.22,0.26,,,0.05,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000509,华塑控股,2026-06-30,2026-07-15,003,每股收益,增亏,-0.0168,-0.0112,,,-0.0025,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000509,华塑控股,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-21000000,-14000000,-344.22,-196.15,-4727400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000509,华塑控股,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-18000000,-12000000,-564.43,-342.95,-2709100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000510,新金路,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,续亏,-77000000,-65000000,-14.86,3.04,-67036000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000510,新金路,2026-06-30,2026-07-15,003,每股收益,续亏,-0.1187,-0.1002,,,-0.1034,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000510,新金路,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,续亏,-79000000,-68000000,-14.06,1.82,-69260600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000517,荣安地产,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-176000000,-88000000,-582.84,-341.42,36450800,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000517,荣安地产,2026-06-30,2026-07-15,003,每股收益,首亏,-0.0553,-0.0276,,,0.0114,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000517,荣安地产,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,首亏,-141000000,-70500000,-1274.06,-687.03,12009600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000521,长虹美菱,2026-06-30,2026-07-15,003,每股收益,预减,0.0513,0.0592,,,0.4051,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000521,长虹美菱,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,首亏,-16000000,-8000000,-104.09,-102.05,391047100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000521,长虹美菱,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,52000000,60000000,-87.54,-85.62,417187300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000523,红棉股份,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,74000000,78500000,120.83,134.26,33509500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000523,红棉股份,2026-06-30,2026-07-15,003,每股收益,预增,0.0407,0.0432,,,0.0183,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000523,红棉股份,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,略减,43000000,49500000,-14.35,-1.4,50203400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000524,岭南控股,2026-06-30,2026-07-15,003,每股收益,略增,0.08,0.09,,,0.07,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000524,岭南控股,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,略增,55000000,62000000,11.05,25.19,49526400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000524,岭南控股,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,略增,48000000,55000000,0.24,14.86,47882900,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000537,绿发电力,2026-06-30,2026-07-15,003,每股收益,预减,0.12,0.16,,,0.3,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000537,绿发电力,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预减,249875000,349824900,-59.54,-43.36,617584600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000537,绿发电力,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,250000000,350000000,-59.57,-43.4,618428000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000539,粤电力A,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-886460000,-486460000,-3953.32,-2124.33,-21870000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000539,粤电力A,2026-06-30,2026-07-15,003,每股收益,首亏,-0.1218,-0.0837,,,0.0062,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000539,粤电力A,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-639460000,-439460000,-2069.39,-1453.43,32470000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000541,佛山照明,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预减,16000000,24000000,-84.92,-77.37,106077000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000541,佛山照明,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,32000000,43000000,-72.17,-62.61,114993800,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000541,佛山照明,2026-06-30,2026-07-15,003,每股收益,预减,0.0208,0.028,,,0.0749,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000545,金浦钛业,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-26119200,-13059600,86,93,-186565400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000545,金浦钛业,2026-06-30,2026-07-15,003,每股收益,减亏,-0.0264,-0.0132,,,-0.1884,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000545,金浦钛业,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,减亏,-26032700,-13016400,86,93,-185948100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000546,金圆股份,2026-06-30,2026-07-15,003,每股收益,增亏,-0.32,-0.19,,,-0.0638,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000546,金圆股份,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-250000000,-150000000,-74.26,-4.56,-143461000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000546,金圆股份,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-250000000,-150000000,-404.06,-202.44,-49596900,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000547,航天发展,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-310000000,-210000000,19.76,45.64,-386338300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000547,航天发展,2026-06-30,2026-07-15,003,每股收益,减亏,-0.19,-0.13,,,-0.24,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000547,航天发展,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,减亏,-300000000,-200000000,20.71,47.14,-378363500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000552,甘肃能化,2026-06-30,2026-07-15,003,每股收益,扭亏,0.03,0.03,,,-0.04,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000552,甘肃能化,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,扭亏,85000000,85000000,137.56,137.56,-226310000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000552,甘肃能化,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,扭亏,166000000,166000000,186.47,186.47,-191975500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000553,安道麦A,2026-06-30,2026-07-15,002,净利润,扭亏,364000000,501000000,553.01,723.51,-80352000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000553,安道麦A,2026-06-30,2026-07-15,003,每股收益,扭亏,0.1562,0.2151,,,-0.0345,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000553,安道麦A,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,扭亏,364000000,501000000,553.02,723.52,-80350000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000553,安道麦A,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,扭亏,65000000,96000000,143.33,164,-150000000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000555,神州信息,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-96000000,-48000000,1.26,50.63,-97222300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000555,神州信息,2026-06-30,2026-07-15,003,每股收益,增亏,-0.3852,-0.237,,,-0.1003,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000555,神州信息,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-390000000,-240000000,-304.65,-149.02,-96379600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000561,烽火电子,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-230000000,-125000000,-156.67,-39.5,-89607900,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000561,烽火电子,2026-06-30,2026-07-15,003,每股收益,增亏,-0.2662,-0.1447,,,-0.1037,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000561,烽火电子,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,增亏,-235000000,-130000000,-153.58,-40.28,-92671300,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000566,海南海药,2026-06-30,2026-07-15,003,每股收益,续亏,-0.1696,-0.1156,,,-0.122,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000566,海南海药,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,续亏,-260000000,-180000000,-43.97,0.33,-180590500,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000566,海南海药,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,续亏,-220000000,-150000000,-38.97,5.25,-158307100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000567,海德股份,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预增,1300000000,1600000000,784.14,988.17,147035600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000567,海德股份,2026-06-30,2026-07-15,003,每股收益,预增,0.6651,0.8186,,,0.0752,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000567,海德股份,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,预增,1290000000,1590000000,873.08,1099.38,132568100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000572,海马汽车,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,续亏,-120000000,-80000000,-15.63,22.91,-103780000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000572,海马汽车,2026-06-30,2026-07-15,003,每股收益,增亏,-0.0669,-0.0456,,,-0.0453,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000572,海马汽车,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,增亏,-110000000,-75000000,-47.61,-0.64,-74520000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000586,汇源通信,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,首亏,-12500000,-8500000,-267.33,-213.78,7470400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000586,汇源通信,2026-06-30,2026-07-15,003,每股收益,首亏,-0.062,-0.041,,,0.044,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000586,汇源通信,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-12000000,-8000000,-239.97,-193.32,8573100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000590,古汉医药,2026-06-30,2026-07-15,003,每股收益,续亏,-0.0752,-0.0543,,,-0.0717,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000590,古汉医药,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,减亏,-21000000,-15000000,7.29,33.78,-22652200,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000590,古汉医药,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,续亏,-18000000,-13000000,-4.83,24.29,-17170100,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000592,平潭发展,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,首亏,-228000000,-114000000,-1858.31,-979.15,12967000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000592,平潭发展,2026-06-30,2026-07-15,003,每股收益,首亏,-0.0634,-0.0317,,,0.008,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000592,平潭发展,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,首亏,-120000000,-60000000,-895.46,-497.73,15085600,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000595,新能股份,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,预减,23000000,34000000,-79.58,-69.81,112634400,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000595,新能股份,2026-06-30,2026-07-15,005,扣除非经常性损益后的净利润,扭亏,23000000,34000000,154.78,180.98,-41988000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000595,新能股份,2026-06-30,2026-07-15,003,每股收益,预减,0.02,0.03,,,0.1,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000599,青岛双星,2026-06-30,2026-07-15,004,归属于上市公司股东的净利润,扭亏,110000000,160000000,410.65,551.85,-35410000,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
000599,青岛双星,2026-06-30,2026-07-15,003,每股收益,扭亏,0.0482,0.0702,,,-0.0156,T,eastmoney:RPT_PUBLIC_OP_NEWPREDICT,2026-08-04T05:11:10+00:00
