number,security_code,as_of_year,cutoff_notice
1,002304,2025,2026-04-28
2,002275,2025,2026-04-29
3,002415,2025,2026-04-18
4,002236,2025,2026-04-18
5,002252,2025,2026-03-27
6,002739,2025,2026-04-27
7,002807,2025,2026-04-29
8,002833,2025,2026-04-28
9,002841,2025,2026-03-25
10,002936,2025,2026-03-31
11,002948,2025,2026-03-27
12,002839,2025,2026-03-31
