trade_date,security_code,security_name,exchange,quality_tier,quality_tier_label,quality_score,pool_layer,fair_price_low,fair_price_high,band_position,margin_of_safety,model_intrinsic_value,model_band_source,model_pv,hold_intrinsic_value,hold_band_source,hold_pv,strategy_tag,total_market_cap_bn,signal_state,review_frozen,note,gap_trading_days,gap_return,gap_max_vol_ratio,gap_max_vol_day,close,mark_close,mark_date,tradable,adjustment_basis,amount,ma20,ma60,amount_ma20,data_source,screened_at_utc
2026-09-16,600519,贵州茅台,SSE,L1,L1,90.15,core,536.40,655.60,越带顶+92%,,596.0038,模型带·2026-06-30,2.1107,,,,A-现金流复利型,1613.7050,ok,,,,,,,1258.0,1258.0,2026-09-16,True,2026-09-16,3307926407.0,1293.807,1279.8299,3340014944.85,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600519&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:38+00:00
2026-09-16,000333,美的集团,SZSE,L2,L2,78.1,core,52.83,64.57,越带顶+32%,,58.7034,模型带·2026-06-30,1.448,,,,A-现金流复利型,656.2600,ok,,,,,,,85.0,85.0,2026-09-16,True,2026-09-16,2546175026.49,86.3555,83.6627,1801129336.5085,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.000333&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,603288,海天味业,SSE,L2,L2,78.0,core,11.86,14.50,越带顶+134%,,13.1807,模型带·2026-06-30,2.5742,,,,A-现金流复利型,201.0420,ok,,,,,,,33.93,33.93,2026-09-16,True,2026-09-16,327016533.0,34.4725,35.2353,544491415.8,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603288&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:36+00:00
2026-09-16,603195,公牛集团,SSE,L2,L2,76.55,core,20.34,24.86,越带顶+53%,,22.5982,模型带·2026-06-30,1.6851,,,,A-现金流复利型,69.9560,ok,,,,,,,38.08,38.08,2026-09-16,True,2026-09-16,136783675.0,39.116,39.2103,131045412.1,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603195&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,601899,紫金矿业,SSE,L2,L2,74.4,core,24.85,30.37,越带顶+6%,,27.609,模型带·2026-06-30,1.1652,,,,F-资源NAV型,914.7210,ok,,,,,,,32.17,32.17,2026-09-16,True,2026-09-16,6038730153.0,33.5545,31.1532,7803060615.3,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601899&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,600900,长江电力,SSE,L1,L1,87.1,core,17.84,21.81,越带顶+30%,,19.8247,模型带·2026-06-30,1.4356,,,,K-稳态现金分配型,686.3340,ok,,,,,,,28.46,28.46,2026-09-16,True,2026-09-16,1637465743.0,28.242,27.9088,2554830611.95,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600900&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,601088,中国神华,SSE,L1,L1,77.7,core,25.83,31.57,越带顶+49%,,28.7031,模型带·2026-06-30,1.6409,,,,F-资源NAV型,1026.5610,ok,,,,,,,47.1,47.1,2026-09-16,True,2026-09-16,930992742.0,47.302,44.5238,1222417939.25,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601088&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,600938,中国海油,SSE,L2,L2,76.5,core,34.56,42.24,低于带底-4%,0.1608,38.3987,模型带·2026-06-30,0.8615,,,,F-资源NAV型,1624.5740,ok,,,,,,,33.08,33.08,2026-09-16,True,2026-09-16,1300683710.0,33.801,31.4851,1513288589.15,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.600938&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
2026-09-16,300308,中际旭创,SZSE,L2,L2,67.55,core,80.57,98.47,越带顶+822%,,89.5193,模型带·2026-06-30,10.1408,,,,D-产业链爆发/关键瓶颈型,1070.6020,ok,,,,,,,907.8,907.8,2026-09-16,True,2026-09-16,21471490117.99,873.5015,990.035,23272717469.6995,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300308&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:38+00:00
2026-09-16,002371,北方华创,SZSE,L1,L1,80.1,core,110.05,134.51,越带顶+393%,,122.2807,模型带·2026-06-30,5.4211,,,,D-产业链爆发/关键瓶颈型,469.0850,ok,,,,,,,662.89,662.89,2026-09-16,True,2026-09-16,6463950936.49,671.73,731.9538,4454615426.5965,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002371&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&klt=101&fqt=0&beg=20200101&end=20260916&lmt=1000,2026-09-16T08:12:37+00:00
