number,security_code,as_of_year,cutoff_notice
1,002143,2015,2016-04-30
2,601368,2015,2016-04-27
3,600338,2015,2016-04-15
4,603169,2015,2016-04-12
5,002786,2015,2016-04-25
6,600076,2015,2016-04-13
7,600715,2015,2016-03-04
8,603020,2015,2016-03-31
9,300287,2015,2016-04-29
10,002677,2015,2016-04-18
11,300477,2015,2016-04-18
12,300458,2015,2016-03-17
13,002749,2015,2016-04-26
14,002752,2015,2016-04-18
15,300360,2015,2016-03-12
16,603669,2015,2016-04-15
17,600645,2015,2016-04-30
18,000892,2015,2016-04-30
19,603698,2015,2016-04-08
20,300493,2015,2016-04-15
21,603508,2015,2016-04-18
22,300381,2015,2016-04-22
23,300392,2015,2016-03-25
24,300485,2015,2016-03-03
25,300137,2015,2016-04-26
26,600666,2015,2016-03-11
27,300208,2015,2016-03-26
28,300471,2015,2016-04-26
29,300078,2015,2016-03-31
30,300199,2015,2016-04-28
31,002732,2015,2016-02-04
32,300396,2015,2016-04-09
33,300101,2015,2016-03-22
34,603936,2015,2016-04-28
35,000920,2015,2016-03-29
36,300248,2015,2016-04-23
37,002728,2015,2016-03-19
38,601188,2015,2016-04-26
39,300336,2015,2016-02-27
40,000681,2015,2016-04-29
41,603306,2015,2016-04-21
42,300050,2015,2016-04-01
43,300351,2015,2016-01-28
44,002224,2015,2016-03-30
45,300030,2015,2016-04-26
46,002502,2015,2016-04-01
47,300163,2015,2016-03-05
48,300007,2015,2016-03-30
49,300368,2015,2016-04-30
50,000430,2015,2016-03-02
51,000557,2015,2016-04-23
52,300431,2015,2016-04-30
53,300295,2015,2016-04-15
54,300085,2015,2016-04-12
55,002719,2015,2016-03-31
56,300370,2015,2016-04-25
