security_code,security_name,report_date,notice_date,disclosure_type,report_label,parent_netprofit,total_operate_income,netprofit_yoy,revenue_yoy,is_new,source,retrieved_at_utc
300299,富春股份,2026-06-30,2026-07-28,periodic_report,2026年 半年报,33361834.69,216063218.03,443.75,19.0207522725,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300854,中兰环保,2026-06-30,2026-07-28,periodic_report,2026年 半年报,7329006.24,241720202.97,30.22,-16.9389270802,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
603155,新亚强,2026-06-30,2026-07-28,periodic_report,2026年 半年报,72240785.89,409099418.6,22.42,27.3043331195,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
831685,亿恩科技,2026-06-30,2026-07-28,periodic_report,2026年 半年报,2211275.64,7213158.34,13.58,-2.3324394404,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
831824,东方滤袋,2026-06-30,2026-07-28,periodic_report,2026年 半年报,8593281.68,64224254.43,50.58,-0.2228765152,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
832718,玖隆再生,2026-06-30,2026-07-28,periodic_report,2026年 半年报,16333206.47,586754434.74,18.75,94.781406426,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
835282,恒旭智造,2026-06-30,2026-07-28,periodic_report,2026年 半年报,-170423.74,124922.23,69.97,738.5415464009,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
837323,悦芽生物,2026-06-30,2026-07-28,periodic_report,2026年 半年报,-2568952.66,13504368.71,-58.29,-59.0904167002,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
838448,联创云科,2026-06-30,2026-07-28,periodic_report,2026年 半年报,-180604.04,20492952.12,-209.58,-13.9804547312,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
838512,成德科技,2026-06-30,2026-07-28,periodic_report,2026年 半年报,10479106.56,244796689.96,447.78,16.1670231069,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
871022,熙成传媒,2026-06-30,2026-07-28,periodic_report,2026年 半年报,4945927.39,11347655.52,638.89,309.1331575639,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
871670,埃森股份,2026-06-30,2026-07-28,periodic_report,2026年 半年报,83008.64,2821151.15,-70.38,-52.1445068015,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873194,伯达装备,2026-06-30,2026-07-28,periodic_report,2026年 半年报,4262785.63,51122687.41,-53.19,-0.464010501,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873255,奔月生物,2026-06-30,2026-07-28,periodic_report,2026年 半年报,3741665.62,54567056.59,2325.4,14.3064429631,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873673,安达创展,2026-06-30,2026-07-28,periodic_report,2026年 半年报,11165549.97,221052191.02,27.62,22.8035425372,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873869,早康枸杞,2026-06-30,2026-07-28,periodic_report,2026年 半年报,299142.57,113926250.99,-82.37,36.2186525786,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874015,长沙普济,2026-06-30,2026-07-28,periodic_report,2026年 半年报,3464488.53,65977959.33,355.06,31.3483853289,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874017,伟焕机械,2026-06-30,2026-07-28,periodic_report,2026年 半年报,36989997.38,311588201.11,21.48,13.6381431443,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
833923,华辰净化,2026-06-30,2026-07-27,periodic_report,2026年 半年报,7213079.76,47488242.42,-7.42,-25.0148779802,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874170,金凤凰,2026-06-30,2026-07-27,periodic_report,2026年 半年报,23324902.42,113786795.76,56.56,44.0101788425,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874573,信胜科技,2026-06-30,2026-07-27,periodic_report,2026年 半年报,122665633.51,821718473.07,39.64,25.4122547966,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874617,双英集团,2026-06-30,2026-07-27,periodic_report,2026年 半年报,35765279.34,1578712995.77,8.96,-0.9615543782,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874622,万润光电,2026-06-30,2026-07-27,periodic_report,2026年 半年报,17567577.64,186018100.81,-20.67,0.7837541445,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874627,恒兴股份,2026-06-30,2026-07-27,periodic_report,2026年 半年报,62615955.29,435352454.57,2.46,5.4895678553,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
875116,科茂威,2026-06-30,2026-07-27,periodic_report,2026年 半年报,12475595.86,100607385.02,15.55,13.1555717253,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
002415,海康威视,2026-06-30,2026-07-25,periodic_report,2026年 半年报,7895705450.11,46822537847.07,39.57,11.9673178084,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300409,道氏技术,2026-06-30,2026-07-25,periodic_report,2026年 半年报,290113730.85,4794043237.54,25.92,31.2060255503,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300689,澄天伟业,2026-06-30,2026-07-25,periodic_report,2026年 半年报,2730809.45,255163262.74,-74.89,21.7646480177,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300708,聚灿光电,2026-06-30,2026-07-25,periodic_report,2026年 半年报,77041792.76,895378242.74,-34.13,-43.8295609321,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300750,宁德时代,2026-06-30,2026-07-25,periodic_report,2026年 半年报,43284002000,276916580000,41.98,54.8003691485,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
603727,博迈科,2026-06-30,2026-07-25,periodic_report,2026年 半年报,-70440288.38,764310152.21,-668.72,-26.715844062,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
688475,萤石网络,2026-06-30,2026-07-25,periodic_report,2026年 半年报,409619179.66,3007090847.54,35.44,6.3521377609,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300416,苏试试验,2026-06-30,2026-07-24,periodic_report,2026年 半年报,129442931.43,1079374282.39,10.37,8.9339158719,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
839625,德海股份,2026-06-30,2026-07-24,periodic_report,2026年 半年报,-7494778.25,13370851.26,-24.89,115.3362835006,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
870386,宏银信息,2026-06-30,2026-07-24,periodic_report,2026年 半年报,910803.33,18547701.4,-36.29,2.825108685,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
872175,ST鼎餐饮,2026-06-30,2026-07-24,periodic_report,2026年 半年报,1082240.04,96149597.85,174.4,36.6411574787,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
872477,龙成消防,2026-06-30,2026-07-24,periodic_report,2026年 半年报,5516059.86,194826458.26,372.67,-15.342580145,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874329,奥翔体育,2026-06-30,2026-07-24,periodic_report,2026年 半年报,-10601551.21,16283920.66,18.62,-37.9865167262,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874609,恒信通,2026-06-30,2026-07-24,periodic_report,2026年 半年报,5449726.79,57162636.78,59.97,14.0727304061,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874815,洛科电子,2026-06-30,2026-07-24,periodic_report,2026年 半年报,17649224.13,62172685.71,11.86,28.3795372356,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
002458,益生股份,2026-06-30,2026-07-23,periodic_report,2026年 半年报,307586693.93,1696762876.75,4897.29,28.4362690386,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
605228,神通科技,2026-06-30,2026-07-23,periodic_report,2026年 半年报,92522227.5,820167116.15,43.94,0.5443211807,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
688005,容百科技,2026-06-30,2026-07-23,periodic_report,2026年 半年报,109398350.15,8721030988.21,259.9516815206,39.571756311,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
688078,龙软科技,2026-06-30,2026-07-23,periodic_report,2026年 半年报,-14878850.67,87537611.19,-408.75,1.8171154661,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
872910,正升环境,2026-06-30,2026-07-23,periodic_report,2026年 半年报,270275.14,136287119.9,291.38,20.6001567229,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873124,聚仁新材,2026-06-30,2026-07-23,periodic_report,2026年 半年报,98685623.77,389203754.01,55,24.5785683591,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
920258,聚仁新材,2026-06-30,2026-07-23,periodic_report,2026年 半年报,98685623.77,389203754.01,55,24.5785683591,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
834687,海唐新媒,2026-06-30,2026-07-22,periodic_report,2026年 半年报,15159276.91,242238298.22,8.25,21.3779855461,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
300503,昊志机电,2026-06-30,2026-07-21,periodic_report,2026年 半年报,232342843.01,1166348469.27,266.57,65.8575138341,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
603162,海通发展,2026-06-30,2026-07-21,periodic_report,2026年 半年报,523456757.05,3470556268.14,502.6,92.7753444935,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
833179,南京试剂,2026-06-30,2026-07-21,periodic_report,2026年 半年报,80327400.94,438310761.14,14.33,66.0520143218,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
833748,奥图股份,2026-06-30,2026-07-21,periodic_report,2026年 半年报,30805252.54,254626832.33,-3.72,25.6940939489,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
872505,辉腾科技,2026-06-30,2026-07-21,periodic_report,2026年 半年报,16535897.68,45493468.6,24.71,20.784003998,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
400215,商业城5,2026-06-30,2026-07-20,periodic_report,2026年 半年报,301180994.79,38859482.34,781.03,-61.1200904588,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
832432,科列技术,2026-06-30,2026-07-20,periodic_report,2026年 半年报,-20432913.64,63069558.61,-221.21,-41.2888385181,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
874916,科迈捷,2026-06-30,2026-07-20,periodic_report,2026年 半年报,10142947.41,33433587.71,96.46,23.9014328207,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
001339,智微智能,2026-06-30,2026-07-18,periodic_report,2026年 半年报,388460769.92,3049593179.64,281.92,56.6420641839,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
600844,金煤科技,2026-06-30,2026-07-18,periodic_report,2026年 半年报,20413758.47,478475005.41,128.0380128553,1.0631935262,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
688146,中船特气,2026-06-30,2026-07-18,periodic_report,2026年 半年报,347897694.46,1904281352.97,95.63,83.1262578334,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
900921,金煤B股,2026-06-30,2026-07-18,periodic_report,2026年 半年报,20413758.47,478475005.41,128.0380128553,1.0631935262,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
430184,御华堂,2026-06-30,2026-07-17,periodic_report,2026年 半年报,-1016726.64,511835.74,-52.6238339883,-18.1309287751,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
833183,超凡股份,2026-06-30,2026-07-17,periodic_report,2026年 半年报,-17095906.47,312652208.42,-194.96,14.8272152348,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
872161,风行测控,2026-06-30,2026-07-17,periodic_report,2026年 半年报,33836689.26,92667443.21,287.77,387.4093687516,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
875118,维德动力,2026-06-30,2026-07-17,periodic_report,2026年 半年报,10226910.73,113553039.93,6.37,28.8132856896,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
002107,沃华医药,2026-06-30,2026-07-16,periodic_report,2026年 半年报,67566295.15,393349512.77,51.23,-7.525175606,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
002998,优彩资源,2026-06-30,2026-07-16,periodic_report,2026年 半年报,82586276.03,1330056244.06,103.87,7.8659235477,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
838029,皓月医疗,2026-06-30,2026-07-15,periodic_report,2026年 半年报,1102670.1,12002049.66,171.53,45.3279867693,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
875028,中科盛康,2026-06-30,2026-07-14,periodic_report,2026年 半年报,19255545.84,84252981.66,51.72,24.7844363463,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
873735,弘森药业,2026-06-30,2026-07-09,periodic_report,2026年 半年报,18562971.75,119796569.21,-39.27,-14.0290374062,1,eastmoney:RPT_LICO_FN_CPD,2026-08-01T12:40:55+00:00
002797,第一创业,2026-06-30,2026-08-01,express_report,2026年 半年报,687847700,2170409100,41.669045503545,18.475488220789,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600979,广安爱众,2026-06-30,2026-08-01,express_report,2026年 半年报,81135266.97,1441733592.68,4.429603989618,0.200557305176,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002140,东华科技,2026-06-30,2026-07-31,express_report,2026年 半年报,247851700,4306486700,3.17116472099,-9.974824438868,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002420,毅昌科技,2026-06-30,2026-07-31,express_report,2026年 半年报,41936700,1296618500,21.821540928461,-6.787727786666,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002158,汉钟精机,2026-06-30,2026-07-30,express_report,2026年 半年报,280397900,1502179400,8.951708852742,0.89612191417,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002233,塔牌集团,2026-06-30,2026-07-29,express_report,2026年 半年报,219450500,1741644900,-49.597597043066,-15.299861689835,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
301175,中科环保,2026-06-30,2026-07-29,express_report,2026年 半年报,227721800,1154011900,16.028308808544,36.054284864082,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601231,环旭电子,2026-06-30,2026-07-29,express_report,2026年 半年报,822095752.12,27336366042.06,28.845347334919,0.45074628819,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
000156,华数传媒,2026-06-30,2026-07-28,express_report,2026年 半年报,210166100,4240319400,-17.253140714399,-4.394069325403,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600958,东方证券,2026-06-30,2026-07-25,express_report,2026年 半年报,4518000000,9560000000,30.464914813745,19.485064366954,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600048,保利发展,2026-06-30,2026-07-24,express_report,2026年 半年报,1927794100,102897162600,-38.960239367277,-11.945872633157,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600995,南网储能,2026-06-30,2026-07-24,express_report,2026年 半年报,1167494300,4120056600,40.248939178273,24.829951068846,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601958,金钼股份,2026-06-30,2026-07-24,express_report,2026年 半年报,1740430800,7918300100,25.910722312086,13.785698406903,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002032,苏泊尔,2026-06-30,2026-07-23,express_report,2026年 半年报,867546000,11409770100,-7.699408179771,-0.590117144666,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
301683,慧谷新材,2026-06-30,2026-07-23,express_report,2026年 半年报,110678500,576462400,3.3668461384,16.220617854184,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600980,北矿科技,2026-06-30,2026-07-23,express_report,2026年 半年报,67988529.31,657394999.29,25.181736729175,19.001340230731,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601965,中国汽研,2026-06-30,2026-07-23,express_report,2026年 半年报,429051900,2042856900,5.006053637653,6.907621472155,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
000550,江铃汽车,2026-06-30,2026-07-22,express_report,2026年 半年报,738802200,19361867300,0.828984288849,7.016659306112,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
200550,江铃B,2026-06-30,2026-07-22,express_report,2026年 半年报,738802200,19361867300,0.828984288849,7.016659306112,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600101,明星电力,2026-06-30,2026-07-22,express_report,2026年 半年报,53146200,1558120900,-27.911844055998,2.249464610059,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600644,乐山电力,2026-06-30,2026-07-22,express_report,2026年 半年报,6883900,1533322400,-12.896205286533,-5.548199898065,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
000970,中科三环,2026-06-30,2026-07-21,express_report,2026年 半年报,49218900,3613772100,11.878680974971,23.67342052597,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002008,大族激光,2026-06-30,2026-07-21,express_report,2026年 半年报,1286156000,13412802400,163.471954804676,76.186408255077,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600323,瀚蓝环境,2026-06-30,2026-07-21,express_report,2026年 半年报,1204980565.14,7736749257.06,24.627704699282,34.250043509764,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601077,渝农商行,2026-06-30,2026-07-21,express_report,2026年 半年报,8168000000,15892000000,6.091700220808,7.808154127942,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601963,重庆银行,2026-06-30,2026-07-21,express_report,2026年 半年报,3518000000,8486000000,10.282131661442,10.797754276015,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
603099,长白山,2026-06-30,2026-07-21,express_report,2026年 半年报,1268500,277259900,161.838833910203,17.744141031423,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
603980,吉华集团,2026-06-30,2026-07-21,express_report,2026年 半年报,47443800,798046100,1272.51714062545,12.50341156051,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
605020,永和股份,2026-06-30,2026-07-21,express_report,2026年 半年报,512891700,3134104900,89.005063309798,28.159131347345,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
300747,锐科激光,2026-06-30,2026-07-20,express_report,2026年 半年报,158407600,1909724500,116.727435911819,14.753132506411,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600131,国网信通,2026-06-30,2026-07-18,express_report,2026年 半年报,231383800,3433290100,-12.974578448154,-2.593110904644,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600853,龙建股份,2026-06-30,2026-07-17,express_report,2026年 半年报,74031800,4921829200,5.856951456838,-3.171040108962,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601952,苏垦农发,2026-06-30,2026-07-17,express_report,2026年 半年报,142163100,4331531100,-33.322217485089,-5.593639670238,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
603100,川仪股份,2026-06-30,2026-07-17,express_report,2026年 半年报,282564500,3418185600,-12.938619869866,4.177164709387,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
300112,万讯自控,2026-06-30,2026-07-16,express_report,2026年 半年报,-1466300,463252300,87.479186057434,-7.232114410421,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600299,安迪苏,2026-06-30,2026-07-16,express_report,2026年 半年报,905000000,9707000000,22.297297297297,14.039003759399,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600710,苏美达,2026-06-30,2026-07-16,express_report,2026年 半年报,693455000,66422396200,6.623083927268,19.657377477612,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
000563,陕国投A,2026-06-30,2026-07-15,express_report,2026年 半年报,727905000,1405809800,0.316368558621,2.854006859227,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
000999,华润三九,2026-06-30,2026-07-15,express_report,2026年 半年报,1671875800,15013120700,-7.898743231267,1.37041394056,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002051,中工国际,2026-06-30,2026-07-15,express_report,2026年 半年报,131069090.59,5007303221.68,-25.954789734782,4.585991531197,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002911,佛燃能源,2026-06-30,2026-07-15,express_report,2026年 半年报,329670500,13039251500,6.476907429795,-14.986571671138,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600535,天士力,2026-06-30,2026-07-15,express_report,2026年 半年报,892682200,4201053800,15.229925525674,-2.032435966447,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600729,重百集团,2026-06-30,2026-07-15,express_report,2026年 半年报,446278141.16,7587043500.87,-42.327524897033,-5.652326360205,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601888,中国中免,2026-06-30,2026-07-15,express_report,2026年 半年报,3106484700,27591722700,19.49153706108,-1.985834480431,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
688778,厦钨新能,2026-06-30,2026-07-15,express_report,2026年 半年报,491169300,14487960900,46.623785285419,91.089294086571,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002057,中钢天源,2026-06-30,2026-07-14,express_report,2026年 半年报,160486800,1700926900,9.27586697616,12.129313793823,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
001395,亚联机械,2026-06-30,2026-07-13,express_report,2026年 半年报,157422900,514742700,60.056794612137,36.933304886626,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
002028,思源电气,2026-06-30,2026-07-11,express_report,2026年 半年报,1486970900,10803233500,15.028483064103,27.143545832686,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
601139,深圳燃气,2026-06-30,2026-07-11,express_report,2026年 半年报,778120000,14788060000,22.023585497428,-4.169963483901,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
600882,妙可蓝多,2026-06-30,2026-07-08,express_report,2026年 半年报,151236200,3304142600,13.736998016847,28.707869273974,1,eastmoney:RPT_FCI_PERFORMANCEE,2026-08-01T12:40:55+00:00
