number,security_code,as_of_year,cutoff_notice
1,688087,2021,2022-04-15
2,605208,2021,2022-03-11
3,603511,2021,2022-04-27
4,300937,2021,2022-04-22
5,688606,2021,2022-04-28
6,301087,2021,2022-04-20
7,301061,2021,2022-04-22
8,002997,2021,2022-04-12
9,301048,2021,2022-04-07
10,603219,2021,2022-04-21
11,603987,2021,2022-03-30
12,605339,2021,2022-03-15
13,605189,2021,2022-03-01
14,605268,2021,2022-04-22
15,301029,2021,2022-04-26
16,605358,2021,2022-03-10
17,603213,2021,2022-04-22
18,688131,2021,2022-04-22
19,688232,2021,2022-04-13
20,605006,2021,2022-03-30
21,003031,2021,2022-04-22
22,688521,2021,2022-03-30
23,003035,2021,2022-04-15
24,688617,2021,2022-03-11
25,688019,2021,2022-04-15
26,605286,2021,2022-03-19
27,003000,2021,2022-03-18
28,300982,2021,2022-04-25
29,605300,2021,2022-04-29
30,688317,2021,2022-04-22
31,688798,2021,2022-04-16
32,688789,2021,2022-04-12
33,688368,2021,2022-02-24
34,688345,2021,2022-04-20
35,001207,2021,2022-04-28
36,002759,2021,2022-02-22
37,003039,2021,2022-04-19
38,688315,2021,2022-04-13
39,688211,2021,2022-04-26
40,688161,2021,2022-03-30
41,001217,2021,2022-04-22
42,688739,2021,2022-04-15
43,002625,2021,2022-04-29
44,603171,2021,2022-04-19
45,688269,2021,2022-03-31
46,605567,2021,2022-04-29
47,688032,2021,2022-04-20
48,002774,2021,2022-04-08
49,301082,2021,2022-04-28
50,605399,2021,2022-04-23
51,688076,2021,2022-04-28
52,300986,2021,2022-04-26
53,300997,2021,2022-03-29
54,605577,2021,2022-04-26
55,688767,2021,2022-04-28
56,605305,2021,2022-04-15
57,605111,2021,2022-03-22
58,301051,2021,2022-03-25
59,603230,2021,2022-04-16
60,688276,2021,2022-03-17
