number,security_code,as_of_year,cutoff_notice
1,600512,2017,2018-04-12
2,600197,2017,2018-03-10
3,002067,2017,2018-04-26
4,002212,2017,2018-04-27
5,002327,2017,2018-04-20
6,002016,2017,2018-03-31
7,002610,2017,2018-04-25
8,002681,2017,2018-04-25
9,300297,2017,2018-04-26
