market,security_code,security_name,period,fiscal_year,notice_date,report_currency,revenue,operating_income,pretax,income_tax,interest_expense,ebit,tax_rate,tax_rate_observed,nopat,total_equity,parent_equity,minority_equity,interest_debt,cash_like,excess_cash,invested_capital,capex,dep_amort,cfo,shares,buybacks,dividends_paid,tags_used,source,period_type,report_label,evidence_url
US,MU,美光科技,2015-09-03,2015,2015-10-27,USD,16192000000.0,2998000000.0,2609000000.0,157000000.0,371000000.0,2980000000.0,0.060176,1,2800674587.9647374,13239000000.0,12302000000.0,937000000.0,7341000000.0,2287000000.0,1963160000.0,18616840000.0,4021000000.0,2805000000.0,5208000000.0,1170000000.0,884000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2015，截至 2015-09-03）,
US,MU,美光科技,2016-09-01,2016,2016-10-28,USD,12399000000.0,168000000.0,-281000000.0,19000000.0,437000000.0,156000000.0,0.21,0,123240000.0,12928000000.0,12080000000.0,848000000.0,9910000000.0,4140000000.0,3892020000.0,18945980000.0,5817000000.0,2980000000.0,3168000000.0,1036000000.0,148000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2016，截至 2016-09-01）,
US,MU,美光科技,2017-08-31,2017,2017-10-26,USD,20322000000.0,5868000000.0,5196000000.0,114000000.0,601000000.0,5797000000.0,0.02194,1,5669814087.759815,19470000000.0,18621000000.0,849000000.0,11134000000.0,5109000000.0,4702560000.0,25901440000.0,4734000000.0,3861000000.0,8153000000.0,1154000000.0,35000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2017，截至 2017-08-31）,
US,MU,美光科技,2018-08-30,2018,2018-10-15,USD,30391000000.0,14994000000.0,14307000000.0,168000000.0,342000000.0,14649000000.0,0.011743,1,14476984063.74502,33164000000.0,32294000000.0,870000000.0,4636000000.0,6802000000.0,6194180000.0,31605820000.0,8879000000.0,4759000000.0,17400000000.0,1229000000.0,71000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2018，截至 2018-08-30）,
US,MU,美光科技,2019-08-29,2019,2019-10-17,USD,23406000000.0,7376000000.0,7048000000.0,693000000.0,128000000.0,7176000000.0,0.098326,1,6470414301.9296255,36770000000.0,35881000000.0,889000000.0,5851000000.0,7955000000.0,7486880000.0,35134120000.0,9780000000.0,5424000000.0,13189000000.0,1143000000.0,2729000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2019，截至 2019-08-29）,
US,MU,美光科技,2020-09-03,2020,2020-10-19,USD,21435000000.0,3003000000.0,2983000000.0,280000000.0,194000000.0,3177000000.0,0.093865,1,2878790144.150184,38996000000.0,38996000000.0,0.0,6427000000.0,8142000000.0,7713300000.0,37709700000.0,8223000000.0,5650000000.0,8306000000.0,1131000000.0,251000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2020，截至 2020-09-03）,
US,MU,美光科技,2021-09-02,2021,2021-10-08,USD,27705000000.0,6283000000.0,6218000000.0,394000000.0,183000000.0,6401000000.0,0.063364,1,5995404310.067546,43933000000.0,43933000000.0,0.0,6123000000.0,8633000000.0,8078900000.0,41977100000.0,10030000000.0,6214000000.0,12468000000.0,1141000000.0,1294000000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2021，截至 2021-09-02）,
US,MU,美光科技,2022-09-01,2022,2022-10-07,USD,30758000000.0,9702000000.0,9571000000.0,888000000.0,189000000.0,9760000000.0,0.09278,1,8854464528.26246,49907000000.0,49907000000.0,0.0,6123000000.0,9331000000.0,8715840000.0,47314160000.0,12067000000.0,7116000000.0,15181000000.0,1122000000.0,2432000000.0,461000000.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2022，截至 2022-09-01）,
US,MU,美光科技,2023-08-31,2023,2023-10-06,USD,15540000000.0,-5745000000.0,-5658000000.0,177000000.0,388000000.0,-5270000000.0,0.21,0,-4163300000.0,44120000000.0,44120000000.0,0.0,12327000000.0,9594000000.0,9283200000.0,47163800000.0,7676000000.0,7756000000.0,1559000000.0,1093000000.0,425000000.0,504000000.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2023，截至 2023-08-31）,
US,MU,美光科技,2024-08-29,2024,2024-10-04,USD,25111000000.0,1304000000.0,1240000000.0,451000000.0,562000000.0,1802000000.0,0.36371,1,1146595161.2903225,45131000000.0,45131000000.0,0.0,11774000000.0,8106000000.0,7603780000.0,49301220000.0,8386000000.0,7780000000.0,8507000000.0,1118000000.0,300000000.0,513000000.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2024，截至 2024-08-29）,
US,MU,美光科技,2025-08-28,2025,2025-10-03,USD,37378000000.0,9770000000.0,9654000000.0,1124000000.0,477000000.0,10131000000.0,0.116428,1,8951463642.013672,54165000000.0,54165000000.0,0.0,12093000000.0,10307000000.0,9559440000.0,56698560000.0,15857000000.0,8352000000.0,17525000000.0,1125000000.0,0.0,522000000.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities+NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;dep_amort=DepreciationDepletionAndAmortization+Depreciation;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestAndDebtExpense;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt+LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues+SalesRevenueNet;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest+StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2025，截至 2025-08-28）,
US,MU,美光科技,2026-05-28,2026,2026-06-24,USD,90274000000.0,59243000000.0,59064000000.0,8607000000.0,230000000.0,59294000000.0,0.145723,1,50653483644.85981,100724000000.0,100724000000.0,0.0,5722000000.0,26022000000.0,24216520000.0,82229480000.0,25260000000.0,9011000000.0,51432000000.0,1145000000.0,650000000.0,567000000.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment;cash=CashAndCashEquivalentsAtCarryingValue;cash_invest=AvailableForSaleSecuritiesDebtSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities;dep_amort=DepreciationDepletionAndAmortization;dividends_paid=PaymentsOfDividendsCommonStock;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpenseNonoperating;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebtAndCapitalLeaseObligations;minority_equity=MinorityInterest;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments;revenue=RevenueFromContractWithCustomerExcludingAssessedTax;shares=WeightedAverageNumberOfDilutedSharesOutstanding;st_debt=DebtCurrent;total_equity=StockholdersEquity,SEC companyfacts 10-Q TTM,ttm,三季报（FY2026Q3）,https://investors.micron.com/news/press-release/2026/Micron-Technology-Inc--Reports-Record-Results-for-the-Third-Quarter-of-Fiscal-2026/default.aspx
US,NVDA,英伟达,2008-01-27,2008,2010-03-18,USD,4097860000.0,836346000.0,,103696000.0,54000.0,836346000.0,0.21,0,660713340.0,2617912000.0,2617912000.0,0.0,0.0,726969000.0,645011800.0,1972900200.0,0.0,133192000.0,1270196000.0,606732.0,552512000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment+PaymentsToAcquireProductiveAssets;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=MarketableSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities;dep_amort=DepreciationDepletionAndAmortization+DepreciationAndAmortization+Depreciation;dividends_paid=PaymentsOfDividends;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestExpenseDebt;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest+IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=CommercialPaper+DebtCurrent;total_equity=StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2008，截至 2008-01-27）,
US,NVDA,英伟达,2009-01-25,2009,2010-03-18,USD,3424859000.0,-70700000.0,-42954000.0,-12913000.0,406000.0,-42548000.0,0.21,0,-33612920.0,2394652000.0,2394652000.0,0.0,0.0,1255390000.0,1186892820.0,1207759180.0,0.0,185023000.0,249360000.0,548126.0,423636000.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment+PaymentsToAcquireProductiveAssets;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=MarketableSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities;dep_amort=DepreciationDepletionAndAmortization+DepreciationAndAmortization+Depreciation;dividends_paid=PaymentsOfDividends;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestExpenseDebt;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest+IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=CommercialPaper+DebtCurrent;total_equity=StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2009，截至 2009-01-25）,
US,NVDA,英伟达,2010-01-31,2010,2010-03-18,USD,3326445000.0,-98945000.0,-82294000.0,-14307000.0,3320000.0,-78974000.0,0.21,0,-62389460.0,2665140000.0,2665140000.0,0.0,0.0,1728227000.0,1661698100.0,1003441900.0,77601000.0,196664000.0,487807000.0,549574.0,0.0,0.0,buybacks=PaymentsForRepurchaseOfCommonStock;capex=PaymentsToAcquirePropertyPlantAndEquipment+PaymentsToAcquireProductiveAssets;cash=CashAndCashEquivalentsAtCarryingValue+CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;cash_invest=MarketableSecuritiesCurrent;cfo=NetCashProvidedByUsedInOperatingActivities;dep_amort=DepreciationDepletionAndAmortization+DepreciationAndAmortization+Depreciation;dividends_paid=PaymentsOfDividends;income_tax=IncomeTaxExpenseBenefit;interest_expense=InterestExpense+InterestExpenseNonoperating+InterestExpenseDebt;lt_debt_current=LongTermDebtCurrent;lt_debt_noncurrent=LongTermDebtNoncurrent;lt_debt_total=LongTermDebt;operating_income=OperatingIncomeLoss;parent_equity=StockholdersEquity;pretax=IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest+IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments+IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic;revenue=RevenueFromContractWithCustomerExcludingAssessedTax+Revenues;shares=WeightedAverageNumberOfDilutedSharesOutstanding+WeightedAverageNumberOfSharesOutstandingBasic;shares_instant=CommonStockSharesOutstanding;st_debt=CommercialPaper+DebtCurrent;total_equity=StockholdersEquity,SEC companyfacts us-gaap,annual,年报（FY2010，截至 2010-01-31）,
