number,security_code,as_of_year,cutoff_notice
1,603231,2023,2024-04-20
2,688429,2023,2024-04-10
3,603190,2023,2024-04-03
4,001328,2023,2024-04-27
5,301558,2023,2024-03-29
6,300453,2023,2024-03-23
7,688569,2023,2024-03-27
8,301362,2023,2024-04-22
9,688698,2023,2024-04-16
10,688127,2023,2024-04-25
11,603193,2023,2024-04-25
12,600877,2023,2024-04-26
13,001326,2023,2024-04-17
14,603908,2023,2024-04-30
15,002730,2023,2024-04-19
16,688025,2023,2024-04-20
17,001378,2023,2024-04-25
18,688628,2023,2024-04-19
19,301488,2023,2024-04-24
20,301103,2023,2024-04-26
21,301382,2023,2024-04-22
22,600576,2023,2024-03-30
23,603270,2023,2024-04-03
24,001376,2023,2024-03-15
25,688638,2023,2024-04-27
26,688093,2023,2024-04-18
27,301322,2023,2024-04-26
28,603125,2023,2024-04-02
29,001337,2023,2024-03-30
30,301286,2023,2024-04-10
31,688591,2023,2024-04-30
32,301387,2023,2024-04-23
33,301397,2023,2024-04-11
34,301262,2023,2024-04-26
35,002780,2023,2024-04-30
36,300692,2023,2024-04-22
37,301508,2023,2024-04-22
38,688334,2023,2024-04-11
39,301517,2023,2024-04-16
40,301080,2023,2024-04-24
41,300795,2023,2024-03-27
42,688719,2023,2024-04-27
43,688410,2023,2024-04-26
44,300290,2023,2024-04-24
45,301325,2023,2024-04-25
46,301507,2023,2024-04-24
47,688212,2023,2024-04-10
48,301509,2023,2024-04-02
49,688028,2023,2024-04-20
50,603099,2023,2024-03-22
51,603004,2023,2024-04-26
52,688433,2023,2024-04-26
53,603275,2023,2024-04-26
54,301211,2023,2024-04-23
55,300789,2023,2024-04-26
56,688581,2023,2024-04-23
57,688335,2023,2024-03-28
58,688378,2023,2024-04-19
59,688420,2023,2024-04-19
60,688168,2023,2024-04-26
61,301378,2023,2024-04-22
62,300074,2023,2024-04-26
63,688551,2023,2024-04-15
64,688292,2023,2024-04-19
65,300629,2023,2024-04-25
