security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,growth_confirmed,roe_window,roe_efficiency,incremental_roe,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout
300316,晶盛机电,L2,2024-03-31,2024-04-26,2024-04-26,ok,,3.6300,0.3457,weightavg_ttm,12.2346,3.9526,0.3231,0.2847,up,,5,0.9776,0.3793,0.2034,0.6769,0.2574,0.2500,Y,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,72.0766,64.8689,79.2842,0.20,57.6612,18.24,19.86,0.9982,0.0000
300316,晶盛机电,L2,2024-06-30,2024-08-21,2024-08-21,ok,,3.4000,0.3025,weightavg_ttm,12.3300,3.9834,0.3231,0.2847,up,,5,0.9776,0.3793,0.2034,0.5553,0.2574,0.2500,Y,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,73.1428,65.8286,80.4571,0.20,58.5143,18.36,21.51,0.9984,0.0000
300316,晶盛机电,L2,2024-09-30,2024-10-25,2024-10-25,ok,,3.0600,0.2572,weightavg_ttm,13.0127,4.2039,0.3231,0.2847,up,,5,0.9776,0.3793,0.2034,0.4046,0.2574,0.2500,Y,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,77.1836,69.4652,84.9019,0.20,61.7469,18.36,25.22,0.9984,0.0000
300316,晶盛机电,L2,2024-12-31,2025-04-19,2025-04-19,ok,,1.9200,0.1597,weightavg_ttm,12.6925,2.0270,0.1597,0.1597,,,9,0.1359,0.1451,0.2027,0.1361,0.1273,0.1273,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,34.4486,31.0037,37.8935,0.20,27.5589,16.99,17.94,0.9282,0.0000
300316,晶盛机电,L2,2025-03-31,2025-04-29,2025-04-29,ok,,1.5400,0.1245,weightavg_ttm,13.1315,2.0971,0.1597,0.1597,,,9,0.1359,0.1451,0.2027,0.0244,0.1273,0.1273,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,35.6399,32.0759,39.2039,0.20,28.5120,16.99,23.14,0.9282,0.0000
300316,晶盛机电,L2,2025-06-30,2025-08-23,2025-08-23,ok,,0.8100,0.0654,weightavg_ttm,13.0951,2.0913,0.1597,0.1597,,,9,0.1359,0.1451,0.2027,-0.2315,0.1273,0.1273,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,35.8402,32.2562,39.4242,0.20,28.6722,17.14,44.25,0.9332,0.0000
300316,晶盛机电,L2,2025-09-30,2025-10-25,2025-10-25,ok,,0.3500,0.0282,weightavg_ttm,13.3248,2.1280,0.1597,0.1597,,,9,0.1359,0.1451,0.2027,-0.4430,0.1273,0.1273,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,36.0328,32.4296,39.6361,0.20,28.8263,16.93,102.95,0.9261,0.0000
300316,晶盛机电,L2,2025-12-31,2026-04-11,2026-04-11,ok,,0.6800,0.0526,weightavg_ttm,13.0716,2.0875,0.1597,0.1597,,,9,0.1099,-0.0838,0.2098,-0.3287,0.1262,0.1262,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,35.3917,31.8525,38.9309,0.20,28.3134,16.95,52.05,0.9259,0.0044
300316,晶盛机电,L2,2026-03-31,2026-04-28,2026-04-28,ok,,0.3200,0.0247,weightavg_ttm,13.1506,2.1001,0.1597,0.1597,,,9,0.1099,-0.0838,0.2098,-0.5027,0.1262,0.1262,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,35.6054,32.0448,39.1659,0.20,28.4843,16.95,111.27,0.9259,0.0044
300341,麦克奥迪,L2,2024-03-31,2024-04-26,2024-04-26,ok,,0.3133,0.0987,weightavg_ttm,3.3247,0.4691,0.1411,0.1411,,,9,0.0373,0.0277,0.2090,0.0007,0.1116,0.1116,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,7.6551,6.8896,8.4206,0.20,6.1241,16.32,24.43,0.8517,0.0627
300341,麦克奥迪,L2,2024-06-30,2024-08-27,2024-08-27,ok,,0.3303,0.1024,weightavg_ttm,3.3570,0.4737,0.1411,0.1411,,,9,0.0373,0.0277,0.2090,0.0075,0.1116,0.1116,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,7.8110,7.0299,8.5921,0.20,6.2488,16.49,23.65,0.8581,0.0555
300341,麦克奥迪,L2,2024-09-30,2024-10-24,2024-10-24,ok,,0.3314,0.1014,weightavg_ttm,3.4361,0.4848,0.1411,0.1411,,,9,0.0373,0.0277,0.2090,0.0115,0.1116,0.1116,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,7.9934,7.1941,8.7928,0.20,6.3947,16.49,24.12,0.8580,0.0557
300341,麦克奥迪,L2,2024-12-31,2025-04-21,2025-04-21,ok,,0.3121,0.0922,weightavg_ttm,3.5139,0.4958,0.1411,0.1411,,,9,0.2269,0.0284,0.2173,-0.0320,0.1104,0.1104,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,8.3695,7.5325,9.2064,0.20,6.6956,16.88,26.82,0.8714,0.0460
300341,麦克奥迪,L2,2025-03-31,2025-04-28,2025-04-28,ok,,0.3180,0.0925,weightavg_ttm,3.5819,0.5054,0.1411,0.1411,,,9,0.2269,0.0284,0.2173,-0.0443,0.1104,0.1104,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,8.5315,7.6783,9.3846,0.20,6.8252,16.88,26.83,0.8714,0.0460
300341,麦克奥迪,L2,2025-06-30,2025-08-25,2025-08-25,ok,,0.3398,0.0966,weightavg_ttm,3.6151,0.5101,0.1411,0.1411,,,9,0.2269,0.0284,0.2173,-0.0651,0.1104,0.1104,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,8.6832,7.8149,9.5515,0.20,6.9465,17.02,25.55,0.8766,0.0404
300341,麦克奥迪,L2,2025-09-30,2025-10-27,2025-10-27,ok,,0.3543,0.0992,weightavg_ttm,3.7193,0.5248,0.1411,0.1411,,,9,0.2269,0.0284,0.2173,-0.0856,0.1104,0.1104,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,8.8263,7.9436,9.7089,0.20,7.0610,16.82,24.91,0.8691,0.0484
300341,麦克奥迪,L2,2025-12-31,2026-04-27,2026-04-27,ok,,0.3317,0.0910,weightavg_ttm,3.7636,0.5070,0.1347,0.1347,,,9,0.1833,-0.0132,0.2163,-0.1306,0.1056,0.1056,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,8.5743,7.7168,9.4317,0.20,6.8594,16.91,25.85,0.8517,0.0633
300341,麦克奥迪,L2,2026-03-31,2026-04-29,2026-04-29,ok,,0.3462,0.0924,weightavg_ttm,3.8191,0.5144,0.1347,0.1347,,,9,0.1833,-0.0132,0.2163,-0.1105,0.1056,0.1056,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,8.7007,7.8306,9.5707,0.20,6.9605,16.91,25.13,0.8517,0.0633
300346,南大光电,L2,2024-03-31,2024-04-26,2024-04-26,ok,,0.4000,0.0974,weightavg_ttm,4.2274,0.3699,0.0875,0.0875,,,5,0.4822,0.1623,0.1626,0.3214,0.0733,0.0733,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.0875,5.6846,5.1161,6.2530,0.20,4.5477,15.37,14.21,0.7277,0.2202
300346,南大光电,L2,2024-06-30,2024-08-30,2024-08-30,ok,,0.3800,0.1036,weightavg_ttm,4.3786,0.3831,0.0875,0.0875,,,5,0.4822,0.1623,0.1626,0.4139,0.0733,0.0733,,market,0.0217,0.0514,1.00,0.0731,0.0217,0.0875,6.0144,5.4130,6.6159,0.20,4.8115,15.70,15.83,0.7282,0.2216
300346,南大光电,L2,2024-09-30,2024-10-30,2024-10-30,ok,,0.4000,0.1114,weightavg_ttm,4.4987,0.3936,0.0875,0.0875,,,5,0.4822,0.1623,0.1626,0.2913,0.0733,0.0733,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0875,6.1996,5.5796,6.8196,0.20,4.9597,15.75,15.50,0.7283,0.2218
300346,南大光电,L2,2024-12-31,2025-04-03,2025-04-03,ok,,0.4100,0.1342,weightavg_ttm,5.9016,0.5488,0.0930,0.0930,,,5,1.0000,0.0706,0.1798,0.2576,0.0763,0.0763,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0930,9.4554,8.5099,10.4010,0.20,7.5643,17.23,23.06,0.7275,0.2424
300346,南大光电,L2,2025-03-31,2025-04-26,2025-04-26,ok,,0.4000,0.1259,weightavg_ttm,5.9331,0.5518,0.0930,0.0930,,,5,1.0000,0.0706,0.1798,0.1773,0.0763,0.0763,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0930,9.5059,8.5553,10.4565,0.20,7.6047,17.23,23.76,0.7275,0.2424
300346,南大光电,L2,2025-06-30,2025-08-27,2025-08-27,ok,,0.4400,0.1162,weightavg_ttm,5.0222,0.4671,0.0930,0.0930,,,5,1.0000,0.0706,0.1798,0.1543,0.0763,0.0763,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0930,8.1856,7.3670,9.0042,0.20,6.5485,17.53,18.60,0.7279,0.2435
300346,南大光电,L2,2025-09-30,2025-10-29,2025-10-29,ok,,0.4400,0.1059,weightavg_ttm,4.9792,0.4631,0.0930,0.0930,,,5,1.0000,0.0706,0.1798,0.1107,0.0763,0.0763,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.0930,7.9173,7.1256,8.7091,0.20,6.3339,17.10,17.99,0.7273,0.2419
300346,南大光电,L2,2025-12-31,2026-04-10,2026-04-10,ok,,0.4600,0.0919,weightavg_ttm,5.0383,0.4686,0.0930,0.0930,,,5,0.4295,0.1379,0.3141,0.1964,0.0638,0.0638,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0930,7.9342,7.1408,8.7276,0.20,6.3474,16.93,17.25,0.7011,0.3632
300346,南大光电,L2,2026-03-31,2026-04-24,2026-04-24,ok,,0.5000,0.0989,weightavg_ttm,5.2088,0.4844,0.0930,0.0930,,,5,0.4295,0.1379,0.3141,0.2439,0.0638,0.0638,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0930,8.2027,7.3824,9.0230,0.20,6.5622,16.93,16.41,0.7011,0.3632
300347,泰格医药,L2,2024-03-31,2024-04-26,2024-04-26,ok,,1.9500,0.0821,weightavg_ttm,24.2221,4.0572,0.1675,0.1675,,,9,0.2028,0.0655,0.2103,-0.0464,0.1323,0.1323,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,66.5184,59.8665,73.1702,0.20,53.2147,16.40,34.11,0.9236,0.0132
300347,泰格医药,L2,2024-06-30,2024-08-29,2024-08-29,ok,,1.3000,0.0544,weightavg_ttm,24.0074,4.0212,0.1675,0.1675,,,9,0.2028,0.0655,0.2103,-0.1743,0.1323,0.1323,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,66.6577,59.9919,73.3235,0.20,53.3262,16.58,51.28,0.9300,0.0080
300347,泰格医药,L2,2024-09-30,2024-10-30,2024-10-30,ok,,1.1100,0.0459,weightavg_ttm,24.3540,4.0793,0.1675,0.1675,,,9,0.2028,0.0655,0.2103,-0.2433,0.1323,0.1323,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,67.6073,60.8466,74.3681,0.20,54.0859,16.57,60.91,0.9299,0.0081
300347,泰格医药,L2,2024-12-31,2025-03-28,2025-03-28,ok,,0.4700,0.0194,weightavg_ttm,23.8981,3.2836,0.1374,0.1374,,,9,0.2054,-0.3190,0.3727,-0.4796,0.0862,0.0862,,market,0.0172,0.0514,1.00,0.0686,0.0172,0.0986,53.7199,48.3479,59.0918,0.20,42.9759,16.36,114.30,0.8223,0.1946
300347,泰格医药,L2,2025-03-31,2025-04-29,2025-04-29,ok,,0.3900,0.0162,weightavg_ttm,23.7347,3.2611,0.1374,0.1374,,,9,0.2054,-0.3190,0.3727,-0.5148,0.0862,0.0862,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,52.9654,47.6689,58.2620,0.20,42.3723,16.24,135.81,0.8178,0.1997
300347,泰格医药,L2,2025-06-30,2025-08-29,2025-08-29,ok,,0.3500,0.0148,weightavg_ttm,23.8372,3.2752,0.1374,0.1374,,,9,0.2054,-0.3190,0.3727,-0.5280,0.0862,0.0862,,market,0.0184,0.0514,1.00,0.0698,0.0184,0.0998,53.0957,47.7861,58.4053,0.20,42.4766,16.21,151.70,0.8166,0.2011
300347,泰格医药,L2,2025-09-30,2025-10-29,2025-10-29,ok,,0.7200,0.0298,weightavg_ttm,24.5943,3.3793,0.1374,0.1374,,,9,0.2054,-0.3190,0.3727,-0.3901,0.0862,0.0862,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,54.6906,49.2216,60.1597,0.20,43.7525,16.18,75.96,0.8155,0.2023
300347,泰格医药,L2,2025-12-31,2026-03-31,2026-03-31,ok,,1.0400,0.0429,weightavg_ttm,24.3425,3.3447,0.1374,0.1374,,,9,0.2782,-0.6360,0.3341,-0.2380,0.0915,0.0915,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,54.8409,49.3568,60.3250,0.20,43.8727,16.40,52.73,0.8280,0.1642
300347,泰格医药,L2,2026-03-31,2026-04-29,2026-04-29,ok,,0.9100,0.0372,weightavg_ttm,24.2924,3.3378,0.1374,0.1374,,,9,0.2782,-0.6360,0.3341,-0.2788,0.0915,0.0915,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,54.7281,49.2553,60.2009,0.20,43.7825,16.40,60.14,0.8280,0.1642
300351,永贵电器,L2,2024-03-31,2024-04-27,2024-04-27,ok,,0.2700,0.0456,weightavg_ttm,6.1075,0.3652,0.0598,0.0598,,,9,0.1100,1.2551,0.1282,-0.0039,0.0521,0.0521,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.0598,4.2940,3.8646,4.7234,0.20,3.4352,11.76,15.90,0.7260,0.1771
300351,永贵电器,L2,2024-06-30,2024-08-30,2024-08-30,ok,,0.2696,0.0448,weightavg_ttm,6.0969,0.3646,0.0598,0.0598,,,9,0.1100,1.2551,0.1282,-0.0424,0.0521,0.0521,,market,0.0217,0.0514,1.00,0.0731,0.0217,0.0598,4.4358,3.9922,4.8794,0.20,3.5486,12.17,16.45,0.7270,0.1791
300351,永贵电器,L2,2024-09-30,2024-10-26,2024-10-26,ok,,0.2872,0.0475,weightavg_ttm,6.1724,0.3691,0.0598,0.0598,,,9,0.1100,1.2551,0.1282,-0.0246,0.0521,0.0521,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0598,4.5143,4.0629,4.9657,0.20,3.6115,12.23,15.72,0.7271,0.1794
300351,永贵电器,L2,2024-12-31,2025-04-21,2025-04-21,ok,,0.3300,0.0532,weightavg_ttm,6.3018,0.3422,0.0543,0.0543,,,9,0.0591,0.0500,0.1888,0.0096,0.0440,0.0440,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0543,4.3331,3.8998,4.7665,0.20,3.4665,12.66,13.13,0.7128,0.2365
300351,永贵电器,L2,2025-03-31,2025-04-25,2025-04-25,ok,,0.2900,0.0456,weightavg_ttm,6.3567,0.3452,0.0543,0.0543,,,9,0.0591,0.0500,0.1888,-0.0652,0.0440,0.0440,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0543,4.3709,3.9338,4.8080,0.20,3.4967,12.66,15.07,0.7128,0.2365
300351,永贵电器,L2,2025-06-30,2025-08-29,2025-08-29,ok,,0.2822,0.0444,weightavg_ttm,6.3815,0.3465,0.0543,0.0543,,,9,0.0591,0.0500,0.1888,-0.0972,0.0440,0.0440,,market,0.0184,0.0514,1.00,0.0698,0.0184,0.0543,4.3561,3.9205,4.7918,0.20,3.4849,12.57,15.44,0.7125,0.2361
300351,永贵电器,L2,2025-09-30,2025-10-30,2025-10-30,ok,,0.2527,0.0394,weightavg_ttm,6.4260,0.3489,0.0543,0.0543,,,9,0.0591,0.0500,0.1888,-0.1369,0.0440,0.0440,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.0543,4.3575,3.9218,4.7933,0.20,3.4860,12.49,17.24,0.7122,0.2357
300351,永贵电器,L2,2025-12-31,2026-04-10,2026-04-10,ok,,0.1600,0.0251,weightavg_ttm,6.3153,0.3360,0.0532,0.0532,,,9,0.0623,-0.1924,0.2742,-0.2608,0.0386,0.0386,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0532,4.2292,3.8062,4.6521,0.20,3.3833,12.59,26.43,0.6921,0.3126
300351,永贵电器,L2,2026-03-31,2026-04-27,2026-04-27,ok,,0.0400,0.0069,weightavg_ttm,6.2573,0.3329,0.0532,0.0532,,,9,0.0623,-0.1924,0.2742,-0.5128,0.0386,0.0386,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0532,4.1903,3.7713,4.6094,0.20,3.3523,12.59,104.76,0.6921,0.3126
300357,我武生物,L2,2024-03-31,2024-04-19,2024-04-19,ok,,0.6053,0.1493,weightavg_ttm,4.3310,0.7844,0.1811,0.2055,down,,5,0.3503,0.0130,0.3080,0.0101,0.1253,0.1253,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,12.5218,11.2697,13.7740,0.20,10.0175,15.96,20.69,0.9217,0.0920
300357,我武生物,L2,2024-06-30,2024-08-23,2024-08-23,ok,,0.5936,0.1431,weightavg_ttm,4.2836,0.7758,0.1811,0.2055,down,,5,0.3503,0.0130,0.3080,-0.0083,0.1253,0.1253,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,12.5215,11.2693,13.7736,0.20,10.0172,16.14,21.09,0.9281,0.0876
300357,我武生物,L2,2024-09-30,2024-10-24,2024-10-24,ok,,0.5964,0.1385,weightavg_ttm,4.5083,0.8165,0.1811,0.2055,down,,5,0.3503,0.0130,0.3080,-0.0121,0.1253,0.1253,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,13.1758,11.8582,14.4934,0.20,10.5406,16.14,22.09,0.9280,0.0876
300357,我武生物,L2,2024-12-31,2025-04-19,2025-04-19,ok,,0.6070,0.1389,weightavg_ttm,4.4954,0.7237,0.1610,0.1877,down,,5,0.3538,0.0439,0.2701,-0.0203,0.1175,0.1175,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,12.0445,10.8401,13.2490,0.20,9.6356,16.64,19.84,0.9103,0.0589
300357,我武生物,L2,2025-03-31,2025-04-19,2025-04-19,ok,,0.6015,0.1353,weightavg_ttm,4.6374,0.7466,0.1610,0.1877,down,,5,0.3538,0.0439,0.2701,-0.0429,0.1175,0.1175,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,12.4250,11.1825,13.6674,0.20,9.9400,16.64,20.66,0.9103,0.0589
300357,我武生物,L2,2025-06-30,2025-08-22,2025-08-22,ok,,0.6601,0.1452,weightavg_ttm,4.7134,0.7588,0.1610,0.1877,down,,5,0.3538,0.0439,0.2701,-0.0240,0.1175,0.1175,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,12.7380,11.4642,14.0118,0.20,10.1904,16.79,19.30,0.9155,0.0546
300357,我武生物,L2,2025-09-30,2025-10-24,2025-10-24,ok,,0.7457,0.1574,weightavg_ttm,5.0340,0.8104,0.1610,0.1877,down,,5,0.3538,0.0439,0.2701,-0.0002,0.1175,0.1175,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,13.4372,12.0935,14.7810,0.20,10.7498,16.58,18.02,0.9080,0.0608
300357,我武生物,L2,2025-12-31,2026-04-24,2026-04-24,ok,,0.7276,0.1519,weightavg_ttm,5.0029,0.7443,0.1488,0.1519,down,,5,0.6123,0.0487,0.2387,0.0298,0.1133,0.1133,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,12.4785,11.2306,13.7263,0.20,9.9828,16.76,17.15,0.8873,0.0490
300357,我武生物,L2,2026-03-31,2026-04-24,2026-04-24,ok,,0.8133,0.1653,weightavg_ttm,5.2306,0.7782,0.1488,0.1519,down,,5,0.6123,0.0487,0.2387,0.0914,0.1133,0.1133,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,13.0465,11.7418,14.3511,0.20,10.4372,16.76,16.04,0.8873,0.0490
300360,炬华科技,L3,2024-03-31,2024-04-25,2024-04-25,ok,,1.1800,0.1725,weightavg_ttm,7.3253,0.9442,0.1289,0.1289,,,9,0.2126,0.2815,0.2892,0.2527,0.0916,0.0916,,market,0.0229,0.0514,1.30,0.0898,0.0229,0.0898,9.0785,8.1706,9.9863,0.30,6.3549,9.61,7.69,0.8462,0.0789
300360,炬华科技,L3,2024-06-30,2024-08-28,2024-08-28,ok,,1.2500,0.1580,weightavg_ttm,7.2561,0.9353,0.1289,0.1289,,,9,0.2126,0.2815,0.2892,0.3103,0.0916,0.0916,,market,0.0215,0.0514,1.30,0.0884,0.0215,0.0884,9.0463,8.1417,9.9509,0.30,6.3324,9.67,7.24,0.8581,0.0703
300360,炬华科技,L3,2024-09-30,2024-10-23,2024-10-23,ok,,1.3900,0.1888,weightavg_ttm,7.6493,0.9860,0.1289,0.1289,,,9,0.2126,0.2815,0.2892,0.3472,0.0916,0.0916,,market,0.0215,0.0514,1.30,0.0884,0.0215,0.0884,9.5356,8.5820,10.4891,0.30,6.6749,9.67,6.86,0.8579,0.0704
300360,炬华科技,L3,2024-12-31,2025-04-21,2025-04-21,ok,,1.2900,0.1740,weightavg_ttm,7.6777,0.9897,0.1289,0.1289,,,9,0.1510,0.2426,0.3132,0.2788,0.0885,0.0885,,market,0.0181,0.0514,1.30,0.0850,0.0181,0.0850,9.7026,8.7323,10.6728,0.30,6.7918,9.80,7.52,0.8772,0.0719
300360,炬华科技,L3,2025-03-31,2025-04-29,2025-04-29,ok,,1.4100,0.1868,weightavg_ttm,8.0191,1.0337,0.1289,0.1289,,,9,0.1510,0.2426,0.3132,0.3039,0.0885,0.0885,,market,0.0181,0.0514,1.30,0.0850,0.0181,0.0850,10.1340,9.1206,11.1474,0.30,7.0938,9.80,7.19,0.8772,0.0719
300360,炬华科技,L3,2025-06-30,2025-08-28,2025-08-28,ok,,1.3000,0.1669,weightavg_ttm,7.9514,1.0249,0.1289,0.1289,,,9,0.1510,0.2426,0.3132,0.2072,0.0885,0.0885,,market,0.0170,0.0514,1.30,0.0839,0.0170,0.0839,10.0957,9.0861,11.1052,0.30,7.0670,9.85,7.77,0.8872,0.0652
300360,炬华科技,L3,2025-09-30,2025-10-25,2025-10-25,ok,,1.1600,0.1479,weightavg_ttm,8.2142,1.0588,0.1289,0.1289,,,9,0.1510,0.2426,0.3132,0.1527,0.0885,0.0885,,market,0.0186,0.0514,1.30,0.0855,0.0186,0.0855,10.3593,9.3233,11.3952,0.30,7.2515,9.78,8.93,0.8729,0.0748
300360,炬华科技,L3,2025-12-31,2026-04-28,2026-04-28,ok,,1.1000,0.1362,weightavg_ttm,8.0836,1.0420,0.1289,0.1289,,,9,0.1138,0.1647,0.3332,0.0628,0.0860,0.0860,,market,0.0182,0.0514,1.30,0.0850,0.0182,0.0850,10.2062,9.1856,11.2268,0.30,7.1444,9.80,9.28,0.8679,0.0908
300360,炬华科技,L3,2026-03-31,2026-04-28,2026-04-28,ok,,0.9500,0.1156,weightavg_ttm,8.2675,1.0657,0.1289,0.1289,,,9,0.1138,0.1647,0.3332,-0.0221,0.0860,0.0860,,market,0.0182,0.0514,1.30,0.0850,0.0182,0.0850,10.4384,9.3946,11.4823,0.30,7.3069,9.80,10.99,0.8679,0.0908
300373,扬杰科技,L2,2024-03-31,2024-04-29,2024-04-29,ok,,1.7200,0.1171,weightavg_ttm,15.5031,2.1534,0.1389,0.1389,,,9,0.1923,0.1286,0.2440,0.2449,0.1050,0.1050,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,34.8515,31.3664,38.3367,0.20,27.8812,16.18,20.26,0.8354,0.1016
300373,扬杰科技,L2,2024-06-30,2024-08-23,2024-08-23,ok,,1.7300,0.1128,weightavg_ttm,15.3267,2.1289,0.1389,0.1389,,,9,0.1923,0.1286,0.2440,0.1750,0.1050,0.1050,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,34.8143,31.3329,38.2957,0.20,27.8514,16.35,20.12,0.8417,0.0942
300373,扬杰科技,L2,2024-09-30,2024-10-23,2024-10-23,ok,,1.8020,0.1169,weightavg_ttm,15.4869,2.1511,0.1389,0.1389,,,9,0.1923,0.1286,0.2440,0.1274,0.1050,0.1050,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,35.1719,31.6547,38.6891,0.20,28.1375,16.35,19.52,0.8416,0.0943
300373,扬杰科技,L2,2024-12-31,2025-03-31,2025-03-31,ok,,1.8500,0.1178,weightavg_ttm,16.1306,2.0163,0.1250,0.1250,,,9,0.1611,0.1052,0.2675,0.0928,0.0916,0.0916,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,33.9476,30.5529,37.3424,0.20,27.1581,16.84,18.35,0.8070,0.1461
300373,扬杰科技,L2,2025-03-31,2025-04-25,2025-04-25,ok,,2.0200,0.1269,weightavg_ttm,16.6326,2.0791,0.1250,0.1250,,,9,0.1611,0.1052,0.2675,0.0719,0.0916,0.0916,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,35.0040,31.5036,38.5044,0.20,28.0032,16.84,17.33,0.8070,0.1461
300373,扬杰科技,L2,2025-06-30,2025-08-20,2025-08-20,ok,,2.1900,0.1338,weightavg_ttm,16.7746,2.0968,0.1250,0.1250,,,9,0.1611,0.1052,0.2675,0.0525,0.0916,0.0916,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,35.5873,32.0286,39.1460,0.20,28.4698,16.97,16.25,0.8121,0.1391
300373,扬杰科技,L2,2025-09-30,2025-10-20,2025-10-20,ok,,2.4737,0.1451,weightavg_ttm,17.0137,2.1267,0.1250,0.1250,,,9,0.1611,0.1052,0.2675,0.0493,0.0916,0.0916,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,35.6812,32.1131,39.2493,0.20,28.5449,16.78,14.42,0.8048,0.1491
300373,扬杰科技,L2,2025-12-31,2026-03-31,2026-03-31,ok,,2.3300,0.1373,weightavg_ttm,17.5649,2.1956,0.1250,0.1250,,,9,0.0500,0.1073,0.2585,0.0589,0.0927,0.0927,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,37.0280,33.3252,40.7308,0.20,29.6224,16.86,15.89,0.8090,0.1381
300373,扬杰科技,L2,2026-03-31,2026-04-18,2026-04-18,ok,,2.5400,0.1462,weightavg_ttm,18.2378,2.2797,0.1250,0.1250,,,9,0.0500,0.1073,0.2585,0.1239,0.0927,0.0927,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,38.4466,34.6019,42.2912,0.20,30.7573,16.86,15.14,0.8090,0.1381
300394,天孚通信,L2,2024-03-31,2024-04-24,2024-04-24,ok,,1.5906,0.2997,weightavg_ttm,8.8401,1.4409,0.1630,0.1630,,,9,0.2607,0.1771,0.5837,0.4466,0.0679,0.0679,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,20.9202,18.8282,23.0123,0.20,16.7362,14.52,13.15,0.7957,0.2702
300394,天孚通信,L2,2024-06-30,2024-08-23,2024-08-23,ok,,1.5661,0.3533,weightavg_ttm,6.3245,1.0309,0.1630,0.1630,,,9,0.2607,0.1771,0.5837,0.5807,0.0679,0.0679,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,15.1185,13.6067,16.6304,0.20,12.0948,14.67,9.65,0.8019,0.2553
