number,security_code,as_of_year,cutoff_notice
1,688772,2022,2023-03-31
2,688728,2022,2023-04-29
3,688696,2022,2023-04-28
4,688606,2022,2023-04-29
5,688232,2022,2023-04-13
6,688739,2022,2023-04-08
7,688269,2022,2023-03-25
8,688767,2022,2023-04-29
9,688236,2022,2023-03-31
10,688700,2022,2023-04-08
11,688625,2022,2023-04-25
12,688626,2022,2023-04-28
