review_batch_id,security_code,security_name,listed_company_name,exchange,cninfo_org_id,annual_report_title,annual_report_source_url,annual_report_fallback_pdf_url,current_report_title,current_report_source_url,current_report_fallback_pdf_url,official_disclosure_page,research_report_title,research_report_org,research_reporter,research_report_publish_date,research_report_source_url,research_report_info_code,source_fetched_at_utc
batch-059,688400,凌云光,凌云光技术股份有限公司,SSE,9900048361,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225251946&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225251946.PDF,2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225251960&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225251960.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688400,凌云光点评报告：AI赋能，机器视觉主业多点开花，具身智能与光通信打开想象空间,信达证券股份有限公司,宿一赫,2026-04-30 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202604301821857550_1.pdf,AP202604301821857550,2026-06-14T00:00:00+00:00
batch-059,300145,南方泵业,南方泵业,SZSE,9900015667,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225126463&announceTime=1776700800000,https://www.cninfo.com.cn/finalpage/2026-04-21/1225126463.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225175172&announceTime=1777219200000,https://www.cninfo.com.cn/finalpage/2026-04-27/1225175172.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300145,,,,,,,2026-06-14T00:00:00+00:00
batch-059,300416,苏试试验,苏试试验,SZSE,9900023886,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225035696&announceTime=1774540800000,https://www.cninfo.com.cn/finalpage/2026-03-27/1225035696.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225164986&announceTime=1776873600000,https://www.cninfo.com.cn/finalpage/2026-04-23/1225164986.pdf,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300416,业绩稳健向上，航空航天增速亮眼,中邮证券有限责任公司,"刘卓,陈基赟",2026-03-31 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202603311820899968_1.pdf,AP202603311820899968,2026-06-14T00:00:00+00:00
batch-059,002527,新时达,新时达,SZSE,9900016567,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225101828&announceTime=1776182400000,https://www.cninfo.com.cn/finalpage/2026-04-15/1225101828.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225201509&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225201509.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=002527,公司动态研究报告：工业机器人领先，海尔入主赋能转型升级,华鑫证券有限责任公司,"张涵,吕卓阳,傅鸿浩,尤少炜",2025-07-13 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202507131708101379_1.pdf,AP202507131708101379,2026-06-14T00:00:00+00:00
batch-059,688001,华兴源创,苏州华兴源创科技股份有限公司,SSE,9900038969,华兴源创：2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225259389&announceTime=1777478400000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225259389.PDF,华兴源创：2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225259382&announceTime=1777478400000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225259382.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688001,公司有望充分受益于消费电子行业回暖，半导体检测业务构筑第二增长极,东吴证券股份有限公司,"周尔双,李文意",2025-02-09 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202502091642908383_1.pdf,AP202502091642908383,2026-06-14T00:00:00+00:00
batch-059,601881,中国银河,中国银河证券股份有限公司,SSE,qsgn0000512,中国银河：2025年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225051623&announceTime=1774886400000,https://www.cninfo.com.cn/finalpage/2026-03-31/1225051623.PDF,中国银河：2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225256396&announceTime=1777478400000,https://www.cninfo.com.cn/finalpage/2026-04-30/1225256396.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=601881,经纪两融收入保持高增，投行投资等业务表现偏弱,国金证券股份有限公司,"舒思勤,洪希柠,方丽,夏昌盛",2026-05-05 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605051821967943_1.pdf,AP202605051821967943,2026-06-14T00:00:00+00:00
batch-059,300257,开山股份,开山股份,SZSE,9900019129,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225141572&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225141572.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225199710&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225199710.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300257,,,,,,,2026-06-14T00:00:00+00:00
batch-059,688480,赛恩斯,赛恩斯环保股份有限公司,SSE,nssc1000725,赛恩斯环保股份有限公司2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225232909&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225232909.PDF,赛恩斯环保股份有限公司2026年第一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225232987&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225232987.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=688480,2025年报&2026一季报点评：一季度归母净利同增81%，矿冶环保&新材料双轮驱动,东吴证券股份有限公司,"袁理,任逸轩",2026-05-01 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605011821927967_1.pdf,AP202605011821927967,2026-06-14T00:00:00+00:00
batch-059,300820,英杰电气,英杰电气,SZSE,9900022797,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225210229&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225210229.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225210238&announceTime=1777305600000,https://www.cninfo.com.cn/finalpage/2026-04-28/1225210238.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=300820,2025年三季报点评：业绩短期承压，半导体&核聚变电源业务构筑多个增长极,东吴证券股份有限公司,"周尔双,李文意",2025-10-28 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202510281770848783_1.pdf,AP202510281770848783,2026-06-14T00:00:00+00:00
batch-059,920179,凯德石英,凯德石英,BSE,gfbj0835179,2025年年度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225155259&announceTime=1776787200000,https://www.cninfo.com.cn/finalpage/2026-04-22/1225155259.PDF,2026年一季度报告,https://www.cninfo.com.cn/new/announcement/download?bulletinId=1225267790&announceTime=1777392000000,https://www.cninfo.com.cn/finalpage/2026-04-29/1225267790.PDF,https://www.cninfo.com.cn/new/disclosure/stock?stockCode=920179,半导体石英稳健增长，认证成果逐步转化+算力需求+磷化铟晶圆新增量共驱成长,华源证券股份有限公司,赵昊,2026-05-06 00:00:00.000,https://pdf.dfcfw.com/pdf/H3_AP202605051821974941_1.pdf,AP202605051821974941,2026-06-14T00:00:00+00:00
