策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,强平次数,最低担保比例,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家盈亏,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrcBASE20191101,31059691.27546889,1.0408995569980215,0.5497573101781563,1.3455908699467305,0.8660417592479771,0.41551014764566274,0.454008594447199,0.3421989174646791,0.0,45,0.45549072034206795,0.39812396962338537,0.36451399818199914,0.3588570791596184,0.48226343512157177,0.9444852899271644,0.8682692401079005,0.0,21,nan,nan,nan,nan,0,0.4302257429949259,0.4307293665400514,0.07165397751825386,0.8842081536520658,1.0,6,9.353230425156296,0.410827961190239,0.4896761185780299,0.48226343512157177,2021-09-23~2021-11-16,0.8518745798894646,0.775557448652098,0,1.9720938587154548,1.6833513862324523,124,6.0,5.0,0.6529308101104152,0.7386508703305068,0.8148969019964857,1.483887692114871,1.6145598732345863,1.7532167221350656,0.8725845410628019,0.0,0.29838709677419356,7.224715352411214,105.79032258064517,913,242,4.124970091453139,002128/000933/601328/600919/601088,27884658.18,0.9497427961779789,149028.68606200005,0.04967622868733335,2.59%（同期超额 +38.49%）
