security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
600309,万华化学,2013-05-03,2013-06-13,41,15,1,1785214.00,1574314.00,0.00,-0.118137,0.143915,0.132055,16.7385,60,0.6470,0.5547,29.1197,27.2065,31.0329,跌破建仓日MA60止损
002050,三花智控,2013-05-03,2013-09-09,129,11,13,1651491.00,1863123.00,10280.00,0.128146,0.212944,0.213742,10.5750,60,0.8486,0.1451,12.9391,12.0890,13.7892,换仓：让位给空间更大的600031
600066,宇通客车,2013-05-06,2013-10-25,172,13,13,1876025.00,1946588.20,23590.00,0.037613,0.148628,0.147013,14.9059,60,0.7347,0.3528,39.4870,36.8927,42.0813,换仓：让位给空间更大的600309
600519,贵州茅台,2013-05-15,2013-07-30,76,8,1,977925.00,868621.50,9628.50,-0.111771,0.149215,0.147805,170.3002,60,0.9107,0.0785,209.9489,196.1553,223.7425,跌破建仓日MA60止损
600660,福耀玻璃,2013-05-16,2013-06-14,29,7,1,470029.00,454270.00,18250.00,-0.033528,0.083431,0.075472,7.8055,60,0.6860,0.4409,12.5073,11.6856,13.3290,跌破建仓日MA60止损
601988,,2013-06-05,2013-06-07,2,1,1,295.00,291.00,0.00,-0.013559,0.006826,0.006826,2.9275,60,0.9170,0.0905,3.2170,3.0056,3.4284,跌破建仓日MA60止损
601398,工商银行,2013-07-01,2013-08-29,59,7,5,700173.00,689596.00,0.00,-0.015106,0.037313,0.026564,3.8679,60,0.9272,0.0758,4.3356,4.0508,4.6204,换仓：让位给空间更大的600309
600271,,2013-07-30,2013-09-16,48,5,4,460711.00,495559.00,0.00,0.075640,0.086538,0.086538,14.2508,60,0.7241,0.4331,21.6116,20.1917,23.0315,换仓：让位给空间更大的002128
000651,格力电器,2013-08-05,2017-08-17,1473,46,15,5266586.00,10747496.00,1050450.00,1.040695,0.492345,0.450815,6.8839,60,0.5923,0.6579,43.4203,40.5676,46.2730,涨幅≥125%清空
002024,,2013-08-07,2013-10-24,78,3,2,106150.00,174415.00,0.00,0.643099,0.204432,0.190447,5.6942,60,0.6968,0.4459,9.7451,9.1048,10.3854,换仓：让位给空间更大的002128
000933,神火股份,2013-08-22,2013-10-28,67,33,1,1843450.00,1654180.00,0.00,-0.102672,0.169355,0.148000,5.2100,60,0.4404,1.3218,13.3968,12.5166,14.2770,跌破建仓日MA60止损
000338,潍柴动力,2013-08-30,2014-01-06,129,24,1,1932514.00,1737326.00,8830.00,-0.101002,0.166196,0.169448,18.2868,60,0.3891,1.5045,48.0108,44.8565,51.1651,跌破建仓日MA60止损
600585,,2013-10-23,2013-10-24,1,1,1,1561.00,1514.00,0.00,-0.030109,0.000000,0.000000,15.6122,60,0.6827,0.4949,23.3349,21.8018,24.8680,跌破建仓日MA60止损
600660,福耀玻璃,2013-10-24,2014-01-07,75,9,1,427576.00,409975.00,0.00,-0.041165,0.150219,0.139843,7.7970,60,0.7366,0.3591,11.5931,10.8314,12.3548,跌破建仓日MA60止损
600309,万华化学,2013-10-25,2014-03-19,145,12,1,1224511.00,1116144.00,0.00,-0.088498,0.215909,0.262512,16.7082,60,0.5480,0.8527,31.5877,29.5124,33.6630,跌破建仓日MA60止损
600271,,2013-10-28,2014-03-17,140,6,8,828544.00,930938.00,0.00,0.123583,0.180856,0.236495,17.1830,60,0.8639,0.1975,21.8656,20.4290,23.3022,换仓：让位给空间更大的000858
600897,,2013-10-28,2014-05-19,203,8,5,628045.00,632416.00,0.00,0.006960,0.143653,0.140319,13.4643,60,0.7492,0.3265,19.5531,18.2685,20.8377,换仓：让位给空间更大的002128
601857,,2013-12-04,2013-12-16,12,1,1,820.00,781.00,0.00,-0.047561,0.045232,0.045232,7.8639,60,0.8098,0.2304,10.0891,9.4262,10.7520,跌破建仓日MA60止损
600585,,2013-12-06,2014-01-03,28,1,1,1830.00,1573.00,0.00,-0.140437,0.142779,0.142779,16.0640,60,0.6772,0.4969,27.3936,25.5938,29.1934,跌破建仓日MA60止损
600809,山西汾酒,2014-01-06,2014-01-07,1,1,1,138548.00,140144.00,0.00,0.011519,0.000000,0.000000,18.5922,60,0.7632,0.3735,25.0391,23.3940,26.6842,跌破建仓日MA60止损
002050,三花智控,2014-01-06,2014-01-07,1,1,1,139192.00,135255.00,0.00,-0.028285,0.000000,0.000000,11.0752,60,0.8410,0.2422,13.6141,12.7197,14.5085,跌破建仓日MA60止损
600066,宇通客车,2014-01-22,2014-02-25,34,5,1,124505.00,111085.00,0.00,-0.107787,0.135996,0.168034,17.1303,60,0.7829,0.2491,22.5965,21.1119,24.0811,跌破建仓日MA60止损
002050,三花智控,2014-02-17,2014-05-12,84,5,3,250162.00,264413.00,0.00,0.056967,0.076804,0.074876,10.9725,60,0.8866,0.1132,13.6141,12.7197,14.5085,换仓：让位给空间更大的600009
002304,,2014-02-17,2014-09-29,224,24,13,1573685.00,1814074.04,37123.04,0.152756,0.144621,0.157689,39.2917,60,0.5250,0.7993,95.0776,88.8310,101.3242,换仓：让位给空间更大的000933
000869,,2014-03-17,2014-03-27,10,3,2,129057.00,125364.00,0.00,-0.028615,0.052040,0.044289,25.8342,60,0.8983,0.1053,29.3569,27.4282,31.2856,跌破建仓日MA60止损
600519,贵州茅台,2014-03-19,2014-05-20,62,3,3,309045.00,282424.00,0.00,-0.086140,0.176624,0.100880,138.8497,60,0.7986,0.2303,214.5302,200.4356,228.6248,换仓：让位给空间更大的002128
600660,福耀玻璃,2014-04-01,2014-04-25,24,6,1,17681.00,17556.00,0.00,-0.007070,0.061130,0.067702,7.8522,60,0.6886,0.4592,11.9945,11.2065,12.7825,换仓：让位给空间更大的000858
601988,,2014-04-08,2014-04-22,14,2,1,531.00,526.00,0.00,-0.009416,0.029851,0.031719,2.5210,60,0.8623,0.1421,3.0152,2.8171,3.2133,换仓：让位给空间更大的000338
600585,,2014-04-10,2014-05-23,43,5,2,205266.00,201476.00,0.00,-0.018464,0.124187,0.088937,15.7995,60,0.6394,0.4214,27.1493,25.3656,28.9330,换仓：让位给空间更大的002128
601988,,2014-04-23,2014-04-24,1,1,1,261.00,260.00,0.00,-0.003831,0.000000,0.000000,2.5463,60,0.8722,0.1552,3.0152,2.8171,3.2133,换仓：让位给空间更大的000858
601288,农业银行,2014-04-30,2014-05-05,5,1,1,242.00,239.00,0.00,-0.012397,0.000000,0.000000,2.3870,60,0.8924,0.1252,2.7229,2.5440,2.9018,换仓：让位给空间更大的000858
000333,美的集团,2014-04-30,2014-05-07,7,1,1,101893.00,98530.00,0.00,-0.033005,0.048433,0.048433,16.8224,60,0.2541,9.7093,184.9496,172.7984,197.1008,跌破建仓日MA60止损
600660,福耀玻璃,2014-04-30,2014-09-17,140,13,1,12502.00,15395.00,350.00,0.231403,0.066667,0.065197,7.5697,60,0.6849,0.4826,12.4683,11.6491,13.2875,换仓：让位给空间更大的000933
000338,潍柴动力,2014-05-13,2014-09-12,122,3,1,47047.00,55809.00,405.00,0.186239,0.057089,0.057089,17.0402,60,0.5266,0.9239,33.5726,31.3669,35.7783,换仓：让位给空间更大的000933
601088,中国神华,2014-05-13,2018-04-02,1420,51,6,3359694.00,4703785.00,294428.00,0.400064,0.491585,0.469121,11.4903,60,0.3562,1.8737,41.4967,38.7704,44.2230,移出股票库·逐步清仓
601398,工商银行,2014-05-14,2014-06-26,43,6,1,2086.00,2191.02,157.02,0.050345,0.039309,0.036587,3.1381,60,0.8330,0.2040,4.1538,3.8809,4.4267,换仓：让位给空间更大的600188
601818,,2014-05-19,2014-05-20,1,1,1,244.00,245.00,0.00,0.004098,0.000000,0.000000,2.4583,60,0.9047,0.1189,2.7301,2.5507,2.9095,跌破建仓日MA60止损
601939,建设银行,2014-05-26,2014-06-26,31,5,1,2048.00,2055.00,0.00,0.003418,0.021480,0.027096,3.9368,60,0.8442,0.1845,4.7618,4.4489,5.0747,换仓：让位给空间更大的000858
000333,美的集团,2014-05-29,2017-07-24,1152,49,13,4029465.00,9338889.00,464820.00,1.317650,0.414490,0.427007,8.7576,60,0.2368,3.2252,73.1798,68.3719,77.9877,涨幅≥125%清空
601939,建设银行,2014-07-14,2014-08-20,37,3,1,1199.00,1227.00,0.00,0.023353,0.021531,0.036917,3.7608,60,0.7880,0.2691,4.9495,4.6243,5.2747,换仓：让位给空间更大的000933
002128,电投能源,2014-07-25,2014-11-06,104,8,1,6164.00,6672.00,0.00,0.082414,0.122538,0.122538,6.7678,60,0.4675,1.0841,15.4012,14.3893,16.4131,换仓：让位给空间更大的000933
600031,三一重工,2014-09-05,2015-01-12,129,5,1,22886.00,32856.00,0.00,0.435638,0.131115,0.161976,5.2760,60,0.5097,0.9209,11.0452,10.3195,11.7709,换仓：让位给空间更大的600585
601288,农业银行,2014-10-08,2014-10-13,5,1,2,498.00,495.00,0.00,-0.006024,0.012048,0.006024,2.4657,60,0.8416,0.1882,2.9587,2.7643,3.1531,跌破建仓日MA60止损
000933,神火股份,2014-11-10,2015-04-01,142,15,5,1248182.00,1356921.00,0.00,0.087118,0.210926,0.257228,4.4630,60,0.3436,1.8487,13.5314,12.6424,14.4204,移出股票库·逐步清仓
601939,建设银行,2014-11-26,2015-01-14,49,2,1,953.00,1266.00,0.00,0.328437,0.132570,0.132570,4.1267,60,0.8212,0.1982,5.2120,4.8696,5.5544,换仓：让位给空间更大的600585
600309,万华化学,2015-03-27,2015-07-02,97,6,1,687937.00,627095.00,8610.00,-0.088441,0.261986,0.259322,22.1275,60,0.7013,0.4474,32.5520,30.4133,34.6907,跌破建仓日MA60止损
600031,三一重工,2015-03-31,2015-04-30,30,2,1,2037.00,2076.00,0.00,0.019146,0.109777,0.109777,8.7590,60,0.9337,0.0974,11.1166,10.3862,11.8470,换仓：让位给空间更大的600690
600585,,2015-03-31,2015-06-29,90,1,1,34260.00,30600.00,975.00,-0.106830,0.285973,0.279407,20.1318,60,0.8811,0.1534,26.3427,24.6120,28.0734,跌破建仓日MA60止损
600690,海尔智家,2015-04-30,2015-07-28,89,1,1,65064.00,55276.80,1180.80,-0.150424,0.289138,0.284720,11.4753,60,0.7369,0.3907,37.7006,35.2237,40.1775,跌破建仓日MA60止损
601398,工商银行,2016-07-15,2016-07-25,10,1,1,864.00,858.00,0.00,-0.006944,0.013825,0.013825,4.1227,60,0.8943,0.1156,4.8192,4.5026,5.1358,换仓：让位给空间更大的601225
601009,,2016-08-11,2017-04-24,256,10,1,483701.00,472336.00,0.00,-0.023496,0.120289,0.131166,9.7409,60,0.5477,0.7808,18.8411,17.6032,20.0790,换仓：让位给空间更大的600585
601398,工商银行,2016-09-01,2016-09-07,6,1,1,452.00,448.00,0.00,-0.008850,0.015453,0.015453,4.3259,60,0.9209,0.0883,4.9193,4.5961,5.2425,换仓：让位给空间更大的000338
601225,陕西煤业,2016-09-01,2016-09-13,12,3,2,414819.00,383726.00,0.00,-0.074956,0.106732,0.113693,5.6145,60,0.5302,0.9291,11.0343,10.3093,11.7593,跌破建仓日MA60止损
601398,工商银行,2016-10-11,2016-10-13,2,1,1,445.00,442.00,0.00,-0.006742,0.002257,0.002257,4.4087,60,0.9034,0.1094,4.9367,4.6124,5.2610,换仓：让位给空间更大的000338
000338,潍柴动力,2016-11-07,2017-02-27,112,2,1,2014.00,2238.00,0.00,0.111221,0.111311,0.111311,9.0892,60,0.7525,0.3354,13.4880,12.6018,14.3742,换仓：让位给空间更大的601225
601225,陕西煤业,2017-03-15,2017-11-02,232,13,3,1443228.00,1957730.00,26862.00,0.356494,0.140022,0.138344,5.2023,60,0.5410,0.8514,11.0343,10.3093,11.7593,换仓：让位给空间更大的000651
600900,长江电力,2017-05-12,2018-06-27,411,4,1,7163.00,8812.50,702.50,0.230281,0.091492,0.087783,11.9968,60,0.9015,0.1078,15.6415,14.6139,16.6691,换仓：让位给空间更大的002128
