security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
601225,陕西煤业,2019-05-17,2019-05-20,3,1,1,149131.00,147127.00,0.00,-0.013438,0.000000,0.000000,8.9815,60,0.5093,1.0008,17.8673,16.6934,19.0412,跌破建仓日MA60止损
600585,,2019-05-17,2019-05-20,3,1,1,148010.00,146072.00,0.00,-0.013094,0.000000,0.000000,38.5017,60,0.5309,0.9541,76.1127,71.1121,81.1133,跌破建仓日MA60止损
600585,,2019-05-28,2019-06-04,7,3,1,443599.00,427952.00,0.00,-0.035273,0.039708,0.036000,38.9685,60,0.5146,0.9143,76.1127,71.1121,81.1133,跌破建仓日MA60止损
000651,格力电器,2019-05-29,2019-06-13,15,10,1,1467735.00,1425306.00,0.00,-0.028908,0.049676,0.052153,51.4768,60,0.7185,0.4123,76.4050,71.3852,81.4248,跌破建仓日MA60止损
600585,,2019-06-25,2019-08-05,41,13,1,1780265.00,1614487.00,0.00,-0.093120,0.126790,0.128791,38.5267,60,0.5458,0.8536,74.4227,69.5331,79.3123,跌破建仓日MA60止损
600690,海尔智家,2019-07-05,2019-07-22,17,7,1,1012858.00,966520.00,0.00,-0.045750,0.052119,0.046128,16.7608,60,0.6809,0.4686,26.1120,24.3964,27.8276,跌破建仓日MA60止损
000338,潍柴动力,2019-07-08,2019-07-09,1,1,1,146568.00,147932.00,0.00,0.009306,0.000000,0.000000,12.2630,60,0.4963,1.1273,25.1446,23.4926,26.7966,跌破建仓日MA60止损
600309,万华化学,2019-07-08,2019-07-19,11,7,1,858468.00,834712.00,0.00,-0.027673,0.037530,0.037276,41.1382,60,0.4615,1.2504,94.2238,88.0333,100.4143,跌破建仓日MA60止损
600016,,2019-07-08,2019-08-05,28,11,3,1432007.00,1406051.00,0.00,-0.018126,0.036244,0.028422,5.9617,60,0.9224,0.1004,6.6024,6.1686,7.0362,跌破建仓日MA60止损
601225,陕西煤业,2019-07-08,2019-10-18,102,25,1,1717584.00,1645974.00,15774.00,-0.041692,0.093023,0.099626,8.6722,60,0.5194,0.9548,17.8673,16.6934,19.0412,跌破建仓日MA60止损
000338,潍柴动力,2019-07-22,2019-08-02,11,7,1,564793.00,542852.00,12656.00,-0.038848,0.051738,0.050619,11.7660,60,0.4987,1.0132,25.1446,23.4926,26.7966,跌破建仓日MA60止损
600309,万华化学,2019-07-25,2020-03-19,238,17,1,1803539.00,1675770.00,0.00,-0.070843,0.290832,0.301983,40.4247,60,0.4525,1.2072,94.2238,88.0333,100.4143,跌破建仓日MA60止损
600066,宇通客车,2019-09-02,2019-10-14,42,4,5,554525.00,546450.00,0.00,-0.014562,0.124041,0.085651,13.2520,60,0.9239,0.0876,15.7271,14.6938,16.7604,换仓：让位给空间更大的000338
000651,格力电器,2019-09-04,2020-03-17,195,7,2,925223.00,846288.00,0.00,-0.085315,0.242272,0.211398,53.3405,60,0.7551,0.2790,76.5492,71.5199,81.5785,跌破建仓日MA60止损
002128,电投能源,2019-09-19,2019-09-23,4,2,1,160049.00,157700.00,0.00,-0.014677,0.010727,0.004107,8.3712,60,0.4812,1.0756,17.6012,16.4448,18.7576,跌破建仓日MA60止损
000338,潍柴动力,2019-09-23,2019-09-24,1,1,1,132696.00,133152.00,0.00,0.003436,0.000000,0.000000,11.7167,60,0.4713,1.1545,25.0786,23.4309,26.7263,跌破建仓日MA60止损
600016,,2019-09-23,2019-11-12,50,8,2,264293.00,266352.00,0.00,0.007791,0.028708,0.030900,5.9592,60,0.8927,0.1276,6.8218,6.3736,7.2700,换仓：让位给空间更大的600690
600585,,2019-09-23,2021-07-27,673,13,2,1240086.00,1068482.00,98468.00,-0.138381,0.413571,0.403461,36.4953,60,0.5630,0.8042,74.4758,69.5827,79.3689,跌破建仓日MA60止损
002466,天齐锂业,2019-09-26,2020-03-23,179,31,1,1761061.00,1543256.00,0.00,-0.123678,0.452163,0.452163,20.9368,60,0.3025,2.4007,95.4905,89.2168,101.7642,跌破建仓日MA60止损
000338,潍柴动力,2019-10-14,2022-04-25,924,36,6,2620880.00,2211595.20,72084.20,-0.156163,0.571292,0.558580,10.7853,60,0.4737,1.0539,25.0786,23.4309,26.7263,跌破建仓日MA60止损
