date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2020-11-02,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2020-11-03,3003268.32,2557445.32,3,0.8516,0.00,,0.0511,0.1484
2020-11-04,3008775.02,2109189.02,3,0.7010,0.00,,0.1002,0.2990
2020-11-05,3030559.26,1656779.26,3,0.5467,0.00,,0.1543,0.4533
2020-11-06,3058672.01,1199933.01,3,0.3923,0.00,,0.2062,0.6077
2020-11-09,3102643.56,741228.56,3,0.2389,0.00,,0.2551,0.7611
2020-11-10,3048639.89,135067.89,4,0.0443,0.00,,0.3048,0.9056
2020-11-11,3090493.44,0.00,4,0.0000,478238.56,7.4622,0.3580,1.0547
2020-11-12,3125874.37,0.00,4,0.0000,1082131.63,3.8886,0.4052,1.1992
2020-11-13,3123030.29,0.00,5,0.0000,1857933.71,2.6809,0.4535,1.3472
2020-11-16,3211793.41,0.00,5,0.0000,2130010.59,2.5079,0.5021,1.3725
2020-11-17,3266982.71,0.00,5,0.0000,2175516.29,2.5017,0.4786,1.3674
2020-11-18,3228691.10,0.00,5,0.0000,2175724.90,2.4840,0.4848,1.3720
2020-11-19,3230900.41,70.77,6,0.0000,2151800.36,2.5015,0.4824,1.3787
2020-11-20,3314947.16,0.00,6,0.0000,2207512.84,2.5017,0.4837,1.3610
2020-11-23,3486658.80,0.00,6,0.0000,2322083.20,2.5015,0.4875,1.3256
2020-11-24,3447251.13,0.00,6,0.0000,2322305.87,2.4844,0.4861,1.3210
2020-11-25,3359917.45,0.00,6,0.0000,2322528.55,2.4467,0.4893,1.3386
2020-11-26,3349439.74,0.00,6,0.0000,2322751.26,2.4420,0.5008,1.3434
2020-11-27,3341999.01,0.00,6,0.0000,2322973.99,2.4387,0.5005,1.3488
2020-11-30,3302408.76,0.00,6,0.0000,2323642.24,2.4212,0.5017,1.3434
2020-12-01,3376560.94,0.00,6,0.0000,2323865.06,2.4530,0.4996,1.3376
2020-12-02,3429910.10,0.00,6,0.0000,2324087.90,2.4758,0.4942,1.3333
2020-12-03,3253105.25,0.00,6,0.0000,2324310.75,2.3996,0.4927,1.3650
2020-12-04,3298068.37,0.00,6,0.0000,2324533.63,2.4188,0.4865,1.3528
2020-12-07,3214702.67,0.00,6,0.0000,2325202.33,2.3825,0.4892,1.3625
2020-12-08,3161382.04,0.00,5,0.0000,2324142.96,2.3602,0.4975,1.3663
2020-12-09,3105773.18,0.00,5,0.0000,2324365.82,2.3362,0.5110,1.3631
2020-12-10,3077212.31,0.00,5,0.0000,2174128.69,2.4154,0.5178,1.3303
2020-12-11,3089691.84,0.00,5,0.0000,2174337.16,2.4210,0.5224,1.3331
2020-12-14,2925120.29,0.00,5,0.0000,2030932.71,2.4403,0.5116,1.3137
2020-12-15,2907667.54,0.00,5,0.0000,2031127.46,2.4316,0.5109,1.3111
2020-12-16,2896860.78,0.00,5,0.0000,2031322.22,2.4261,0.5057,1.3013
2020-12-17,3018087.99,0.00,5,0.0000,2031517.01,2.4856,0.4948,1.2672
2020-12-18,3126491.69,0.00,5,0.0000,2081697.31,2.5019,0.5134,1.2580
2020-12-21,3134253.12,0.00,5,0.0000,2086914.88,2.5019,0.5562,1.2555
2020-12-22,2933766.90,894.50,5,0.0003,1954110.60,2.5013,0.5627,1.2571
2020-12-23,2975531.24,0.00,5,0.0000,1981188.76,2.5019,0.5726,1.2544
2020-12-24,2935144.26,0.00,5,0.0000,1981378.74,2.4814,0.5811,1.2677
2020-12-25,3019150.97,706037.70,4,0.2339,1981568.73,2.5236,0.6139,1.1903
