date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2014-05-05,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2014-05-06,3001091.12,2555605.12,3,0.8516,0.00,,0.0501,0.1484
2014-05-07,2991387.86,1962285.86,4,0.6560,0.00,,0.0997,0.2943
2014-05-08,2997525.62,1369101.62,4,0.4567,0.00,,0.1511,0.4433
2014-05-09,3004864.11,773512.11,4,0.2574,0.00,,0.2002,0.5944
2014-05-12,3041628.41,167059.41,4,0.0549,0.00,,0.2511,0.7454
2014-05-13,3077556.08,0.00,8,0.0000,1054295.92,3.9191,0.3023,0.8899
2014-05-14,3035579.76,0.00,8,0.0000,2021671.24,2.5015,0.3486,1.0233
2014-05-15,2990309.89,137.88,8,0.0000,1991618.99,2.5014,0.3481,1.0252
2014-05-16,2988751.79,47.83,9,0.0000,1990586.03,2.5014,0.3504,1.0299
2014-05-19,2932531.03,0.00,8,0.0000,1990871.97,2.4730,0.3531,1.0374
2014-05-20,2960683.91,251.47,8,0.0001,1971887.56,2.5014,0.3513,1.0361
2014-05-21,2967494.84,0.00,8,0.0000,1976155.16,2.5017,0.3514,0.9995
2014-05-22,2932414.15,264.03,8,0.0001,1953057.88,2.5014,0.3550,1.0249
2014-05-23,2950208.12,0.00,8,0.0000,1964577.88,2.5017,0.3746,1.0744
2014-05-26,3004871.22,0.00,8,0.0000,2001092.78,2.5016,0.4181,1.1291
2014-05-27,3000421.94,53.81,8,0.0000,1998351.87,2.5014,0.4665,1.1806
2014-05-28,3065865.89,0.00,8,0.0000,2041665.11,2.5016,0.4712,1.1859
2014-05-29,3028145.05,-3.73,9,-0.0000,2016833.22,2.5014,0.5175,1.2309
2014-05-30,3028337.66,-3.73,9,-0.0000,2017026.62,2.5014,0.5164,1.2305
2014-06-03,3016623.00,-3.73,9,-0.0000,2017800.27,2.4950,0.5187,1.2332
2014-06-04,2961263.08,203.90,8,0.0001,1972543.82,2.5012,0.5746,1.3439
2014-06-05,3022377.53,0.00,8,0.0000,2012761.47,2.5016,0.5686,1.3330
2014-06-06,2987655.13,66.03,9,0.0000,1989787.90,2.5015,0.5732,1.3190
2014-06-09,2982125.73,0.00,9,0.0000,1990294.27,2.4983,0.5746,1.3185
2014-06-10,3030798.60,0.00,9,0.0000,2018298.40,2.5017,0.5670,1.3058
2014-06-11,3045343.97,0.00,9,0.0000,2028085.03,2.5016,0.5658,1.3041
2014-06-12,3020081.49,0.00,9,0.0000,2028279.51,2.4890,0.5682,1.3067
2014-06-13,3074471.81,0.00,9,0.0000,2047549.19,2.5015,0.5597,1.2939
2014-06-16,3130401.48,0.00,9,0.0000,2084690.52,2.5016,0.5674,1.2979
2014-06-17,3067920.58,0.00,9,0.0000,2084890.42,2.4715,0.5757,1.3120
2014-06-18,3055530.96,0.00,9,0.0000,2080475.04,2.4687,0.5785,1.3166
2014-06-19,3046402.46,0.00,9,0.0000,2080674.54,2.4641,0.5810,1.3177
2014-06-20,3043992.88,0.00,9,0.0000,2060409.12,2.4774,0.5815,1.3190
2014-06-23,3022658.16,0.00,9,0.0000,2061001.84,2.4666,0.5876,1.3268
2014-06-24,3061491.53,0.00,9,0.0000,2061199.47,2.4853,0.5813,1.3189
2014-06-25,3043772.88,0.00,9,0.0000,2061397.12,2.4766,0.5843,1.3225
2014-06-26,3089863.73,28.43,9,0.0000,2058720.69,2.5009,0.5801,1.3143
2014-06-27,3080447.73,22.69,8,0.0000,2052203.96,2.5010,0.5732,1.3091
2014-06-30,3110492.19,0.00,8,0.0000,2071553.81,2.5015,0.5712,1.3040
2014-07-01,3030793.54,0.00,8,0.0000,2071752.46,2.4629,0.5850,1.3192
2014-07-02,3066902.88,0.00,8,0.0000,2071951.12,2.4802,0.5849,1.3087
2014-07-03,3093658.20,0.00,8,0.0000,2072149.80,2.4930,0.5799,1.3017
2014-07-04,3098780.50,0.00,8,0.0000,2072348.50,2.4953,0.5817,1.3010
2014-07-07,3060705.35,0.00,8,0.0000,2072944.65,2.4765,0.5897,1.3113
2014-07-08,3091908.57,0.00,8,0.0000,2073143.43,2.4914,0.5849,1.3057
2014-07-09,3015667.25,-3.56,9,-0.0000,2010980.19,2.4996,0.5942,1.3411
2014-07-10,3015156.57,125.68,8,0.0000,2008166.10,2.5014,0.5972,1.3904
2014-07-11,3046608.80,0.00,8,0.0000,2028979.20,2.5015,0.5943,1.3924
2014-07-14,3102020.93,0.00,8,0.0000,2065766.07,2.5016,0.5465,1.3889
2014-07-15,3110725.79,0.00,8,0.0000,2071731.21,2.5015,0.5439,1.3890
2014-07-16,3088166.13,0.00,8,0.0000,2071929.87,2.4905,0.5498,1.3928
2014-07-17,3044081.65,0.00,8,0.0000,2062995.35,2.4756,0.5542,1.3983
2014-07-18,3056331.83,0.00,8,0.0000,2063193.17,2.4814,0.5496,1.3943
2014-07-21,3090725.31,0.00,8,0.0000,2063786.69,2.4976,0.5403,1.3909
2014-07-22,3155817.04,0.00,8,0.0000,2101568.96,2.5016,0.5349,1.3883
2014-07-23,3165204.45,0.00,8,0.0000,2107830.55,2.5016,0.5376,1.3888
2014-07-24,3309847.93,0.00,9,0.0000,2204210.07,2.5016,0.5297,1.3974
2014-07-25,3431305.67,0.00,9,0.0000,2285230.33,2.5015,0.5274,1.4023
2014-07-28,3596776.25,0.00,9,0.0000,2395255.75,2.5016,0.5215,1.4101
2014-07-29,3560023.57,0.00,9,0.0000,2395485.43,2.4861,0.5190,1.4142
2014-07-30,3527103.86,0.00,9,0.0000,2395715.14,2.4723,0.5259,1.4196
2014-07-31,3685259.78,0.00,10,0.0000,2454246.22,2.5016,0.5256,1.4162
2014-08-01,3763378.78,0.00,10,0.0000,2505991.22,2.5018,0.5303,1.4224
2014-08-04,3884028.18,0.00,10,0.0000,2586451.82,2.5017,0.5454,1.4253
2014-08-05,3854192.17,0.00,10,0.0000,2586699.83,2.4900,0.5451,1.4283
2014-08-06,3782086.13,0.00,10,0.0000,2586947.87,2.4620,0.5440,1.4370
2014-08-07,3649459.07,0.00,10,0.0000,2587195.93,2.4106,0.5537,1.4584
2014-08-08,3701982.48,449.41,9,0.0001,2465591.93,2.5015,0.5632,1.4608
2014-08-11,3798590.18,0.00,9,0.0000,2529758.82,2.5016,0.5680,1.4608
2014-08-12,3737594.60,0.00,9,0.0000,2530001.40,2.4773,0.5692,1.4701
2014-08-13,3780294.99,0.00,9,0.0000,2530244.01,2.4940,0.5649,1.4650
2014-08-14,3724659.37,0.00,9,0.0000,2530486.63,2.4719,0.5722,1.4758
2014-08-15,3735467.97,66.40,8,0.0000,2487901.42,2.5015,0.6030,1.5033
2014-08-18,3762662.10,0.00,8,0.0000,2505814.90,2.5016,0.6105,1.5036
2014-08-19,3798865.58,0.00,8,0.0000,2529895.42,2.5016,0.6151,1.5059
2014-08-20,3774398.99,0.00,8,0.0000,2530138.01,2.4918,0.6197,1.5095
2014-08-21,3740216.37,0.00,8,0.0000,2530380.63,2.4781,0.6233,1.5170
2014-08-22,3826051.44,0.00,7,0.0000,2548677.56,2.5012,0.6319,1.5466
2014-08-25,3721547.26,0.00,7,0.0000,2549410.74,2.4598,0.6417,1.5641
2014-08-26,3634494.80,0.00,7,0.0000,2549655.20,2.4255,0.6429,1.5784
2014-08-27,3688112.31,0.00,7,0.0000,2547829.69,2.4476,0.6397,1.5689
2014-08-28,3655005.00,0.00,7,0.0000,2548074.00,2.4344,0.6364,1.5745
2014-08-29,3727301.66,0.00,7,0.0000,2548318.34,2.4627,0.6298,1.5624
2014-09-01,3769153.58,0.00,7,0.0000,2549051.42,2.4786,0.6290,1.5558
2014-09-02,3815015.15,0.00,7,0.0000,2549295.85,2.4965,0.6254,1.5475
2014-09-03,3848829.56,0.00,7,0.0000,2563239.44,2.5015,0.6185,1.5442
2014-09-04,3872678.62,0.00,7,0.0000,2579010.38,2.5016,0.6070,1.5449
