security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
000651,格力电器,2014-05-06,2014-07-09,64,10,1,1231987.00,1203904.00,62400.00,-0.022795,0.079504,0.075695,27.4565,60,0.4384,1.2907,68.5599,64.0555,73.0643,跌破建仓日MA60止损
002304,,2014-05-06,2014-07-09,64,8,8,1182860.00,1149933.30,4615.30,-0.027837,0.116746,0.099328,49.9367,60,0.5016,0.9980,111.2883,103.9767,118.5999,跌破建仓日MA60止损
600660,福耀玻璃,2014-05-06,2014-10-14,161,15,8,1210397.00,1504461.00,53000.00,0.242948,0.066667,0.064370,7.5937,60,0.6761,0.4808,12.4683,11.6491,13.2875,换仓：让位给空间更大的000933
600009,,2014-05-07,2014-06-04,28,6,2,903888.00,865938.00,0.00,-0.041985,0.070605,0.076351,13.0043,60,0.7111,0.4041,18.6605,17.4345,19.8865,跌破建仓日MA60止损
601939,建设银行,2014-05-13,2014-06-26,44,8,2,156071.00,156624.00,0.00,0.003543,0.021480,0.001033,3.9297,60,0.8400,0.1964,4.7618,4.4489,5.0747,换仓：让位给空间更大的000858
601398,工商银行,2014-05-13,2014-06-27,45,2,2,270233.00,285562.94,20464.94,0.056729,0.039309,0.036587,3.1378,60,0.8378,0.2005,4.1538,3.8809,4.4267,换仓：让位给空间更大的000858
000338,潍柴动力,2014-05-13,2014-09-15,125,7,4,539000.00,578925.00,2070.00,0.074072,0.057089,0.028580,17.0402,60,0.5266,0.9239,33.5726,31.3669,35.7783,换仓：让位给空间更大的000933
601088,中国神华,2014-05-13,2018-04-04,1422,60,8,5346183.00,7247574.00,474463.00,0.355654,0.491585,0.467883,11.4903,60,0.3562,1.8737,41.4967,38.7704,44.2230,移出股票库·逐步清仓
601818,,2014-05-16,2014-05-19,3,1,1,247.00,244.00,0.00,-0.012146,0.000000,0.000000,2.4605,60,0.9047,0.1053,2.7301,2.5507,2.9095,跌破建仓日MA60止损
000333,美的集团,2014-05-29,2017-04-13,1050,49,16,3768125.00,7930493.00,337560.00,1.104626,0.414490,0.449328,9.7576,60,0.2368,3.2252,73.1798,68.3719,77.9877,涨幅≥125%清空
601818,,2014-06-06,2014-08-22,77,7,1,134836.00,152510.20,9133.20,0.131079,0.039568,0.042592,2.2917,60,0.8754,0.1470,2.8330,2.6469,3.0191,换仓：让位给空间更大的002304
600188,,2014-06-26,2014-07-10,14,3,1,150623.00,150274.00,0.00,-0.002317,0.062323,0.060907,6.6433,60,0.5866,0.7194,11.9500,11.1649,12.7351,跌破建仓日MA60止损
600897,,2014-07-09,2014-08-08,30,1,1,150552.00,159222.00,0.00,0.057588,0.051988,0.051988,14.2838,60,0.7281,0.3957,20.6002,19.2468,21.9536,换仓：让位给空间更大的000933
600066,宇通客车,2014-07-09,2014-08-15,37,1,1,150156.00,159960.00,0.00,0.065292,0.057732,0.057732,15.7128,60,0.6135,0.6048,28.0192,26.1783,29.8601,换仓：让位给空间更大的000933
000858,五粮液,2014-07-09,2014-09-11,64,1,1,150597.00,165561.00,0.00,0.099365,0.082418,0.082418,16.5622,60,0.5016,1.0418,35.3436,33.0215,37.6657,换仓：让位给空间更大的000933
002128,电投能源,2014-07-24,2015-12-18,512,25,11,1381304.00,1807987.00,8350.00,0.308899,0.579369,0.357245,6.6503,60,0.2696,2.6061,25.9639,24.2581,27.6697,换仓：让位给空间更大的600309
