security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
600900,长江电力,2017-05-03,2018-08-10,464,12,8,1657013.00,2062510.50,154207.50,0.244716,0.091492,0.087783,11.8825,60,0.8951,0.1173,15.6415,14.6139,16.6691,换仓：让位给空间更大的600585
000333,美的集团,2017-05-03,2019-07-25,813,12,8,1657895.00,2480090.28,108646.28,0.495927,0.405778,0.366025,29.4757,60,0.8292,0.1967,42.1105,39.3438,44.8772,换仓：让位给空间更大的601225
000651,格力电器,2017-05-03,2020-08-18,1203,20,9,2147530.00,3967168.00,246330.00,0.847317,0.378397,0.366892,24.5835,60,0.7373,0.3696,44.7171,41.7792,47.6550,换仓：让位给空间更大的601088
600309,万华化学,2017-05-18,2020-11-30,1292,29,10,3009626.00,5394878.00,167490.00,0.792541,0.491557,0.565601,17.8754,60,0.8305,0.4455,34.2449,31.9950,36.4948,换仓：让位给空间更大的601088
600066,宇通客车,2017-06-21,2018-05-04,317,10,3,590829.00,605899.00,0.00,0.025507,0.234106,0.154769,19.8307,60,0.7867,0.2472,26.5412,24.7974,28.2850,换仓：让位给空间更大的600585
000338,潍柴动力,2017-11-02,2021-03-08,1222,49,11,3799042.00,8457187.80,344455.80,1.226137,0.271620,0.260109,6.1160,60,0.8088,0.2379,10.6337,9.9351,11.3323,涨幅≥125%清空
600585,,2018-05-14,2018-05-30,16,2,1,35200.00,32670.00,0.00,-0.071875,0.090479,0.090479,33.1575,60,0.7335,0.3435,47.2659,44.1605,50.3713,跌破建仓日MA60止损
600585,,2018-07-13,2018-07-16,3,1,1,61488.00,59616.00,0.00,-0.030445,0.000000,0.000000,33.5122,60,0.7407,0.3485,46.0659,43.0394,49.0924,跌破建仓日MA60止损
600585,,2018-08-10,2018-09-10,31,1,1,181655.00,160364.00,0.00,-0.117206,0.118802,0.118802,34.7065,60,0.8340,0.1919,46.0659,43.0394,49.0924,跌破建仓日MA60止损
601225,陕西煤业,2019-02-12,2019-03-11,27,2,1,1766.00,1742.00,0.00,-0.013590,0.065005,0.107361,7.8400,60,0.7679,0.2992,10.9521,10.2325,11.6717,换仓：让位给空间更大的002128
600066,宇通客车,2019-02-25,2019-05-17,81,2,1,5670.00,5512.00,200.00,-0.027866,0.205422,0.205422,11.5663,60,0.6930,0.3944,20.2612,18.9300,21.5924,换仓：让位给空间更大的601225
002128,电投能源,2019-03-13,2020-02-03,327,30,1,900356.00,756664.00,30640.00,-0.159595,0.264132,0.247750,7.3687,60,0.5275,0.9129,17.0058,15.8885,18.1231,跌破建仓日MA60止损
600585,,2019-03-28,2020-09-03,525,19,7,2382548.00,3036094.00,90223.00,0.274305,0.196595,0.233809,29.6873,60,0.5103,0.9649,73.3908,68.5690,78.2126,换仓：让位给空间更大的601088
002466,天齐锂业,2019-04-03,2019-04-25,22,6,1,1082750.00,977844.00,0.00,-0.096888,0.121268,0.107218,33.3448,60,0.3670,1.7309,101.7260,95.0426,108.4094,跌破建仓日MA60止损
600016,,2019-07-29,2019-08-05,7,3,1,2425.00,2340.00,0.00,-0.035052,0.036244,0.039821,5.9236,60,0.9148,0.0931,6.6024,6.1686,7.0362,跌破建仓日MA60止损
600066,宇通客车,2019-09-02,2019-09-26,24,1,1,1446.00,1401.00,0.00,-0.031120,0.104220,0.104220,13.2520,60,0.9239,0.0876,15.7271,14.6938,16.7604,换仓：让位给空间更大的002466
601225,陕西煤业,2019-09-04,2019-09-23,19,4,1,332803.00,320568.00,0.00,-0.036763,0.040000,0.040557,8.9488,60,0.5171,0.9255,17.8498,16.6771,19.0225,跌破建仓日MA60止损
002466,天齐锂业,2019-09-27,2020-03-23,178,32,1,4138122.50,3230513.00,0.00,-0.219329,0.452163,0.453443,20.9378,60,0.2941,2.5107,95.4905,89.2168,101.7642,跌破建仓日MA60止损
600016,,2019-12-03,2020-01-17,45,3,1,1864.00,1887.00,0.00,0.012339,0.014241,0.014241,6.1320,60,0.9237,0.0808,6.6796,6.2408,7.1184,换仓：让位给空间更大的600690
600566,,2020-02-17,2020-02-28,11,1,1,2564.00,2320.00,0.00,-0.095164,0.084090,0.084090,23.8268,60,0.8073,0.2295,31.5234,29.4523,33.5945,跌破建仓日MA60止损
002128,电投能源,2020-05-15,2025-12-04,2029,84,12,53046568.00,115180327.00,9219820.00,1.171306,0.385809,0.447864,4.2462,60,0.3192,2.1445,24.7471,23.1212,26.3730,涨幅≥125%清空
600176,中国巨石,2020-06-16,2020-08-14,59,1,1,940.00,1284.00,0.00,0.365957,0.088426,0.088426,8.5434,60,0.7960,0.2389,11.6454,10.8803,12.4105,换仓：让位给空间更大的600016
002466,天齐锂业,2020-06-16,2020-09-10,86,6,1,1170747.00,912492.00,0.00,-0.220590,0.393162,0.412052,19.8567,60,0.3804,1.6027,67.3851,62.9579,71.8123,跌破建仓日MA60止损
601225,陕西煤业,2020-07-08,2022-10-12,826,57,16,22321334.00,50202247.00,3783923.00,1.249070,0.293538,0.312833,4.8293,60,0.3294,1.9740,24.8920,23.2566,26.5274,涨幅≥125%清空
601328,,2020-07-09,2020-07-16,7,1,1,558.00,522.50,31.50,-0.063620,0.041951,0.039522,4.8620,60,0.8666,0.1705,6.5312,6.1021,6.9603,换仓：让位给空间更大的601088
600016,,2020-08-17,2020-08-25,8,2,1,1130.00,1112.00,0.00,-0.015929,0.021127,0.017606,5.5235,60,0.7557,0.3025,7.4501,6.9606,7.9396,换仓：让位给空间更大的601088
