date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2014-11-03,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2014-11-04,2989447.04,1954825.04,7,0.6539,0.00,,0.0514,0.1521
2014-11-05,2985588.98,617781.98,9,0.2069,0.00,,0.1001,0.2986
2014-11-06,2981825.87,0.00,9,0.0000,719809.13,5.1425,0.1526,0.4509
2014-11-07,2972602.27,0.00,9,0.0000,1979787.73,2.5015,0.2024,0.6025
2014-11-10,3115869.34,0.00,9,0.0000,2074892.66,2.5017,0.2227,0.6223
2014-11-11,3106957.38,0.00,9,0.0000,2075091.62,2.4973,0.2196,0.6288
2014-11-12,3206658.77,0.00,9,0.0000,2135525.23,2.5016,0.2366,0.6416
2014-11-13,3176272.00,0.00,9,0.0000,2135730.00,2.4872,0.2413,0.6507
2014-11-14,3175586.20,0.00,9,0.0000,2135934.80,2.4867,0.2379,0.6448
2014-11-17,3154617.75,0.00,9,0.0000,2136549.25,2.4765,0.2344,0.6419
2014-11-18,3082189.88,0.00,9,0.0000,2136754.12,2.4425,0.2379,0.6425
2014-11-19,3038894.99,0.00,9,0.0000,2136959.01,2.4221,0.2413,0.6510
2014-11-20,3039524.07,0.00,9,0.0000,2137163.93,2.4222,0.2386,0.6510
2014-11-21,3091230.14,0.00,9,0.0000,2137368.86,2.4463,0.2362,0.6479
2014-11-24,3169398.37,18.21,9,0.0000,2110895.84,2.5014,0.2796,0.6854
2014-11-25,3309025.80,0.00,9,0.0000,2203728.20,2.5016,0.3064,0.7052
2014-11-26,3326403.38,0.00,10,0.0000,2215144.62,2.5017,0.3060,0.7034
2014-11-27,3371396.66,0.00,10,0.0000,2245304.34,2.5015,0.3071,0.7101
2014-11-28,3492610.60,0.00,10,0.0000,2326043.40,2.5015,0.2960,0.7079
2014-12-01,3588460.44,0.00,10,0.0000,2389872.56,2.5015,0.3120,0.7283
2014-12-02,3729996.01,0.00,10,0.0000,2483849.99,2.5017,0.3021,0.7183
2014-12-03,3807175.19,0.00,10,0.0000,2535393.81,2.5016,0.3214,0.7283
2014-12-04,4133004.29,0.00,10,0.0000,2752474.71,2.5016,0.3755,0.7778
2014-12-05,4140810.06,0.00,10,0.0000,2757751.94,2.5015,0.3731,0.7822
2014-12-08,4303793.55,0.00,10,0.0000,2867922.45,2.5007,0.4125,0.8081
2014-12-09,3980151.54,0.00,10,0.0000,2868197.46,2.3877,0.4131,0.8062
2014-12-10,4250830.51,0.00,10,0.0000,2868472.49,2.4819,0.3952,0.7796
2014-12-11,4200506.45,0.00,10,0.0000,2868747.55,2.4642,0.4028,0.7830
2014-12-12,4134799.37,0.00,10,0.0000,2869022.63,2.4412,0.4041,0.7877
2014-12-15,4159832.03,0.00,10,0.0000,2869847.97,2.4495,0.3960,0.7835
2014-12-16,4314410.81,0.00,10,0.0000,2872988.19,2.5017,0.3963,0.7867
2014-12-17,4324023.26,0.00,10,0.0000,2879525.74,2.5016,0.4005,0.7891
2014-12-18,4359874.90,0.00,10,0.0000,2903278.10,2.5017,0.3934,0.7767
2014-12-19,4568901.24,0.00,10,0.0000,3042779.76,2.5016,0.4188,0.8043
2014-12-22,4781210.50,0.00,10,0.0000,3183890.50,2.5017,0.4444,0.8244
2014-12-23,4417259.19,0.00,10,0.0000,3184195.81,2.3872,0.4482,0.8305
2014-12-24,4198362.86,0.00,10,0.0000,3184501.14,2.3184,0.4633,0.8528
2014-12-25,4494642.15,21.28,10,0.0000,2993529.14,2.5015,0.4581,0.8490
2014-12-26,4719866.43,0.00,10,0.0000,3142913.57,2.5017,0.5026,0.8911
2014-12-29,4717597.28,469.63,10,0.0001,3142032.36,2.5014,0.5497,0.9393
2014-12-30,4607702.99,0.00,10,0.0000,3141864.01,2.4666,0.5516,0.9507
2014-12-31,4736385.72,0.00,10,0.0000,3154382.28,2.5015,0.5437,0.9740
2015-01-05,5269744.55,0.00,10,0.0000,3509522.45,2.5016,0.5875,1.0132
2015-01-06,5235432.02,0.00,10,0.0000,3509858.98,2.4916,0.5671,1.0115
2015-01-07,5205133.46,0.00,10,0.0000,3510195.54,2.4829,0.5704,1.0132
2015-01-08,5044500.87,0.00,10,0.0000,3510532.13,2.4370,0.5728,1.0270
2015-01-09,4916071.24,0.00,10,0.0000,3510868.76,2.4002,0.5791,1.0386
2015-01-12,4796938.01,0.00,10,0.0000,3272264.99,2.4659,0.5710,1.0475
2015-01-13,4856315.25,738.07,10,0.0002,3234423.83,2.5014,0.5981,1.0788
2015-01-14,4654469.74,766.39,10,0.0002,3099981.65,2.5015,0.6015,1.0947
2015-01-15,4842044.41,0.00,9,0.0000,3224700.59,2.5015,0.6133,1.0967
2015-01-16,4877852.06,-899.45,9,-0.0002,3247534.49,2.5020,0.6142,1.1428
2015-01-19,4135903.85,0.00,9,0.0000,3042944.15,2.3592,0.6516,1.2268
2015-01-20,4295472.90,691.53,9,0.0002,2860875.63,2.5015,0.6395,1.1581
2015-01-21,4587908.56,0.00,9,0.0000,3055221.44,2.5017,0.6271,1.1490
2015-01-22,4638706.77,0.00,9,0.0000,3088714.23,2.5018,0.6336,1.1838
2015-01-23,4609865.54,106.97,9,0.0000,3070228.43,2.5015,0.6376,1.2072
2015-01-26,4656842.78,0.00,8,0.0000,3101486.22,2.5015,0.6367,1.2319
2015-01-27,4580748.82,88.46,8,0.0000,3050887.64,2.5014,0.6417,1.2807
2015-01-28,4434151.03,162.59,9,0.0000,2953330.56,2.5014,0.6500,1.3769
2015-01-29,4349769.37,0.00,8,0.0000,2950573.63,2.4742,0.6566,1.3890
2015-01-30,4273925.33,325.24,8,0.0001,2846528.91,2.5015,0.6586,1.4263
2015-02-02,4093940.09,79.04,7,0.0000,2726626.95,2.5015,0.6736,1.4523
2015-02-03,4299211.69,0.00,7,0.0000,2862647.31,2.5018,0.6668,1.4574
2015-02-04,4299701.77,0.00,7,0.0000,2862937.23,2.5018,0.6715,1.5080
2015-02-05,4140475.46,562.88,6,0.0001,2757644.42,2.5015,0.6773,1.5526
2015-02-06,3982636.59,391.09,5,0.0001,2652527.50,2.5014,0.6819,1.6017
2015-02-09,4045447.27,0.00,5,0.0000,2694191.73,2.5015,0.6816,1.6510
2015-02-10,4163151.34,0.00,4,0.0000,2772598.66,2.5015,0.6661,1.6640
2015-02-11,4161179.48,0.00,4,0.0000,2772864.52,2.5007,0.6652,1.6644
2015-02-12,4147873.59,0.00,4,0.0000,2773130.41,2.4957,0.6635,1.6666
2015-02-13,4264794.37,0.00,4,0.0000,2839751.63,2.5018,0.6697,1.6639
2015-02-16,4266294.46,0.00,4,0.0000,2840568.54,2.5019,0.6731,1.6639
2015-02-17,4359222.40,0.00,4,0.0000,2901534.60,2.5024,0.6600,1.6637
2015-02-25,4290635.43,0.00,3,0.0000,2895669.57,2.4817,0.6657,1.6749
2015-02-26,4445817.78,0.00,3,0.0000,2959454.22,2.5022,0.6600,1.6657
2015-02-27,4442151.00,0.00,3,0.0000,2959738.00,2.5009,0.6628,1.6663
2015-03-02,4537175.99,0.00,3,0.0000,3020370.01,2.5022,0.6615,1.6657
2015-03-03,4279025.37,0.00,3,0.0000,3020659.63,2.4166,0.6808,1.7059
2015-03-04,4348507.71,0.00,3,0.0000,3020949.29,2.4395,0.6747,1.6947
2015-03-05,4165495.03,0.00,3,0.0000,3021238.97,2.3787,0.6907,1.7253
2015-03-06,4260535.33,0.00,3,0.0000,3021528.67,2.4101,0.6972,1.7092
2015-03-09,4377677.12,0.00,3,0.0000,3022397.88,2.4484,0.6916,1.6904
2015-03-10,4328445.30,0.00,3,0.0000,3022687.70,2.4320,0.6970,1.6983
2015-03-11,4333530.45,0.00,3,0.0000,3022977.55,2.4335,0.6854,1.6976
2015-03-12,4422480.58,0.00,3,0.0000,3023267.42,2.4628,0.6811,1.6836
2015-03-13,4529166.68,0.00,3,0.0000,3023557.32,2.4980,0.6742,1.6676
2015-03-16,4622790.00,0.00,3,0.0000,3077983.00,2.5019,0.6684,1.6658
2015-03-17,4691627.38,0.00,4,0.0000,3124607.62,2.5015,0.6697,1.6655
2015-03-18,4884716.69,0.00,4,0.0000,3252881.31,2.5017,0.6591,1.6655
2015-03-19,4892827.74,0.00,4,0.0000,3256398.26,2.5025,0.6570,1.6651
2015-03-20,4808120.48,0.00,4,0.0000,3256710.52,2.4764,0.6610,1.6769
2015-03-23,4953829.21,0.00,5,0.0000,3298616.79,2.5018,0.6520,1.6649
2015-03-24,4834282.90,0.00,5,0.0000,3298933.10,2.4654,0.6542,1.6815
2015-03-25,4690039.56,0.00,5,0.0000,3299249.44,2.4215,0.6643,1.7025
2015-03-26,4792066.02,885.67,5,0.0002,3191622.65,2.5015,0.6111,1.6377
2015-03-27,4866215.55,0.00,6,0.0000,3240674.45,2.5016,0.5647,1.5786
2015-03-30,5066570.62,0.00,6,0.0000,3374105.38,2.5016,0.5212,1.5009
2015-03-31,5091306.83,0.00,7,0.0000,3390417.17,2.5017,0.5098,1.4485
2015-04-01,5262393.99,0.00,7,0.0000,3504835.01,2.5015,0.5404,1.4331
2015-04-02,5393291.75,0.00,7,0.0000,3591134.25,2.5018,0.5777,1.4223
2015-04-03,5382356.61,917.84,7,0.0002,3584781.23,2.5014,0.5936,1.3925
2015-04-07,5619140.34,0.00,7,0.0000,3742323.66,2.5015,0.6041,1.3706
2015-04-08,5545127.92,832.03,7,0.0002,3693184.11,2.5014,0.6079,1.4143
2015-04-09,5312941.11,1611.55,7,0.0003,3538534.44,2.5015,0.6152,1.4608
2015-04-10,5458814.54,0.00,7,0.0000,3635039.46,2.5017,0.6116,1.5140
2015-04-13,5528673.58,0.00,8,0.0000,3681754.42,2.5016,0.6102,1.5554
2015-04-14,5537135.58,0.00,8,0.0000,3686193.42,2.5021,0.6034,1.6050
2015-04-15,5352195.94,0.00,7,0.0000,3614193.06,2.4809,0.6096,1.6281
2015-04-16,5702814.52,0.00,7,0.0000,3797073.48,2.5019,0.6208,1.6183
2015-04-17,6071639.49,0.00,7,0.0000,4042208.51,2.5021,0.6412,1.6214
2015-04-20,5916914.66,0.00,7,0.0000,4043371.34,2.4634,0.6454,1.6394
2015-04-21,6265721.87,0.00,7,0.0000,4171674.13,2.5020,0.6425,1.6213
2015-04-22,6404986.04,0.00,7,0.0000,4264931.96,2.5018,0.6287,1.6218
2015-04-23,6432705.89,0.00,7,0.0000,4284092.11,2.5015,0.6187,1.6229
2015-04-24,6217170.08,0.00,7,0.0000,4284502.92,2.4511,0.6335,1.6458
2015-04-27,6560669.42,0.00,7,0.0000,4368840.58,2.5017,0.6404,1.6242
2015-04-28,6394845.49,0.00,7,0.0000,4369259.51,2.4636,0.6422,1.6424
2015-04-29,6343962.25,0.00,6,0.0000,4361327.75,2.4546,0.6423,1.6473
2015-04-30,6226005.34,0.00,5,0.0000,4233944.66,2.4705,0.6461,1.6420
2015-05-04,6270249.37,0.00,5,0.0000,4235568.63,2.4804,0.6305,1.6373
2015-05-05,5711274.21,0.00,5,0.0000,4235974.79,2.3483,0.6516,1.7022
2015-05-06,5501498.10,0.00,4,0.0000,4191453.90,2.3126,0.6750,1.7300
2015-05-07,5494600.55,0.00,3,0.0000,4018801.45,2.3672,0.6907,1.7314
2015-05-08,5620337.19,0.00,3,0.0000,4019186.81,2.3984,0.6814,1.7151
2015-05-11,5800733.98,0.00,3,0.0000,4020343.02,2.4428,0.6687,1.6931
2015-05-12,5774413.47,0.00,3,0.0000,4020728.53,2.4362,0.6681,1.6963
2015-05-13,5787064.92,0.00,3,0.0000,4021114.08,2.4392,0.6749,1.6948
2015-05-14,5757371.33,0.00,3,0.0000,4021499.67,2.4316,0.6692,1.6985
2015-05-15,5426949.71,0.00,3,0.0000,4021885.29,2.3494,0.6856,1.7411
2015-05-18,5262648.73,0.00,3,0.0000,4023042.27,2.3081,0.6866,1.7645
2015-05-19,5566440.96,0.00,3,0.0000,4023428.04,2.3835,0.6808,1.7228
2015-05-20,5667454.15,0.00,3,0.0000,4023813.85,2.4085,0.6880,1.7100
2015-05-21,5961393.31,0.00,3,0.0000,4024199.69,2.4814,0.6954,1.6750
2015-05-22,6181460.32,0.00,3,0.0000,4116443.68,2.5017,0.6710,1.6659
2015-05-25,6535256.40,0.00,3,0.0000,4351650.60,2.5018,0.6423,1.6659
2015-05-26,6825327.09,0.00,3,0.0000,4543233.91,2.5023,0.6469,1.6656
2015-05-27,6862300.19,0.00,4,0.0000,4568450.81,2.5021,0.6283,1.6621
2015-05-28,5975159.12,0.00,4,0.0000,4538858.88,2.3164,0.6708,1.7557
2015-05-29,6035752.89,0.00,4,0.0000,4539294.11,2.3297,0.6670,1.7482
2015-06-01,6693613.06,0.00,4,0.0000,4540599.94,2.4742,0.6292,1.6747
2015-06-02,6739997.66,0.00,4,0.0000,4541035.34,2.4842,0.6282,1.6701
2015-06-03,6723914.22,0.00,4,0.0000,4541470.78,2.4806,0.6327,1.6716
